lon,lat,weapontype,attacktype,targettype
11.08,13.86,1482,398,2644
43.19,16.01,1137,683,3553
44.23,17.57,1137,683,725
44.23,17.57,1137,683,1089
44.23,17.57,1137,683,2644
42.95,14.8,3514,3514,3553
44.23,17.57,3514,1451,2104
43.34,33.45,1137,683,2585
43.34,33.45,1137,683,2585
43.34,33.45,1137,683,2585
43.34,33.45,1137,683,2585
43.34,33.45,1137,683,2585
43.34,33.45,1137,683,2585
43.34,33.45,1137,683,2585
43.34,33.45,1137,683,2585
43.34,33.45,1137,683,2585
43.34,33.45,1137,683,2585
43.34,33.45,1137,683,2585
43.34,33.45,1137,683,2585
43.34,33.45,1137,683,2585
43.34,33.45,1137,683,2585
34.11,31.21,1198,398,2104
70.99,33.46,1137,683,2763
-4.92,14.46,1198,398,2104
62.12,32.38,1198,1451,1327
42.56,16.89,1137,683,2644
125.12,7.43,1137,683,2104
120.91,5.55,1198,1451,2644
70.34,33.54,1137,683,1089
45.29,2.02,1198,486,1327
45.47,2.1,1137,683,2104
68.76,33.47,1137,683,2644
62.2,34.34,1137,683,2585
39.47,48.66,1137,398,2104
44.47,33.31,1137,683,2644
44.43,33.22,1137,683,2104
43.37,33.45,1137,683,2104
66.71,30.81,1198,1451,2644
12.55,10.67,1137,683,2644
6.24,7.56,1198,398,2644
45.3,2.04,1198,486,2644
40.73,36.52,1137,683,2585
40.74,36.51,1137,683,2644
40.75,36.52,1137,683,2644
40.74,36.49,1137,683,2644
93.81,24.87,1198,1451,3553
44.98,12.79,1137,683,2032
44.98,12.79,1198,398,3290
126.01,8.34,1198,398,1327
66.96,24.94,3514,1451,2644
73.24,34.84,1198,486,2644
-7.31,55.04,1482,1146,1327
-7.31,55.04,1482,1146,1327
69.38,33.71,3514,1451,1327
44.23,17.57,1137,683,2585
44.23,17.57,1137,683,2644
-2.36,51.38,1482,1146,725
8.39,49.42,1482,1146,2447
-73.34,8.47,1137,683,2104
93.5,24.99,1198,1451,2644
-3.67,16.42,1198,398,2104
45.87,13.88,1137,683,2644
101.26,6.27,1198,398,2644
40.15,35.33,1137,683,2104
69.92,33.34,1137,683,2585
69.02,34.0,1137,683,2104
67.18,32.19,1137,683,2644
68.37,33.77,1137,683,2644
34.24,31.28,1198,398,2585
44.06,34.81,1137,683,2585
43.68,34.6,1137,683,2585
44.41,33.55,1137,683,2644
43.49,34.93,1137,683,2104
44.37,33.66,1137,683,2644
44.03,33.3,1137,683,3290
44.34,33.35,1137,683,2644
44.94,33.98,1198,398,1327
43.81,34.93,3514,1146,3525
43.73,34.58,3514,1146,3525
45.34,2.03,1137,683,2585
71.23,34.49,1137,486,3290
-6.34,54.18,1137,683,3514
69.7,33.95,1198,1451,2644
69.38,36.99,1198,486,1327
20.08,32.1,1137,683,2644
124.83,7.11,1137,683,3514
66.3,31.46,1137,683,2585
68.94,32.39,1198,398,2585
68.88,32.91,1198,398,2585
70.21,34.67,1137,486,2585
67.18,32.19,1137,683,2644
122.27,6.64,1137,683,3514
67.13,24.93,1198,486,2585
44.23,17.57,1137,683,2104
68.19,32.85,1198,398,2585
36.38,35.26,1137,683,2104
37.58,36.18,3514,3514,2104
44.98,12.79,1198,486,2104
40.14,35.33,2077,1451,2104
33.8,31.13,1198,398,2585
22.14,32.78,1137,398,2104
69.16,29.04,1137,683,3514
47.43,6.77,1137,486,1327
45.35,2.06,1198,486,1327
44.21,35.1,3514,1451,2644
44.2,33.51,1137,683,2644
44.28,33.34,1137,486,1327
44.65,33.86,1137,683,2763
29.43,0.45,2077,398,2644
11.08,11.71,1137,683,1089
90.23,25.21,1137,683,2644
24.98,13.35,1198,1451,2644
24.45,12.94,1198,1451,2644
25.48,12.93,1198,1451,2644
24.41,12.95,1198,1451,2644
25.86,13.61,1198,1451,2644
24.42,12.94,1198,1451,2644
24.45,12.94,1198,1451,2644
81.58,19.14,1198,1451,725
81.34,18.63,1198,1451,725
81.25,19.18,1198,1451,725
44.65,33.86,1137,683,2644
44.8,33.69,1137,683,2763
126.08,8.49,1198,1146,725
72.94,34.0,1198,486,3553
72.94,34.0,1198,486,3553
70.77,34.32,1198,398,2585
71.54,35.3,1137,683,2585
70.18,34.24,1198,398,2585
64.53,35.83,1198,398,2585
64.51,35.86,1198,398,2585
64.52,35.87,1198,398,2585
123.45,7.92,1198,398,2104
124.48,6.88,1137,683,2104
33.8,31.13,1198,398,2585
33.8,31.13,1198,398,2585
-75.29,1.68,1198,398,2104
21.95,32.79,1137,683,98
22.14,32.78,1137,683,2104
69.16,29.04,1137,683,3525
43.25,3.81,1198,398,2104
44.43,33.3,1137,683,2644
44.41,33.55,1137,683,2644
43.46,35.27,2077,1451,2644
43.31,33.43,1137,683,3514
44.52,33.84,1137,683,2585
44.4,33.35,1137,683,2644
74.84,33.72,1137,683,2585
9.23,6.89,1198,398,2644
124.88,12.15,1198,486,1327
31.93,30.81,3514,3514,2585
31.9,30.8,3514,3514,2585
90.63,25.85,1198,398,2585
90.02,25.59,1198,1451,1089
81.87,21.28,1482,1146,725
82.03,19.09,2930,1146,3351
37.12,36.19,1137,683,2644
67.02,24.92,1198,398,725
70.42,32.36,1198,398,2585
67.14,24.88,1198,486,2585
73.07,33.6,1198,398,2644
95.1,26.58,1198,398,2104
71.57,34.01,1137,683,3514
12.57,55.68,1482,1146,3351
64.11,35.72,1198,398,2644
101.69,6.1,1198,398,1327
34.11,31.21,1137,683,2104
-72.17,7.05,3514,3514,2104
20.07,32.11,1137,683,725
12.75,32.76,1198,398,2644
66.29,28.12,1198,486,1327
44.77,1.72,1137,398,2104
44.26,33.54,1137,683,2644
44.37,33.66,1137,683,2585
43.78,33.35,3514,1451,2644
43.82,33.34,1137,683,2104
44.23,17.57,1137,683,2644
69.13,34.45,1137,683,1327
65.71,31.59,1137,683,1327
41.34,3.15,3514,1146,1327
41.34,3.15,1482,1146,2104
71.41,34.8,1137,486,3290
71.26,34.57,1137,486,2644
123.02,7.59,1198,486,1327
31.34,29.85,1137,486,1327
90.33,25.65,1198,398,1327
30.84,29.31,1137,683,3514
34.11,31.21,3514,3514,2104
81.66,18.39,1198,1451,725
44.43,33.41,1137,683,2644
44.39,33.22,1137,683,2644
44.85,33.88,1198,1451,2644
44.94,33.98,1198,1451,2644
44.98,12.86,1137,683,2644
42.95,14.8,1198,398,1327
36.32,35.81,1137,683,2104
65.73,31.63,1137,683,3514
66.1,32.87,1137,683,3514
69.92,33.34,1137,683,3514
68.52,32.26,1137,683,3514
68.42,33.55,1137,683,3514
-8.57,51.93,1482,1146,2585
50.62,26.25,1137,683,2585
65.09,35.12,3514,3514,1327
122.19,6.61,1137,683,3269
70.32,34.37,1137,683,2585
93.92,24.95,2077,1451,2644
71.35,34.74,1137,683,2644
94.04,23.96,1198,1451,1327
101.65,6.52,1198,398,2104
70.74,33.43,1198,398,2447
101.62,6.7,1137,398,2104
44.34,33.33,1137,683,2644
44.39,33.25,1137,683,2585
45.55,33.75,1137,683,2447
44.29,33.3,1137,683,2644
44.49,33.32,1137,683,2644
43.13,36.34,3514,3514,2644
42.42,36.48,1137,683,3351
22.14,32.78,1137,683,2104
42.1,36.47,1137,486,2644
13.19,32.88,1198,1451,725
44.23,17.57,1137,683,1089
42.57,16.89,1137,683,2644
75.07,33.83,1198,398,2585
45.32,2.04,1198,486,1327
42.55,-0.36,1198,398,2104
42.55,-0.36,1198,398,2104
122.88,13.83,1198,398,2104
39.23,48.73,1137,398,2104
120.82,15.24,1198,486,1327
-3.01,16.78,1198,398,2104
29.48,0.59,1198,398,2644
43.3,33.42,3514,3514,2644
43.3,33.42,3514,3514,2644
79.92,37.11,1137,683,2585
30.19,30.44,1137,683,2644
44.19,14.08,3514,1451,3553
62.03,32.48,1198,486,1327
28.0,7.7,1198,486,2644
1.41,18.45,1137,683,1326
69.62,34.98,1137,683,3514
70.77,34.32,1137,683,2644
44.02,13.56,1137,683,2644
43.97,13.5,1137,683,2104
70.38,32.22,1198,398,725
66.94,31.59,1137,683,2644
20.09,32.07,1137,683,2644
36.75,34.73,1137,683,2644
36.71,34.73,1137,683,2644
36.62,35.81,1137,683,2104
5.91,35.63,1198,398,3290
20.26,32.09,1137,683,98
20.07,32.11,1137,683,725
44.41,33.33,1137,683,2644
44.16,33.46,1137,683,2644
44.34,33.35,1137,683,2644
44.31,35.16,1137,486,2104
44.24,33.63,1137,683,2644
45.07,33.7,3514,1451,2644
43.82,33.34,1137,683,3514
44.23,17.57,1137,683,2644
67.02,30.18,1198,398,2644
20.08,32.11,1198,398,2104
123.07,13.7,1198,398,2104
64.15,34.93,3514,3514,2644
91.87,24.9,2077,486,1713
30.73,46.48,1137,683,3525
40.31,0.05,1137,398,2585
79.92,37.11,1137,683,2585
45.87,13.88,3514,3514,2644
44.44,33.34,1137,683,2644
44.4,33.3,1137,683,2644
68.52,27.38,1137,683,3525
62.16,33.31,1198,398,2104
62.41,33.89,1198,398,2104
62.16,33.31,1198,398,2104
44.34,33.38,1137,683,3514
44.18,33.13,1137,683,3514
44.37,33.12,1137,683,3514
43.92,33.4,1137,683,3514
81.85,25.44,1137,683,3351
44.73,13.7,1137,683,2644
19.52,42.83,3514,1146,1713
67.0,30.2,1198,398,2644
25.35,13.63,3514,1427,725
-2.29,16.8,1198,1451,2644
-1.92,16.88,1198,398,2644
69.15,34.54,1137,1450,725
67.15,24.94,1198,398,2644
69.15,34.54,1137,683,2585
65.38,27.93,1198,1451,725
44.39,33.22,1137,683,2644
44.58,33.1,1137,683,3290
43.89,34.12,1137,683,2585
44.4,33.3,1137,683,3514
44.4,33.3,1137,683,3514
44.4,33.3,1137,683,3514
43.92,33.4,3514,3514,725
44.02,13.58,1137,683,3351
42.95,14.8,3514,3514,3553
20.08,32.11,1198,398,2104
64.37,31.58,1137,683,2763
34.24,31.28,1137,683,3514
34.24,31.28,1137,683,2644
13.16,11.83,1137,683,2104
14.54,11.79,1198,398,2644
13.15,11.83,1198,398,2644
44.02,13.58,1137,683,2644
30.7,46.49,1137,683,3351
30.7,46.49,1137,683,3514
29.5,0.65,2077,398,2644
29.5,0.65,2077,398,2644
-44.56,-18.51,2077,486,1713
81.66,19.6,1137,683,3514
70.7,33.48,1137,486,3553
70.7,33.48,1137,683,2644
68.55,35.91,1198,398,2585
25.14,11.28,2077,3438,2447
62.12,32.38,3514,1451,2644
62.12,32.38,1198,398,2585
70.06,32.59,1198,398,2104
95.01,26.42,1137,683,2104
69.02,34.0,1198,1146,1089
64.77,32.35,1198,1451,2104
64.77,32.35,1198,1451,2104
84.5,23.74,1198,398,725
33.8,31.13,1137,683,2585
38.87,34.88,3514,3514,2104
64.37,31.59,1198,398,1327
20.17,32.09,1137,683,2644
69.36,28.38,1137,683,3351
69.15,34.53,1198,486,1327
67.71,30.19,1198,1451,725
67.71,30.19,1198,1451,725
65.5,28.04,1198,1451,1327
35.13,31.65,3536,3438,2644
17.29,31.05,2077,1451,3290
44.7,33.38,1137,683,2644
41.92,32.56,3514,3514,2104
43.6,34.76,1137,683,3514
47.3,3.75,1198,1451,2032
12.23,10.78,1198,398,2644
12.38,8.57,1198,398,2644
118.1,5.86,1198,1451,725
44.83,1.98,1137,398,2104
44.77,1.92,1137,398,2104
43.26,33.4,3514,3514,2644
43.32,33.43,3514,3514,2644
63.3,35.64,1137,683,3514
67.04,31.57,1198,398,2104
67.04,31.57,1198,398,2104
71.69,34.69,1137,683,2763
71.58,34.0,1198,486,2585
64.99,35.13,1198,398,2644
65.0,33.53,1198,398,2644
101.28,6.54,1137,683,3351
101.28,6.54,1137,683,2644
101.28,6.54,1137,683,2644
101.28,6.54,1137,683,725
101.28,6.54,1137,683,1089
101.28,6.54,1137,683,2644
101.28,6.54,1137,683,2644
101.28,6.54,1137,683,2644
101.28,6.54,1137,683,2644
101.28,6.54,1137,683,2644
101.28,6.54,1137,683,2644
101.28,6.54,1137,683,2644
101.28,6.54,1137,683,2644
101.28,6.54,1137,683,2644
101.28,6.54,1137,683,2644
101.28,6.54,1137,683,2644
101.28,6.54,1137,683,2644
101.28,6.54,1137,683,2644
101.28,6.54,1137,683,2644
101.28,6.54,1137,683,2644
101.28,6.54,1137,683,2644
101.28,6.54,1137,683,2644
101.28,6.54,1137,683,2644
44.23,17.57,1137,683,2585
-8.0,54.12,1137,683,3514
122.91,13.81,1198,398,2104
22.45,13.45,1198,1451,2447
44.24,33.63,1137,683,2104
43.3,33.42,1137,1451,1327
67.14,24.91,1198,486,2585
67.34,30.62,1137,486,1327
13.17,11.83,1198,398,2644
69.3,34.95,1137,683,2104
64.77,32.35,1198,398,2104
12.49,9.2,1198,1451,1327
44.83,1.98,3514,486,2644
8.09,7.6,2077,398,2644
8.21,7.58,2077,398,2644
8.2,7.59,2077,398,2644
125.02,11.94,1198,398,2104
43.3,33.42,1137,683,2104
43.26,33.4,1198,398,2585
44.05,13.52,3514,3514,3290
67.04,31.57,1137,683,2644
70.91,32.61,1137,683,2644
70.6,32.99,1137,683,3351
38.87,34.88,2077,1451,2644
38.87,34.88,2077,1451,2644
49.13,14.53,3514,1451,2104
-7.33,55.03,1482,1146,2644
101.31,6.55,1137,683,725
101.31,6.55,1137,683,725
101.28,6.54,1137,683,725
101.28,6.54,1137,683,2644
65.05,31.62,1137,683,2644
49.0,16.05,1198,398,2585
22.78,13.23,3514,3514,2644
30.79,29.24,1137,683,3525
30.79,29.24,1137,683,3525
101.77,5.94,1198,398,2104
73.48,34.11,1198,486,2644
40.51,-1.6,1137,683,2104
69.49,33.72,1198,1451,2644
20.1,32.08,1137,683,2644
20.07,32.08,1137,683,2644
44.49,33.35,1137,683,2644
44.28,33.34,1137,683,1089
44.35,33.06,1137,683,2644
44.2,33.51,1137,683,2104
43.92,33.4,1137,683,2585
43.49,34.93,1137,683,2585
69.13,34.52,1137,683,1089
33.8,31.13,1198,486,1327
11.97,11.75,1137,683,3351
13.63,10.89,3514,3514,2644
122.65,14.15,1137,683,3514
31.66,9.53,3514,3514,2644
38.51,48.69,1137,683,2644
31.11,30.03,1198,398,1327
30.96,29.48,1137,683,2763
65.93,36.22,1198,486,1327
67.13,25.02,1198,398,2104
43.3,33.42,1137,683,2104
43.3,33.42,1137,683,3525
43.78,33.35,1137,683,2104
66.05,35.67,1137,683,2585
71.74,34.15,1137,683,3514
66.52,31.46,1137,683,2104
65.73,31.63,3514,3514,2585
65.73,31.63,1137,683,3514
71.44,33.97,1137,486,2104
66.98,30.1,1137,683,3514
44.02,13.58,1137,683,2644
44.02,13.58,1137,683,2644
44.73,13.7,1198,398,3553
25.14,11.28,1198,398,2447
25.14,11.28,1198,398,2447
101.28,6.54,1137,683,725
101.28,6.54,1137,683,725
101.28,6.54,1137,683,725
19.04,47.5,1137,683,3351
29.45,-0.99,2077,1451,2104
69.15,34.53,1137,683,1326
68.42,33.55,1137,683,2585
13.34,32.88,1137,683,725
44.58,33.1,1137,683,1327
44.43,33.41,1137,683,2644
44.58,33.1,1198,398,3290
13.34,32.88,1137,683,3514
13.19,32.89,1198,1451,2644
43.3,33.42,1137,683,2104
43.53,33.38,1137,683,2644
44.61,34.88,1137,683,2644
44.31,33.24,1137,683,2644
64.1,26.97,1137,683,725
66.98,30.14,1198,398,2585
69.25,29.9,1137,683,2644
44.21,15.36,3514,1451,1713
44.77,1.72,1137,683,2104
80.81,18.8,1137,398,2585
12.38,10.13,1198,1451,2644
124.6,12.07,1198,486,1327
38.38,48.63,1137,683,2104
38.22,48.43,1137,683,2104
80.01,20.18,1198,1451,2585
32.3,31.27,1137,683,2644
38.28,34.56,1137,683,2644
43.32,33.42,1137,683,2585
71.43,34.86,1137,683,3514
71.44,33.97,1137,683,1327
95.07,26.27,1198,398,2104
147.32,-42.88,1482,1146,725
45.04,12.77,1198,1146,3553
38.79,34.71,3514,3514,725
38.61,34.67,3514,3514,725
-76.52,3.82,1198,1146,725
65.69,31.62,1137,486,2585
67.77,32.81,1198,486,1327
44.49,33.32,1137,683,1327
44.37,33.12,1137,683,2644
44.34,33.24,1198,398,725
22.16,32.83,1137,683,3514
62.03,32.45,1198,486,2585
65.93,36.22,1137,683,2585
69.26,37.09,1198,398,2104
63.14,35.81,1198,398,2585
63.14,35.81,1198,398,2585
94.36,25.09,1198,1451,2644
36.63,35.86,1137,683,2104
32.9,24.61,1137,683,3525
30.47,31.04,1137,683,3525
30.47,31.04,1137,683,3525
30.31,31.1,1137,683,3525
45.12,2.14,1137,486,1327
41.84,39.01,3514,1451,2104
35.33,36.99,1137,683,2644
34.63,36.8,1137,683,2644
38.28,34.56,1137,683,2644
66.69,32.93,1198,398,2585
66.69,32.93,1198,398,2585
66.69,32.93,1198,398,2585
66.69,32.93,1198,398,2585
66.69,32.93,1198,398,2585
66.69,32.93,1198,398,2585
66.69,32.93,1198,398,2585
66.69,32.93,1198,398,2585
66.69,32.93,1198,1451,1089
62.12,32.38,1137,683,2585
68.33,32.69,1198,398,2585
68.79,33.17,3514,3514,2585
70.9,31.83,1198,398,2644
-2.79,15.85,3514,3514,2104
120.73,17.68,1198,486,1327
68.87,36.73,1137,683,2104
29.48,0.59,2077,398,2644
-0.84,15.85,1198,398,2644
22.24,32.76,1137,683,2104
-77.59,1.34,1198,398,2104
69.15,34.53,1137,683,1327
44.33,33.28,1137,486,1327
43.49,34.9,1198,398,2585
61.86,30.96,1137,683,2585
62.34,33.37,3514,3514,2104
40.92,-1.2,1198,1450,2763
40.51,-1.6,1198,1450,2763
121.03,5.93,1198,398,2644
12.57,10.41,1137,683,2644
13.63,10.9,1198,398,2104
45.41,15.5,1137,683,3553
44.02,13.58,1137,683,2644
37.68,48.06,1137,683,2644
37.81,47.1,1137,683,2644
37.67,48.1,1137,683,2644
39.31,48.57,1137,683,2104
80.36,19.41,2077,3438,2644
65.87,32.63,1137,486,2585
66.05,32.85,1137,486,2644
67.02,32.19,1137,683,2585
65.5,32.94,1198,398,2585
65.54,32.92,1198,398,2585
65.54,32.92,1198,398,2585
43.53,33.38,3514,3514,2644
125.17,12.1,1198,398,2585
45.2,4.74,1198,486,2104
63.79,30.55,1137,683,2585
36.3,33.53,1137,683,1326
72.09,34.25,1198,398,2585
36.58,32.58,1137,398,2104
123.77,13.11,1198,398,2585
36.63,35.86,1137,683,2104
65.67,36.9,1198,398,725
69.23,34.96,1137,683,2104
101.26,6.27,1137,683,3514
100.96,6.83,1137,683,2585
63.37,34.34,1198,398,2585
-3.73,16.74,1198,1451,2644
-3.01,16.78,1198,398,2644
68.6,30.37,1198,398,1327
35.25,31.78,3536,3438,2585
17.29,31.05,1137,683,2104
16.58,31.21,3514,3514,3290
44.37,33.12,1137,683,2644
44.41,33.55,1137,683,725
44.4,33.3,1198,398,1327
94.51,24.86,1137,683,2644
44.41,14.55,3514,1451,1713
8.9,9.55,1198,398,2644
8.93,9.5,1198,398,2644
124.59,12.08,1198,486,1327
9.65,7.53,1198,398,2644
-8.0,12.65,1137,398,1326
83.84,23.67,1198,398,725
71.58,34.01,1198,486,2585
70.75,33.81,1137,683,3290
62.04,30.28,1137,683,3514
68.87,32.91,3514,3514,2585
43.45,33.41,1137,683,2104
43.48,33.4,3514,3514,2644
35.24,31.83,1482,1146,2763
35.24,31.83,1482,1146,2763
44.79,12.83,3514,486,3553
42.56,16.89,1137,683,2585
64.85,33.69,1137,683,2644
-7.46,54.83,1137,683,2644
80.19,19.19,1198,1451,2585
36.28,33.52,1137,683,1089
68.24,34.35,1198,1451,1089
72.36,34.77,1198,398,2585
24.76,13.47,1198,398,2644
23.89,13.08,2077,3438,2644
24.85,13.52,2077,3438,2644
24.85,13.31,2077,3438,2644
24.85,13.52,2077,3438,2644
24.85,13.52,2077,3438,2644
24.85,13.52,2077,3438,2644
24.85,13.52,2077,3438,2644
25.14,11.28,3514,3514,2585
24.88,12.05,1198,1427,2644
70.28,33.24,1137,683,2104
-3.01,16.77,3514,3514,2644
32.54,10.46,3514,3514,3525
15.04,31.84,1137,683,3290
67.0,30.18,1137,683,725
44.51,33.25,1137,683,3290
74.46,34.29,1198,398,3269
74.73,34.05,1198,398,3269
74.47,34.33,1198,398,3269
30.84,29.31,1198,398,2585
12.97,10.69,1137,683,2644
13.16,11.83,1137,683,2644
13.17,11.83,1137,683,2644
67.19,24.88,1198,486,2763
93.9,24.8,1137,683,1089
37.7,48.17,1137,683,725
38.02,48.55,1137,683,2104
37.67,48.1,1137,683,2104
42.86,19.1,1137,683,2644
69.54,36.73,1137,683,2585
36.3,33.52,1137,683,2644
44.21,15.36,3514,1451,725
37.24,34.23,1198,1451,2763
38.28,34.56,1198,1451,1327
65.26,36.85,1137,683,2644
62.41,33.89,1198,398,2104
62.39,33.48,1198,398,2104
62.12,33.3,1198,398,2104
62.26,33.39,1198,398,2104
66.34,32.38,3514,3514,2585
70.28,34.52,1198,486,2585
44.01,13.57,1137,683,2644
13.19,32.85,1198,486,2644
34.47,31.5,1137,683,3514
70.18,34.24,1198,486,1327
49.18,11.28,1198,486,2104
29.19,40.22,1198,486,1327
68.1,33.19,1198,398,2585
36.42,34.19,1137,683,3514
32.64,0.34,1198,486,2763
0.5,15.67,3514,398,2352
62.51,34.87,3514,3514,2585
69.23,34.96,3514,3514,2104
101.79,6.32,1198,398,2644
49.99,26.57,1137,683,2763
44.21,15.37,1137,683,2763
-73.14,8.32,1198,398,2104
66.97,30.14,1137,683,2104
69.18,28.63,1137,683,725
69.16,29.04,1137,683,3514
66.02,29.56,1137,683,2104
65.36,27.95,3514,1450,1327
44.34,33.27,1137,683,1327
44.43,33.41,1137,683,2644
43.52,34.83,1137,683,2644
38.91,33.43,1137,683,2585
68.87,36.73,1198,398,2585
33.8,31.13,1198,1427,2447
40.38,-0.19,1198,1450,2644
13.46,10.87,2077,398,2644
70.09,32.83,1198,398,2104
71.44,33.97,1198,398,2644
71.44,33.97,1137,486,1327
44.21,15.36,3514,1451,2644
42.97,16.53,1137,683,2644
37.8,48.01,1137,683,2104
37.54,47.09,1137,683,2104
-73.57,45.5,1137,683,725
34.11,31.21,1137,683,2104
126.4,7.09,3514,3514,2585
44.58,33.1,1137,683,2644
29.37,-3.38,1137,683,2644
29.38,-3.41,1137,683,2104
30.84,29.31,1198,398,2585
30.33,5.35,1198,398,2104
30.33,5.35,1198,486,1327
67.04,32.56,1198,398,2104
16.61,31.2,3514,1451,2644
64.11,35.72,1137,683,2585
-2.52,16.84,1137,683,1326
0.29,15.22,1198,1451,2104
34.01,31.19,1137,683,2644
36.32,35.81,3514,1451,2104
29.24,-0.16,3514,1451,2644
93.5,24.96,1198,398,2104
-75.75,2.03,3514,3514,2644
45.32,2.03,1198,486,1327
44.83,1.98,1198,398,2644
44.77,1.92,1198,398,2644
44.75,1.89,1198,398,2644
44.86,2.03,1198,398,2644
45.34,2.03,1198,398,1327
48.46,15.84,1137,683,2104
42.97,16.53,1137,683,2585
67.71,32.68,1137,683,2644
62.32,32.53,1198,398,2585
44.24,33.63,1137,683,2585
44.41,33.39,1137,683,2644
44.4,33.35,1137,683,725
43.92,33.4,1137,683,2104
64.11,26.98,1137,683,1327
74.46,34.29,1137,683,3269
69.75,32.91,1137,683,2104
65.54,32.92,1137,486,1327
122.88,13.83,1198,398,2104
29.37,-3.38,1198,486,2644
31.09,29.08,1198,398,2585
12.78,12.5,1137,398,2644
31.68,30.54,1137,683,2644
42.55,-0.35,1198,486,2644
46.73,15.19,3514,486,1327
-39.0,-12.51,1198,486,1713
35.23,31.78,2077,398,2644
71.45,34.71,1137,683,2644
38.82,48.44,1137,486,3290
43.81,34.93,1137,683,725
31.33,30.06,1137,683,3269
-8.57,51.93,1482,1146,2585
66.91,32.11,1137,683,2585
69.03,34.54,1137,683,2104
70.45,34.43,1137,683,3514
44.02,13.58,1137,683,2644
43.52,17.67,1137,683,2644
37.7,48.17,1137,683,725
65.46,32.62,3514,1451,2585
-78.77,1.81,1137,683,2585
71.32,34.82,1198,398,2104
66.88,25.03,1137,486,1327
68.3,34.22,1137,683,2644
68.1,33.19,1198,398,2585
44.63,33.75,1137,683,2104
44.07,33.29,1137,683,2104
44.45,35.14,1137,683,2644
44.41,33.19,1137,683,3290
44.41,33.55,1137,683,2644
44.63,33.75,1137,683,2644
44.36,32.98,1198,398,2104
42.55,33.85,1137,683,2644
64.84,32.08,1198,398,2585
64.84,32.08,1198,398,2585
64.84,32.08,1198,398,2585
64.84,32.08,1198,398,2585
64.84,32.08,1198,398,2585
64.84,32.08,1198,398,2585
64.84,32.08,1198,398,2585
64.84,32.08,1198,398,2585
64.84,32.08,1198,398,2585
64.84,32.08,1198,398,2585
9.35,7.51,1198,398,2644
9.35,7.51,1198,398,2644
9.35,7.51,1198,398,2644
9.35,7.51,1198,398,2644
9.35,7.51,1198,398,2644
93.98,24.45,3514,1451,3553
37.8,47.31,1137,683,2104
37.75,47.2,1198,398,2104
37.81,47.1,1137,398,2104
70.77,34.32,1198,486,2644
124.27,7.37,1482,1146,1089
45.07,33.7,1137,683,2585
45.07,33.7,1137,683,2585
45.07,33.7,1137,683,2585
45.07,33.7,1137,683,2585
44.63,33.75,1137,683,3514
44.63,33.75,1137,683,3514
42.44,33.79,3514,3514,2104
64.76,35.6,1137,683,2644
70.48,33.24,1137,683,2104
65.48,31.99,1198,398,2585
65.74,31.63,1137,683,3514
13.35,52.52,1482,398,1327
35.33,36.99,2077,486,2644
44.02,13.58,1137,683,2644
23.48,12.9,1198,398,2644
10.18,36.81,1198,398,2104
67.01,30.2,1198,398,725
67.02,30.21,1198,398,2644
67.02,30.21,1198,398,2644
69.1,29.14,1137,683,2644
68.62,28.63,1137,683,3514
66.91,32.11,1137,683,1327
66.14,32.07,1137,683,2644
44.7,33.38,1137,683,2644
44.4,33.3,3514,3514,2104
74.46,34.29,1198,398,725
75.02,33.73,1198,398,2104
85.0,24.8,1198,1146,2644
83.64,25.22,1137,683,3269
83.64,25.22,1482,1146,2644
71.56,34.44,1137,683,2644
40.38,-0.19,1137,683,2585
13.6,11.93,1137,683,2644
-8.0,12.65,1198,398,1326
64.47,32.4,1198,398,2585
64.47,32.4,1198,398,2585
65.05,31.62,1198,398,2585
123.6,12.15,1198,486,1327
68.36,32.19,1198,398,2585
122.71,14.28,1198,398,725
122.71,14.28,1137,683,2585
122.71,14.28,1198,398,2585
125.94,9.28,1198,398,725
70.79,34.26,3514,1451,2644
71.48,34.57,1137,486,1327
44.01,13.57,1137,683,725
75.21,12.11,1137,683,2644
-5.91,54.6,1137,683,2644
62.14,34.2,1198,486,2644
73.86,34.4,1198,398,2104
71.18,34.89,1137,683,2644
71.15,34.88,1137,398,2644
68.36,32.19,1198,398,2585
68.36,32.19,1198,398,2585
68.36,32.19,1198,398,2585
81.66,18.39,1198,486,2644
81.26,18.88,2077,398,2644
-2.52,16.84,1137,683,1326
35.78,35.52,1137,683,2644
121.16,14.59,1198,486,1327
40.38,-0.19,3514,3514,2585
71.4,34.32,1137,683,3514
71.26,34.56,1137,683,3290
84.19,24.13,1482,1146,2644
84.19,24.13,1482,1146,3269
24.98,13.35,2077,3438,2447
24.85,13.52,2077,3438,2447
68.22,28.54,1137,683,3514
69.52,29.9,1137,683,2104
23.96,32.08,1198,486,1327
68.87,34.4,1137,683,1327
65.69,31.62,1137,683,1089
44.36,33.4,1137,683,2644
69.17,34.53,1137,683,725
44.49,33.32,1137,683,2644
44.58,33.19,1137,683,2644
44.07,33.29,1137,683,3290
45.5,2.78,1137,683,2104
74.73,34.05,1198,398,2644
40.38,-0.19,1198,398,2585
41.19,3.15,3514,1427,2644
85.0,24.8,1137,683,2644
68.71,35.94,1137,683,2644
44.99,12.89,1137,683,2644
44.02,13.58,1137,683,3351
71.29,34.66,1137,683,3514
23.96,32.08,1198,398,1327
37.7,48.17,1137,683,725
38.03,48.31,1137,683,2644
38.38,48.63,1137,683,2644
