lon,lat,weapontype,attacktype,targettype
77.6,14.68,3514,486,1327
-73.05,-36.82,1137,683,725
-73.05,-36.82,1137,683,725
-73.05,-36.82,1137,683,725
-73.05,-36.82,1137,683,725
-73.05,-36.82,1137,683,725
-73.05,-36.82,1137,683,725
-73.05,-36.82,1137,683,725
-73.05,-36.82,1137,683,725
-73.05,-36.82,1137,683,725
-73.05,-36.82,1137,683,725
-73.05,-36.82,1137,683,725
-73.05,-36.82,1137,683,725
-73.05,-36.82,1137,683,725
-71.62,-33.05,1137,683,725
-71.62,-33.05,1137,683,725
-71.62,-33.05,1137,683,725
-71.62,-33.05,1137,683,725
-71.62,-33.05,1137,683,725
-71.62,-33.05,1137,683,725
-71.62,-33.05,1137,683,725
-71.62,-33.05,1137,683,725
-71.62,-33.05,1137,683,725
-71.62,-33.05,1137,683,725
-71.62,-33.05,1137,683,725
-71.62,-33.05,1137,683,725
-71.62,-33.05,1137,683,725
-7.17,54.65,1198,486,2104
28.21,-26.36,1137,683,2585
144.96,-37.81,1137,683,2585
23.72,37.98,1482,1146,725
71.58,34.01,1137,683,725
-76.0,-9.3,3514,3514,2585
-68.15,-16.5,1137,683,1326
74.87,31.63,3514,1146,1327
81.18,8.5,1137,683,2104
135.5,34.69,1482,1146,2585
135.5,34.69,1482,1146,725
35.5,33.89,1137,683,1326
75.86,30.9,1198,398,2644
7.27,43.7,1137,683,725
35.49,33.89,1137,683,98
35.49,33.89,1137,683,725
35.49,33.89,1137,683,1326
-77.04,-12.05,1137,683,3351
75.34,31.15,1198,398,2644
75.58,31.33,1198,398,2644
124.65,8.49,3514,1451,2644
13.33,52.51,1137,683,1326
13.33,52.51,1482,1146,2585
13.33,52.51,1482,1146,3350
-86.88,13.28,1198,398,2104
-86.21,11.6,1198,398,2104
-86.05,13.33,1198,398,2104
-86.19,13.3,1198,398,2104
-86.11,13.21,1198,398,2104
139.76,35.69,1137,683,1327
116.11,6.0,1137,683,2644
7.72,51.54,1137,683,3351
18.56,4.4,1137,683,3351
-70.64,-33.47,1137,683,3525
-70.64,-33.47,1137,683,3525
-70.64,-33.47,1137,683,3525
-70.64,-33.47,1137,683,3525
-70.64,-33.47,1137,683,3525
-70.64,-33.47,1137,683,3525
-70.64,-33.47,1137,683,3525
-70.64,-33.47,1137,683,3525
-70.64,-33.47,1137,683,3525
-70.64,-33.47,1137,683,3525
-70.64,-33.47,1137,683,3525
-70.64,-33.47,1137,683,3525
-70.64,-33.47,1137,683,3525
-70.64,-33.47,1137,683,3525
-70.64,-33.47,1137,683,3525
-70.64,-33.47,1137,683,3525
-70.64,-33.47,1137,683,3525
-70.64,-33.47,1137,683,3525
-70.64,-33.47,1137,683,3525
-70.64,-33.47,1137,683,3525
-70.64,-33.47,1137,683,3525
-77.04,-12.05,1137,683,1089
-88.13,13.92,1198,398,2104
-88.04,13.89,1198,398,2104
-89.1,14.17,1198,398,2104
-88.23,13.92,1198,398,2104
-88.16,13.91,1198,398,2104
-86.0,13.09,1198,398,725
35.5,33.89,3514,1451,1089
9.18,48.78,1482,1146,725
11.21,49.38,1137,683,2585
34.99,31.73,1137,683,2644
139.76,35.69,1137,683,1326
-5.92,54.66,1482,1146,2585
-5.92,54.66,1482,1146,2585
-5.93,54.6,1482,398,3351
-6.04,54.51,1482,398,3351
-6.92,54.49,1137,683,2644
-5.93,54.6,1482,1146,2763
-5.93,54.6,1482,1146,2585
-5.95,54.6,1198,398,2585
-5.93,54.6,3514,486,2585
23.72,37.98,1137,683,98
-77.04,-12.05,1137,683,725
-77.04,-12.05,1137,683,1327
-77.04,-12.05,1137,683,1327
-77.04,-12.05,1198,398,2585
-76.1,-9.83,1198,486,725
-77.04,-12.05,1137,683,1326
-77.04,-12.05,1137,683,725
-77.04,-12.05,1137,683,725
-77.04,-12.05,1137,683,2644
-77.04,-12.05,1137,683,725
32.56,15.5,1137,683,725
-71.43,-14.22,1198,398,2104
-71.6,-33.05,1482,398,3351
-73.15,-37.09,1137,683,2585
13.33,52.51,1137,683,725
-5.93,54.6,1137,683,725
91.99,23.94,1198,398,2644
-83.97,14.74,1198,398,1327
75.58,31.33,1198,1451,1327
-70.64,-33.47,1137,683,725
2.35,48.86,1482,1146,1327
165.4,-21.08,1482,1146,725
18.06,59.33,1137,683,725
-76.52,3.42,1198,398,2585
-71.23,-14.27,1198,1146,3525
-71.23,-14.27,1137,683,3525
-77.04,-12.05,1198,486,2585
100.52,13.73,1137,683,2644
35.21,31.77,1482,398,3351
35.29,32.61,1137,683,3514
35.64,33.99,1137,683,1327
35.69,33.4,1137,683,2104
-7.59,54.71,1137,683,2585
-76.52,3.42,1198,398,2585
-76.52,3.42,1198,398,2585
-5.93,54.6,3514,3514,2585
-76.26,3.17,3514,3514,2644
23.72,37.98,1198,486,725
-7.32,54.99,1198,486,2585
30.38,-29.6,3514,3514,1327
-89.27,13.84,1198,1146,725
-89.36,13.68,1198,398,2104
-70.64,-33.47,3514,1451,2585
35.5,33.89,3514,1451,1089
-9.15,38.73,1137,683,98
74.87,31.63,1198,398,3351
-74.35,4.67,1198,486,725
27.97,-26.18,1137,683,3351
35.37,33.56,1137,683,2644
90.41,23.81,1137,683,3351
-77.04,-12.05,1137,683,725
-77.04,-12.05,1137,683,1089
-77.04,-12.05,1137,683,725
-76.27,2.95,1198,398,2644
35.2,31.9,3514,398,3351
-86.88,13.28,1198,398,2104
-85.75,13.07,1198,398,2104
-85.47,12.77,1198,398,2104
-84.27,12.05,1198,398,2104
-85.54,13.54,1198,398,2104
-85.46,12.84,1198,398,2104
-77.04,-12.05,1198,398,1327
-76.23,3.32,3514,1451,725
-77.04,-12.05,1137,683,1326
-89.15,13.7,1198,398,2585
-88.36,13.72,1198,398,2104
-83.74,14.8,1137,683,2104
-3.7,40.42,3514,3514,725
-76.27,2.95,1198,398,2585
-76.73,8.09,1198,398,725
-76.64,7.99,1198,398,2644
-73.12,7.13,1137,683,1327
-66.05,18.4,1137,683,1089
-70.64,-33.47,1137,683,725
-70.64,-33.47,1137,683,2644
-70.64,-33.47,1137,683,3351
-70.92,-53.15,1137,683,2644
-70.64,-33.47,1137,683,2644
-70.64,-33.47,1137,683,2644
-76.23,3.25,1137,683,2644
-73.85,7.06,1137,683,2644
-72.65,7.38,1137,683,1327
-72.5,7.89,1137,683,1327
139.33,35.74,1137,683,2104
2.13,48.89,1198,486,2644
32.56,15.5,1198,486,1713
-73.12,7.13,1137,683,1327
-73.12,7.13,1137,683,1327
-73.12,7.13,1137,683,1327
-73.12,7.13,1137,683,1327
-73.11,-36.72,1137,683,3525
-70.31,-18.48,1137,683,1089
-70.64,-33.47,1482,398,3351
-71.62,-33.05,1137,683,2644
-71.62,-33.05,1137,683,2644
-71.62,-33.05,1137,683,2644
11.35,44.49,1482,1146,1326
-74.7,7.08,1198,398,2104
-83.55,14.27,3514,1451,1327
10.18,36.8,1482,398,1326
-0.13,51.5,1137,683,98
11.86,47.18,1137,683,1327
-89.05,13.76,1137,683,3525
-89.05,13.76,1137,683,3525
-89.05,13.76,1137,683,3525
-88.78,13.54,1198,398,2104
74.61,30.95,3514,3514,2585
35.5,33.89,3514,486,1089
-84.08,9.93,1137,683,1326
-56.19,-34.89,1137,683,1327
11.36,46.5,1137,683,725
11.19,46.61,1137,683,1327
-74.26,-12.58,1198,486,2644
-74.26,-12.58,3514,1451,2644
81.0,7.94,3514,1451,2585
29.85,-30.86,1137,683,725
-66.92,10.5,3514,683,2763
79.91,8.98,1198,486,2644
-2.92,43.26,1137,683,1326
71.58,34.01,1137,683,98
120.98,14.6,1137,683,2644
-74.97,-12.79,1198,398,2104
-74.07,-13.75,1198,398,2104
27.97,-26.18,1137,683,2644
100.6,7.19,1137,683,1326
32.61,-25.89,1137,683,725
-77.04,-12.05,1137,486,1326
-79.84,-6.77,1198,398,2585
80.03,9.66,1137,683,2104
80.24,9.82,1198,398,2585
29.98,-26.3,1137,683,2104
28.1,-26.1,3514,3514,2585
-73.81,9.26,1198,486,2644
-75.55,7.11,1198,486,725
76.73,14.32,3514,486,2763
-63.18,-17.78,1198,486,1327
-70.64,-33.47,1137,683,2763
-70.64,-33.47,1137,683,2763
-70.64,-33.47,1137,683,2763
-70.64,-33.47,1137,683,2763
-88.44,13.34,1137,683,3525
-88.44,13.34,1137,683,3525
-88.44,13.34,1137,683,3525
-88.44,13.34,1137,683,3525
-88.44,13.34,1137,683,3525
-88.44,13.34,1137,683,3525
-88.44,13.34,1137,683,3525
-88.44,13.34,1137,683,3525
9.45,42.7,1137,683,3350
-76.68,7.67,1198,486,2104
-5.89,54.21,1198,486,2585
-77.04,-12.05,1198,486,2585
79.86,6.93,1137,683,2585
27.7,-31.52,1137,683,1327
-3.7,40.42,1137,683,2644
80.39,8.35,1137,683,3525
6.92,49.8,1482,398,2644
121.73,17.61,3514,398,2104
-0.13,51.5,1137,683,98
28.32,-25.74,1137,683,1327
-3.7,40.42,1137,683,2585
16.37,48.21,1137,683,98
16.37,48.21,1137,683,98
-86.0,13.09,1198,398,725
4.78,45.77,1198,486,725
-99.13,19.43,1137,683,1326
4.84,45.76,1137,683,725
-75.55,7.11,1198,398,2644
35.5,33.89,1137,683,725
-88.44,13.34,1198,398,2104
-87.89,13.49,1198,398,2104
81.2,8.59,1137,683,725
-74.15,5.37,1198,486,1327
30.86,-29.66,3514,3514,2585
2.35,48.86,1137,683,2644
74.87,31.63,1198,486,1327
-70.64,-33.47,1137,683,2644
-70.64,-33.47,1137,683,1089
-74.01,40.71,1482,1146,98
-66.11,18.47,1198,486,2585
-70.64,-33.47,1137,683,1326
-63.18,-17.78,1137,683,98
24.15,35.37,1482,1146,725
34.33,31.36,3514,486,2644
-73.12,7.13,3514,1451,2644
35.5,33.89,3514,1451,2104
79.86,6.93,1137,683,98
-71.63,10.63,1137,683,1089
13.4,52.52,1198,486,1326
-1.98,43.32,1198,486,2644
-5.93,54.6,2077,3438,2644
8.01,49.66,1137,683,2104
35.21,31.77,1137,683,725
35.21,31.77,1137,683,2644
-74.25,-12.94,1137,683,2644
-75.09,6.54,1198,398,2104
-75.7,4.53,1198,398,1327
-89.91,16.97,1198,398,2104
-73.2,7.47,1198,486,725
-75.57,6.27,1137,486,2585
-75.57,6.27,1198,486,725
-75.09,6.54,1198,398,2104
-77.06,-12.1,1137,486,2104
71.58,34.01,1137,683,2644
-77.0,-12.05,1137,683,3351
-77.0,-12.05,1137,683,3351
-77.0,-12.05,1137,683,3351
-77.0,-12.05,1137,683,3351
74.87,31.63,1198,398,1089
-78.14,-7.79,1198,486,1327
-77.04,-12.05,1198,486,2585
80.03,9.66,1198,486,3290
27.97,-26.18,1137,683,725
79.86,6.93,1137,683,3269
-86.41,11.87,1198,398,2644
-89.2,13.69,1198,486,2644
35.49,33.89,1198,1451,2644
-5.93,54.6,1198,486,2644
-74.08,4.6,1198,398,2585
-74.08,4.6,1198,398,2585
-68.74,10.34,1198,398,2585
-3.7,40.42,1137,486,1327
35.49,33.89,3514,486,2104
-65.3,-24.19,1137,683,2585
-65.3,-24.19,1137,683,2585
-74.25,-12.94,1137,683,3525
-74.25,-12.94,1137,683,3525
-74.25,-12.94,1137,683,3525
-74.25,-12.94,1137,683,3269
-3.7,40.42,1137,486,1327
-76.52,3.42,1198,486,1327
-86.41,11.87,1198,398,2644
-73.72,-13.09,2077,398,2644
-77.04,-12.05,1137,683,2585
-74.22,-13.16,1137,683,1327
-57.55,-38.0,1198,398,1326
-74.08,4.6,1137,683,98
-74.08,4.6,1137,683,725
-74.08,4.6,1137,683,725
-70.64,-33.47,1137,683,725
-70.64,-33.47,1137,683,1206
-74.08,4.6,1137,683,1326
-88.88,13.73,1137,683,3525
-88.88,13.73,1137,683,3525
-88.88,13.73,1137,683,3525
-88.88,13.73,1137,683,3525
-88.88,13.73,1137,683,3525
-74.25,-12.94,1137,683,2644
-76.32,2.85,1198,398,2104
-88.49,13.82,1198,398,2104
-88.78,13.54,1198,398,2104
-88.53,13.49,1198,398,2104
-78.17,-8.15,1198,486,1327
-89.09,42.27,1482,1146,34
-71.62,-33.05,1482,1146,3351
-71.62,-33.05,1482,1146,3351
-71.62,-33.05,1482,1146,3351
-71.62,-33.05,1482,1146,3351
-71.62,-33.05,1482,1146,3351
-71.62,-33.05,1482,1146,3351
106.85,-6.21,1137,683,1326
-76.92,-12.0,1137,683,3525
-76.92,-12.0,1137,683,3525
-76.92,-12.0,1137,683,3525
-89.44,14.33,1198,398,2104
106.85,-6.21,1137,683,1326
106.85,-6.21,1137,683,1326
-112.68,33.35,2930,1146,3525
-70.64,-33.47,1137,683,725
9.99,53.55,1137,683,725
-74.22,-13.16,1137,683,2585
-76.26,-10.68,1137,683,2644
-76.26,-10.68,1137,683,2644
-74.22,-13.16,1137,683,2585
-74.22,-13.16,1137,683,3525
-74.22,-13.16,1137,683,3525
-74.22,-13.16,1137,683,3525
88.99,24.02,2930,1146,3351
8.6,42.13,1137,683,2644
-6.33,54.18,1198,486,2104
31.02,-29.86,1137,683,2644
-74.22,-13.16,1137,683,2585
-77.04,-12.05,1482,1146,725
-77.04,-12.05,1482,1146,725
-77.04,-12.05,1482,1146,725
-77.04,-12.05,1482,1146,725
-76.26,-10.68,1482,1146,725
-77.04,-12.05,1482,1146,725
-77.04,-12.05,1137,683,1327
-76.26,-10.68,1137,683,1327
-76.26,-10.68,1137,683,1327
-76.26,-10.68,1137,683,1327
-76.26,-10.68,1137,683,725
-76.26,-10.68,1137,683,725
-76.26,-10.68,1137,683,725
-74.16,-12.87,1137,683,1327
-74.72,7.01,1198,398,2104
2.35,48.86,1137,683,2585
-85.92,13.5,1198,398,2104
-85.97,13.13,1198,398,2585
-89.05,13.76,1198,398,2644
-9.15,38.73,1137,683,2104
-1.79,43.34,1198,398,2644
-6.81,54.53,1198,486,2644
-79.84,-6.78,1137,683,3351
-78.81,-5.71,1137,683,2644
-78.81,-5.71,1137,683,1327
-74.16,-12.87,1198,398,2104
-1.79,43.34,1198,398,2644
-70.64,-33.47,1198,1450,1713
-74.08,4.6,1137,683,1326
-74.08,4.6,1137,683,1089
-74.08,4.6,1137,683,2763
26.38,-12.17,1137,683,2644
-64.18,-31.4,1137,683,2104
-75.5,-11.78,1198,398,2104
-0.88,41.66,1137,683,725
79.86,6.93,1137,683,2585
-66.34,-33.3,1482,1146,1327
-66.34,-33.3,1482,1146,1327
-60.67,-32.95,1137,683,1327
-60.67,-32.95,1137,683,1327
-70.64,-33.47,1137,683,3525
-70.64,-33.47,1137,683,3525
-70.64,-33.47,1137,683,3525
-103.34,20.67,1482,1146,1326
-88.79,13.64,1198,398,2104
-73.34,-15.28,1198,398,2104
-78.47,-0.18,3514,1451,1327
-7.63,54.67,1198,1451,2644
-83.54,41.65,1482,1146,34
35.21,31.77,1137,683,2104
35.26,32.23,1137,683,2104
-75.57,6.27,1198,1450,1713
-89.17,14.32,1198,398,2644
-89.43,14.41,1198,398,1327
-58.99,-27.45,1137,683,1327
-75.21,-12.07,1137,683,1327
-75.21,-12.07,1137,683,1327
-58.38,-34.6,1137,683,1327
-89.2,13.69,1198,398,2585
-89.1,13.84,1198,398,2104
-75.21,-12.07,1137,683,725
-63.91,-31.65,1137,683,3351
35.54,33.87,1137,683,1089
-6.61,54.08,1137,683,2585
-76.26,-10.68,1137,683,725
-76.26,-10.68,1137,683,725
-76.26,-10.68,1137,683,1327
-76.26,-10.68,1137,683,725
-77.04,-12.05,1198,1450,3269
-73.47,-13.79,1198,398,2644
79.99,9.62,1137,683,2104
81.2,8.59,3514,683,2644
81.2,8.59,3514,3514,2644
79.86,6.93,1137,683,2644
-73.5,7.39,1137,683,1327
-74.17,10.91,1137,683,2585
35.52,33.89,1137,683,725
-86.0,13.09,1137,683,2644
34.91,32.18,1137,683,3351
34.91,32.18,1137,683,3351
34.78,32.09,1137,683,2585
34.57,31.67,1137,683,3351
34.91,32.18,1137,683,2644
-70.36,-14.79,1137,683,1327
-74.38,-14.32,1198,398,2644
-70.2,-14.91,1137,683,1327
-123.13,49.25,1198,486,1327
-70.36,-14.79,1137,486,1327
80.81,8.92,1198,398,2644
35.5,33.89,1137,683,725
35.52,33.89,1137,683,2644
-5.93,54.6,1198,486,2644
32.56,-26.0,1137,683,2644
67.03,24.89,1137,683,98
67.03,24.89,1137,683,98
67.03,24.89,1137,683,98
67.03,24.89,1137,683,98
-79.03,-8.11,1137,683,725
-4.62,36.54,1137,683,725
13.42,-12.59,3514,3514,1327
-77.04,-12.05,1198,486,1327
-6.01,54.06,1137,683,725
-77.04,-12.05,1137,683,3351
-76.21,1.93,1198,398,725
27.97,-26.18,1137,683,2644
-4.5,36.62,1137,683,725
-77.19,-10.32,1198,1451,2644
-77.2,-10.29,1198,398,2644
-77.13,-10.34,1198,398,2644
-77.17,-10.34,1198,398,2644
-76.24,-9.93,1198,398,2644
74.87,31.63,3514,486,2763
81.2,8.59,1137,683,2104
79.86,6.93,1137,683,725
71.58,34.01,1137,683,2644
16.34,-12.56,3514,3514,2644
74.87,31.63,1198,398,2763
32.48,3.88,3514,1146,1327
80.06,7.15,1137,683,3351
-74.98,-13.33,1137,683,1327
-74.98,-13.33,1137,683,1327
-0.13,38.54,1137,683,725
-86.36,13.09,1198,398,2104
-86.36,13.09,1198,398,2104
-86.36,13.09,1198,398,2104
-2.5,43.04,1137,683,2585
-4.42,36.72,1137,683,725
-1.98,43.32,1137,683,2585
80.03,9.66,1137,683,2104
-5.15,36.43,1137,683,725
-69.96,-17.78,1198,398,2104
-2.5,43.04,1137,683,2585
-75.21,-12.07,1137,683,1327
-74.22,-13.16,1137,683,1327
-74.22,-13.16,1137,683,3525
-74.22,-13.16,1137,683,3525
-74.22,-13.16,1137,683,3525
-74.22,-13.16,1137,683,3525
-89.2,13.69,1198,486,2104
74.96,31.86,3514,486,1327
37.14,36.21,1137,486,3290
-75.21,-12.07,1137,683,725
-70.64,-33.47,1137,683,2104
125.29,5.97,3514,3514,2104
-4.89,36.51,1137,683,725
37.14,36.21,1137,683,725
-71.55,-33.02,1137,683,1326
74.87,31.63,3514,3514,725
80.38,9.38,3536,398,2104
-70.64,-33.47,1137,683,725
-70.64,-33.47,1137,683,2104
8.76,42.57,1137,683,725
79.86,6.93,3514,1146,2644
75.34,31.15,1198,486,2585
80.38,9.38,1198,486,2104
35.21,31.77,1137,683,725
35.5,33.89,1137,683,1327
34.33,31.36,1482,398,2104
75.34,31.15,1198,398,2644
93.91,24.66,1137,683,2585
-77.04,-12.05,1137,683,2585
76.38,30.34,1198,486,2644
75.86,30.9,1198,486,2644
-89.87,16.91,1198,398,98
23.72,37.98,1482,1146,2763
35.52,33.89,1137,683,2104
71.58,34.01,1137,683,2644
-77.04,-12.05,1198,1450,3269
-70.03,-15.84,1137,683,2644
-73.58,-13.31,1198,398,2585
-71.97,7.14,1198,683,2104
-77.04,-12.05,1137,486,1327
-1.98,43.27,1137,683,2585
22.94,40.64,1482,398,2585
-77.04,-12.05,1137,683,725
-77.04,-12.05,1137,683,2644
-87.97,13.82,1198,398,2104
-88.9,13.85,1198,398,2644
-88.9,13.89,1198,398,2644
74.87,31.63,1198,398,2763
-75.57,6.27,1198,486,2644
-75.57,6.27,1198,486,2644
-75.57,6.27,1198,486,2644
75.34,31.15,1198,398,2644
74.87,31.63,1198,486,1327
-76.52,3.42,1198,486,2644
-76.52,3.42,1198,486,2644
-76.52,3.42,1198,486,2644
-76.52,3.42,1198,486,2644
-76.52,3.42,1198,486,2644
-76.52,3.42,1198,486,2644
-76.52,3.42,1198,486,2644
-76.52,3.42,1198,486,2644
-76.52,3.42,1198,486,2644
-76.52,3.42,1198,486,2644
-76.52,3.42,1198,486,2644
-76.52,3.42,1198,486,2644
-76.52,3.42,1198,486,2644
-76.52,3.42,1198,486,2644
-76.52,3.42,1198,486,2644
-76.52,3.42,1198,486,2644
-76.52,3.42,1198,486,2644
-76.52,3.42,1198,486,2644
-76.52,3.42,1198,486,2644
-77.04,-12.05,1137,683,2585
35.5,33.89,1137,1450,1713
80.38,9.38,3514,3514,2644
-90.53,14.62,1198,486,725
-90.53,14.48,3514,486,2644
-97.34,37.69,1137,683,34
-58.38,-34.6,1137,683,1089
-73.12,7.13,1137,683,1327
-75.1,4.71,1137,683,3525
-75.8,8.88,1137,683,725
35.49,33.89,1137,683,1327
35.46,33.21,1137,683,725
-71.73,6.46,1198,1146,725
-73.09,7.06,1198,1450,1089
-75.6,7.05,1198,486,2585
29.88,-27.37,1137,683,725
29.88,-27.37,1137,683,725
34.83,32.07,1137,683,2644
80.38,9.38,3514,3514,2104
-75.7,6.04,1198,486,1327
35.27,32.0,2077,486,2104
79.86,6.93,1137,683,725
79.99,9.62,1137,683,2104
-73.05,-36.82,1137,683,3525
-71.55,-33.02,1137,683,3269
-71.55,-33.02,1482,1146,1327
-71.55,-33.02,1137,683,3525
6.46,43.54,1137,683,725
6.46,43.54,1137,683,725
-77.04,-12.05,1137,683,1326
-86.35,13.13,1198,398,1327
-70.03,-15.84,3514,683,725
-75.21,-12.07,1137,683,725
-77.04,-12.05,1137,683,725
-77.04,-12.05,1137,683,725
-77.04,-12.05,1137,683,725
-75.21,-12.07,1137,683,725
81.37,8.3,1482,398,2644
-89.2,13.69,1198,486,1327
-77.04,-12.05,3514,486,2585
-77.04,-12.04,1137,683,1206
-77.04,-12.04,1137,683,1206
-77.04,-12.04,1137,683,1206
-77.04,-12.04,1137,683,1206
-77.04,-12.04,1137,683,1206
-77.04,-12.04,1137,683,1206
-77.04,-12.04,1137,683,1206
-77.04,-12.04,1137,683,1206
-75.21,-12.07,1137,683,1327
-75.21,-12.07,1137,683,1327
-75.21,-12.07,1137,683,1327
-75.21,-12.07,1137,683,1327
-75.21,-12.07,1137,683,1327
-75.21,-12.07,1137,683,1327
-75.21,-12.07,1137,683,1327
31.02,-29.86,1137,683,725
-90.53,14.62,3514,486,1327
-77.04,-12.05,1137,683,2644
-77.04,-12.05,1137,683,2644
-77.04,-12.05,1137,683,2644
-77.04,-12.05,1137,683,2644
-77.04,-12.05,1137,683,2644
-77.04,-12.05,1137,683,2644
-77.04,-12.05,1137,683,2644
-77.04,-12.05,1137,683,2644
-77.04,-12.05,1137,683,2644
-77.04,-12.05,1137,683,2644
-90.51,38.59,1482,1146,34
-0.48,38.35,1137,683,725
-1.9,43.31,1137,683,725
80.03,9.66,1137,683,2104
9.45,42.7,1137,683,1327
35.43,33.12,1137,683,3351
71.8,34.01,1137,683,3351
34.78,32.09,3514,3514,2763
81.27,8.46,3514,3514,2644
-4.89,36.51,1137,683,725
28.44,-26.25,1137,683,2585
28.44,-26.25,1137,683,3351
27.85,-26.25,1137,683,725
25.59,-25.84,1137,683,3351
27.97,-26.18,1137,683,725
-4.89,36.51,1137,683,725
4.9,52.37,1482,1146,725
4.9,52.37,1482,1146,725
4.9,52.37,1482,1146,725
71.58,34.01,1137,683,725
66.75,29.96,1137,683,3525
-70.64,-33.47,1137,683,3351
24.94,60.17,1137,683,1713
-76.26,-10.68,1137,683,2104
-6.49,54.79,1198,486,725
28.01,-25.41,1137,683,2104
-4.5,36.62,1137,683,725
-86.2,12.93,1137,683,3525
-84.79,11.52,1137,683,3525
-74.08,4.6,1137,683,1327
123.31,9.31,3514,3514,3290
125.0,11.24,1137,683,2644
-3.7,40.42,3514,3514,2104
-3.7,40.42,1198,486,2104
35.49,33.89,1137,683,725
35.49,33.89,1137,683,725
-5.93,54.6,1137,683,2585
-88.9,13.85,1198,398,2104
-91.89,15.08,1198,398,2104
-89.93,16.8,3514,3514,1327
-89.89,16.93,1198,398,2104
-77.94,-6.93,1198,398,2104
-4.89,36.51,1137,683,725
-6.0,37.38,1137,683,725
-88.18,13.47,1137,683,3525
-88.18,13.47,1137,683,3525
-88.18,13.47,1137,683,3525
-88.18,13.47,1137,683,3525
23.72,37.98,1137,683,2644
23.72,37.98,1137,683,1326
23.72,37.98,1137,683,725
127.69,26.23,1482,1146,3290
-77.04,-12.05,1137,683,725
-77.04,-12.05,1137,683,725
-2.95,43.27,1198,398,2585
80.28,8.89,3514,3514,2104
-2.92,43.26,1137,486,2585
-77.04,-12.05,1137,683,725
-77.04,-12.05,1137,683,725
-77.04,-12.05,1137,683,725
-77.04,-12.05,1482,398,2104
-77.13,-12.05,1137,683,2644
-77.04,-12.05,1137,683,725
-77.04,-12.05,1482,1146,725
74.87,31.63,1198,398,2763
75.48,31.13,1198,398,2644
-86.21,11.6,1198,398,2644
75.34,31.15,3514,486,2585
-76.92,-12.0,1198,486,2585
-76.92,-12.0,3514,486,2585
31.02,-29.86,1137,683,2644
-77.04,-12.05,1137,683,725
16.37,48.21,1137,683,1326
-73.65,6.64,1198,398,725
-74.53,9.27,1198,398,2644
-3.7,40.42,1137,683,2104
31.02,-29.86,1137,683,3525
31.02,-29.86,1137,683,725
-3.7,40.42,1137,683,2104
81.01,8.35,1137,683,2644
2.35,48.86,1137,683,725
34.65,31.8,1137,683,1327
71.58,34.01,1137,683,725
-75.9,-11.52,1137,683,3351
-77.04,-12.05,1137,683,1089
-77.69,-9.14,3514,486,725
30.98,-29.94,1137,683,3525
31.02,-29.86,1137,683,3525
31.02,-29.86,1137,683,725
-73.05,-36.82,1137,683,3351
31.25,30.05,1137,683,2644
23.72,37.98,1482,1146,1713
35.5,33.89,1137,683,725
35.5,33.89,1137,683,1713
-77.04,-12.05,1137,683,1326
-74.08,4.6,1198,683,2585
-74.79,6.55,1198,486,725
-77.04,-12.05,1198,1450,1713
-77.04,-12.05,1198,1450,1713
-77.04,-12.05,1198,1450,1713
-77.04,-12.05,1198,1450,1713
27.97,-26.18,1137,683,725
27.97,-26.18,1137,683,725
-72.98,10.6,1137,683,2585
-75.51,6.35,1137,683,2585
-75.57,6.28,1137,683,2585
-70.64,-33.47,3514,1450,3269
-70.64,-33.47,3514,1450,3269
-74.79,6.55,1198,398,2104
-71.97,-13.53,1137,683,3350
80.4,8.67,1137,683,3351
80.39,8.35,1137,683,1327
-76.52,3.42,1137,683,1326
-75.69,4.81,1137,683,725
-75.69,4.81,1137,683,2104
-75.69,4.81,1137,683,725
-75.69,4.81,1137,683,725
28.19,-25.75,1137,683,2644
-73.05,-36.82,1137,683,1713
-73.11,-36.72,1137,683,3525
-70.64,-33.47,1482,398,3351
34.79,31.25,1137,683,2104
34.91,32.18,1137,683,725
34.79,32.08,1198,683,2104
-74.59,5.98,1198,486,2644
-74.87,-12.4,1198,486,2644
31.38,-26.5,3514,1451,1327
-3.7,40.42,1137,683,98
-3.02,43.32,1137,683,3514
-2.92,43.26,1137,683,725
28.1,-25.52,1137,683,2585
25.59,-25.84,1137,683,3351
-2.17,43.28,1137,683,2104
-2.17,43.28,1137,683,2104
-75.57,6.27,1137,683,1326
-75.57,6.27,1137,683,1326
4.29,52.07,1137,683,1327
-77.04,-12.05,1137,683,725
-77.04,-12.05,1137,683,725
-77.04,-12.05,1137,683,725
-77.04,-12.05,1137,683,725
-2.92,43.26,1137,683,2585
-89.28,13.68,1198,486,1327
-74.22,-13.16,2077,486,2644
-2.92,43.26,1137,683,725
-2.17,43.28,1137,683,2585
26.88,-31.9,1137,683,2644
26.88,-31.9,1137,683,2644
-2.92,43.26,1137,683,2104
34.91,32.18,1137,683,2104
-79.01,-2.9,1198,398,2585
-2.17,43.28,1137,683,2104
-70.64,-33.47,1137,683,1327
34.91,32.18,1137,683,3351
-77.04,-12.05,1482,1146,725
-77.13,-12.05,1137,683,1327
-77.13,-12.05,1137,683,3514
-77.01,-12.19,1137,683,725
-75.08,-11.72,1137,683,725
-77.1,-11.98,1137,683,725
-77.04,-12.05,1137,683,1327
-77.04,-12.05,1137,683,1327
-77.04,-12.05,1137,683,1327
-77.04,-12.05,1137,683,1327
-74.34,5.84,1198,398,2104
