category,countrycode,nattacks,nkilled,nkilledter,nwounded,nwoundedter,subcategory,year
3672,2921,3,10,0,0,0,1326,1997
3672,2957,1,9,4,5,1,1326,2004
3672,2957,1,0,0,0,0,1326,2006
3672,2957,1,0,0,0,0,1326,2014
3672,2970,1,3,0,0,0,1326,1973
3672,2970,1,2,0,3,0,1326,1981
3672,2970,1,0,0,0,0,1326,1982
3672,2970,1,7,0,0,0,1326,1989
3672,2970,1,1,0,0,0,1326,1992
3672,2970,1,0,0,1,0,1326,1994
3672,2970,1,0,0,0,0,1326,2000
3672,2970,1,0,0,0,0,1326,2002
3672,2970,2,2,0,0,0,1326,2005
3672,2970,4,7,0,1,0,1326,2007
3672,2970,6,4,0,3,0,1326,2008
3672,2970,7,9,0,9,0,1326,2009
3672,2970,11,2,0,19,3,1326,2010
3672,2970,11,9,0,21,0,1326,2011
3672,2970,12,11,0,25,0,1326,2012
3672,2970,15,31,2,31,1,1326,2013
3672,2970,10,9,4,18,7,1326,2014
3672,2970,13,9,6,9,1,1326,2015
3672,2989,1,0,0,0,0,1326,1980
3672,3065,1,1,0,1,0,1326,1997
3672,3065,11,8,0,4,0,1326,2000
3672,3069,1,0,0,0,0,1326,1972
3672,3069,1,0,0,0,0,1326,1974
3672,3069,2,1,0,1,0,1326,1976
3672,3069,8,4,0,1,0,1326,1978
3672,3069,13,3,0,2,0,1326,1979
3672,3069,15,3,0,6,1,1326,1980
3672,3069,12,3,0,0,0,1326,1981
3672,3069,1,0,0,0,0,1326,1983
3672,3069,2,1,0,1,0,1326,1984
3672,3069,1,0,0,0,0,1326,1985
3672,3069,1,0,0,0,0,1326,1987
3672,3069,3,0,0,0,0,1326,1988
3672,3069,2,0,0,1,0,1326,1989
3672,3069,2,1,0,1,0,1326,1992
3672,3084,1,0,0,0,0,1326,1975
3672,3084,2,0,0,0,0,1326,1981
3672,3084,3,0,0,0,0,1326,1990
3672,3084,1,1,0,0,0,1326,1991
3672,3084,10,5,0,8,0,1326,1992
3672,3084,25,44,0,60,0,1326,1994
3672,3084,2,1,0,2,0,1326,1995
3672,3084,3,3,0,4,0,1326,1996
3672,3084,2,0,0,0,0,1326,1997
3672,3084,1,1,0,0,0,1326,1999
3672,3084,1,0,0,0,0,1326,2000
3672,3084,1,0,0,0,0,1326,2001
3672,3084,1,0,0,0,0,1326,2002
3672,3084,3,14,0,7,0,1326,2007
3672,3084,20,18,2,12,0,1326,2008
3672,3084,11,10,3,12,1,1326,2009
3672,3084,1,0,0,0,0,1326,2010
3672,3084,3,0,0,0,0,1326,2011
3672,3084,5,9,1,0,0,1326,2012
3672,3084,6,28,9,34,0,1326,2013
3672,3084,10,14,1,25,0,1326,2014
3672,3084,7,46,2,53,0,1326,2015
3672,3136,1,0,0,1,0,1326,2006
3672,3136,2,2,1,0,0,1326,2008
3672,3136,1,0,0,0,0,1326,2009
3672,3138,6,28,0,13,0,1326,2013
3672,3138,7,75,15,117,0,1326,2014
3672,3138,4,2,0,0,0,1326,2015
3672,3211,2,1,0,2,0,1326,1971
3672,3211,1,3,1,13,0,1326,1975
3672,3211,1,1,0,0,0,1326,1979
3672,3211,2,0,0,0,0,1326,1989
3672,3211,1,0,0,0,0,1326,1990
3672,3211,1,0,0,0,0,1326,1991
3672,3211,3,0,0,4,0,1326,1992
3672,3211,2,0,0,0,0,1326,2005
3672,3221,2,0,0,8,0,1326,1974
3672,3221,2,0,0,0,0,1326,1975
3672,3221,1,0,0,1,0,1326,1976
3672,3221,1,0,0,1,0,1326,1984
3672,3221,1,2,0,0,0,1326,1997
3672,3221,1,4,2,2,2,1326,2004
3672,3221,1,5,4,0,0,1326,2006
3672,3221,7,0,0,22,0,1326,2012
3672,3221,16,3,0,19,0,1326,2013
3672,3221,5,41,3,20,0,1326,2014
3672,3221,6,2,0,9,0,1326,2015
3672,3257,1,0,0,0,0,1326,1995
3672,3257,1,0,0,0,0,1326,2006
3672,3257,1,2,0,0,0,1326,2008
3672,3257,1,0,0,1,0,1326,2009
3672,3291,1,0,0,0,0,1326,1992
3672,3292,1,0,0,0,0,1326,1972
3672,3292,2,0,0,0,0,1326,1979
3672,3292,1,1,0,20,0,1326,1982
3672,3292,1,0,0,0,0,1326,1985
3672,3292,1,0,0,0,0,1326,1986
3672,3292,1,1,0,0,0,1326,1989
3672,3292,3,1,0,0,0,1326,1990
3672,3292,1,0,0,0,0,1326,1992
3672,3292,1,1,0,0,0,1326,1994
3672,3292,1,0,0,0,0,1326,1999
3672,3292,1,0,0,0,0,1326,2001
3672,3292,1,0,0,0,0,1326,2010
3672,3292,1,1,0,1,1,1326,2012
3672,3340,4,1,0,0,0,1326,1997
3672,3340,1,4,0,0,0,1326,1998
3672,3342,2,0,0,1,0,1326,2000
3672,3368,1,0,0,3,0,1326,1976
3672,3368,1,0,0,0,0,1326,1979
3672,3373,2,0,0,0,0,1326,1986
3672,3373,1,1,0,0,0,1326,1991
3672,3380,3,0,0,0,0,1326,1970
3672,3380,9,1,0,0,0,1326,1971
3672,3380,5,0,0,0,0,1326,1975
3672,3380,1,0,0,0,0,1326,1976
3672,3380,8,0,0,0,0,1326,1977
3672,3380,9,0,0,0,0,1326,1978
3672,3380,10,2,0,1,0,1326,1979
3672,3380,3,1,0,0,0,1326,1980
3672,3380,1,0,0,3,0,1326,1983
3672,3380,1,1,0,0,0,1326,1985
3672,3380,3,1,0,0,0,1326,1988
3672,3380,6,0,0,1,0,1326,1989
3672,3380,3,0,0,0,0,1326,1990
3672,3380,6,0,0,4,0,1326,1991
3672,3380,7,0,0,0,0,1326,1992
3672,3380,1,0,0,0,0,1326,1994
3672,3380,1,0,0,0,0,1326,1995
3672,3380,1,0,0,0,0,1326,1996
3672,3380,1,0,0,0,0,1326,1997
3672,3380,2,16,1,225,0,1326,2003
3672,3380,1,0,0,0,0,1326,2004
3672,3380,1,3,0,20,0,1326,2006
3672,3380,1,2,1,3,0,1326,2013
3672,3380,1,0,0,1,1,1326,2015
3672,3400,1,0,0,1,0,1326,1995
3672,3403,1,11,1,85,0,1326,1998
3672,3403,1,0,0,0,0,1326,2010
3672,3403,1,3,0,60,0,1326,2013
3672,3412,1,0,0,2,0,1326,1981
3672,3412,1,0,0,0,0,1326,1985
3672,3412,1,1,0,0,0,1326,1990
3672,3412,1,0,0,0,0,1326,1991
3672,3412,1,0,0,0,0,1326,1992
3672,3412,4,4,0,1,0,1326,1994
3672,3412,1,0,0,0,0,1326,1996
3672,3412,1,0,0,2,0,1326,2000
3672,3412,1,0,0,0,0,1326,2003
3672,3424,1,0,0,0,0,1326,1999
3672,3424,8,1,0,0,0,1326,2014
3672,3424,2,0,0,1,0,1326,2015
3672,3523,3,0,0,0,0,1326,1970
3672,3523,1,0,0,0,0,1326,1971
3672,3523,1,0,0,0,0,1326,1990
3672,3523,1,0,0,0,0,1326,1991
3672,3523,1,0,0,0,0,1326,1992
3672,3523,1,0,0,1,0,1326,1997
3672,3524,12,0,0,0,0,1326,1970
3672,3524,11,0,0,0,0,1326,1971
3672,3524,8,3,0,1,0,1326,1973
3672,3524,8,0,0,0,0,1326,1974
3672,3524,15,0,0,5,0,1326,1975
3672,3524,18,0,0,1,0,1326,1976
3672,3524,6,0,0,2,0,1326,1977
3672,3524,12,0,0,0,0,1326,1978
3672,3524,4,0,0,12,0,1326,1979
3672,3524,9,1,0,6,0,1326,1980
3672,3524,16,0,0,3,0,1326,1981
3672,3524,12,2,0,0,0,1326,1982
3672,3524,1,0,0,0,0,1326,1983
3672,3524,2,0,0,0,0,1326,1984
3672,3524,1,0,0,0,0,1326,1985
3672,3524,1,0,0,0,0,1326,1986
3672,3524,1,0,0,0,0,1326,1987
3672,3524,1,0,0,0,0,1326,1991
3672,3524,2,0,0,0,0,1326,1992
3672,3524,1,0,0,0,0,1326,2002
3672,3524,1,0,0,0,0,1326,2005
3672,3524,1,0,0,0,0,1326,2007
3672,3524,1,0,0,0,0,1326,2014
3672,3526,1,0,0,0,0,1326,1992
3672,3526,2,5,2,2,0,1326,2004
3672,3526,1,1,1,0,0,1326,2005
3672,3526,1,0,0,0,0,1326,2015
3672,3537,1,0,0,0,0,1326,1973
3672,3537,2,0,0,0,0,1326,1976
3672,3537,2,1,0,0,0,1326,1977
3672,3537,1,0,0,0,0,1326,1978
3672,3537,1,0,0,1,0,1326,1980
3672,3537,1,0,0,0,0,1326,1987
3672,3537,2,0,0,0,0,1326,1991
3672,3537,2,0,0,0,0,1326,1992
3672,3537,1,0,0,0,0,1326,1996
3672,3537,3,0,0,0,0,1326,1999
3672,3537,3,0,0,4,0,1326,2003
3672,3537,1,0,0,0,0,1326,2015
3672,3556,1,0,0,1,0,1326,1996
3672,3606,2,1,0,0,0,1326,1999
3672,3606,3,0,0,2,0,1326,2000
3672,3606,1,0,0,0,0,1326,2001
3672,3606,3,0,0,0,0,1326,2003
3672,3606,3,1,0,0,0,1326,2005
3672,3606,5,0,0,0,0,1326,2008
3672,3606,1,0,0,0,0,1326,2009
3672,3606,1,0,0,1,0,1326,2012
3672,3614,1,0,0,1,0,1326,1974
3672,3614,1,0,0,0,0,1326,1988
3672,3614,2,0,0,0,0,1326,1991
3672,3614,3,0,0,0,0,1326,1992
3672,3614,1,0,0,0,0,1326,1995
3672,3614,2,0,0,0,0,1326,1996
3672,3614,1,0,0,0,0,1326,1997
3672,3614,1,2,0,3,0,1326,1998
3672,3614,1,0,0,0,0,1326,1999
3672,3614,2,0,0,0,0,1326,2000
3672,3614,1,0,0,0,0,1326,2002
3672,3614,1,0,0,0,0,1326,2003
3672,3614,2,18,6,25,0,1326,2008
3672,3614,2,1,1,0,0,1326,2009
3672,3614,4,4,1,6,0,1326,2010
3672,3614,8,3,0,1,0,1326,2012
3672,3614,10,2,0,2,0,1326,2013
3672,3614,9,8,2,22,0,1326,2014
3672,3614,7,1,0,1,0,1326,2015
3672,3635,1,0,0,0,0,1326,1980
3672,3635,1,0,0,1,0,1326,1983
3672,3635,4,0,0,0,0,1326,1984
3672,3635,2,0,0,0,0,1326,1990
3672,3635,1,0,0,1,0,1326,1994
3672,3635,1,0,0,0,0,1326,2000
3672,3658,1,0,0,0,0,1326,1979
3672,3658,1,0,0,0,0,1326,1995
3672,3658,1,1,0,1,0,1326,1999
3672,72,2,12,0,122,0,1327,1990
3672,72,2,0,0,0,0,1327,1991
3672,72,11,3,0,13,0,1327,1992
3672,72,1,0,0,0,0,1327,1994
3672,72,1,0,0,0,0,1327,1996
3672,72,4,1,0,0,0,1327,2000
3672,72,3,3,2,1,0,1327,2001
3672,72,6,16,1,90,0,1327,2002
3672,72,13,17,7,14,0,1327,2003
3672,72,13,35,2,26,0,1327,2004
3672,72,22,45,12,13,0,1327,2005
3672,72,56,147,24,197,16,1327,2006
3672,72,37,85,12,103,0,1327,2007
3672,72,97,186,43,232,6,1327,2008
3672,72,101,207,37,347,7,1327,2009
3672,72,157,172,41,212,5,1327,2010
3672,72,89,272,59,330,2,1327,2011
3672,72,138,269,82,270,17,1327,2012
3672,72,158,366,96,624,4,1327,2013
3672,72,237,477,211,708,82,1327,2014
3672,72,201,523,196,1191,103,1327,2015
3672,87,1,0,0,30,0,1327,1983
3672,87,1,6,0,0,0,1327,1986
3672,87,1,0,0,0,0,1327,1988
3672,87,1,0,0,0,0,1327,1990
3672,87,1,1,0,0,0,1327,1991
3672,87,4,43,0,0,0,1327,1992
3672,87,1,48,0,62,0,1327,1994
3672,87,1,1,0,0,0,1327,2000
3672,87,1,0,0,0,0,1327,2001
3672,87,1,2,0,0,0,1327,2009
3672,180,1,0,0,0,0,1327,1991
3672,180,2,0,0,0,0,1327,1992
3672,180,1,1,0,0,0,1327,1994
3672,180,3,0,0,4,0,1327,1996
3672,180,11,2,0,15,0,1327,1997
3672,180,5,0,0,1,0,1327,1998
3672,180,2,0,0,0,0,1327,2000
3672,180,1,0,0,0,0,1327,2001
3672,180,1,0,0,0,0,1327,2009
3672,180,1,0,0,0,0,1327,2014
3672,383,1,0,0,0,0,1327,1979
3672,383,1,0,0,1,0,1327,1985
3672,384,4,1,0,0,0,1327,1970
3672,384,3,1,0,2,0,1327,1973
3672,384,4,2,0,2,0,1327,1974
3672,384,1,0,0,1,0,1327,1975
3672,384,5,3,0,2,0,1327,1976
3672,384,1,0,0,1,0,1327,1977
3672,384,3,2,0,0,0,1327,1978
3672,384,4,8,0,11,0,1327,1979
3672,384,1,0,0,0,0,1327,1981
3672,384,1,0,0,0,0,1327,1982
3672,384,5,0,0,0,0,1327,1983
3672,384,13,0,0,4,0,1327,1984
3672,384,17,0,0,3,0,1327,1985
3672,384,9,0,0,0,0,1327,1986
3672,384,34,1,0,2,0,1327,1987
3672,384,6,0,0,4,0,1327,1988
3672,384,11,0,0,16,0,1327,1989
3672,384,6,0,0,0,0,1327,1990
3672,384,5,0,0,3,0,1327,1991
3672,384,6,0,0,0,0,1327,1992
3672,384,3,0,0,30,0,1327,1994
3672,384,11,0,0,1,0,1327,1995
3672,384,5,1,0,3,0,1327,1996
3672,384,2,1,0,0,0,1327,1997
3672,384,1,0,0,0,0,1327,2012
3672,393,1,1,0,0,0,1327,1994
3672,393,1,8,0,0,0,1327,1999
3672,393,1,0,0,0,0,1327,2000
3672,393,2,1,0,0,0,1327,2001
3672,393,1,0,0,0,0,1327,2007
3672,393,1,0,0,0,0,1327,2015
3672,494,1,0,0,0,0,1327,1992
3672,499,1,0,0,0,0,1327,1979
3672,499,1,0,0,0,0,1327,1991
3672,499,2,1,0,5,0,1327,1994
3672,499,1,0,0,0,0,1327,1996
3672,499,1,0,0,0,0,1327,1997
3672,499,4,0,0,2,0,1327,1998
3672,503,1,0,0,2,0,1327,1979
3672,503,1,0,0,0,0,1327,1986
3672,503,1,3,0,0,0,1327,1989
3672,503,1,0,0,0,0,1327,1990
3672,503,1,0,0,0,0,1327,1992
3672,503,1,0,0,1,0,1327,1996
3672,503,1,0,0,0,0,1327,2008
3672,528,2,1,0,0,0,1327,1992
3672,528,5,3,0,5,0,1327,1994
3672,528,2,0,0,0,0,1327,1995
3672,528,2,2,0,0,0,1327,1996
3672,528,1,1,0,0,0,1327,1997
3672,528,1,0,0,3,0,1327,2000
3672,528,1,0,0,0,0,1327,2001
3672,591,1,2,0,0,0,1327,1994
3672,591,10,8,0,2,0,1327,1995
3672,591,3,7,0,6,0,1327,1996
3672,591,1,1,0,1,0,1327,1997
3672,591,3,13,0,3,0,1327,2001
3672,591,2,3,0,0,0,1327,2002
3672,591,1,2,0,0,0,1327,2005
3672,591,1,0,0,0,0,1327,2007
3672,591,7,0,0,3,0,1327,2010
3672,591,1,4,0,5,0,1327,2011
3672,591,1,3,1,0,0,1327,2012
3672,591,10,6,0,3,0,1327,2015
3672,598,1,0,0,2,0,1327,1979
3672,598,1,0,0,0,0,1327,1980
3672,598,3,0,0,0,0,1327,1984
3672,598,2,1,0,0,0,1327,1985
3672,598,2,0,0,0,0,1327,1989
3672,598,1,1,0,0,0,1327,1991
3672,598,1,0,0,0,0,1327,1995
3672,598,1,0,0,0,0,1327,2002
3672,598,3,0,0,0,0,1327,2003
3672,604,2,0,0,0,0,1327,1994
3672,604,1,0,0,0,0,1327,1995
3672,604,2,0,0,0,0,1327,1996
3672,611,1,1,0,0,0,1327,1984
3672,611,2,1,0,2,0,1327,1991
3672,611,1,1,1,0,0,1327,2013
3672,612,1,6,0,80,0,1327,1980
3672,612,1,6,0,2,2,1327,1981
3672,612,1,1,0,0,0,1327,1984
3672,612,1,0,0,13,0,1327,1985
3672,612,3,4,0,15,0,1327,1986
3672,612,2,20,0,1,0,1327,1987
3672,612,7,10,0,62,0,1327,1988
3672,612,2,7,0,12,0,1327,1989
3672,612,3,0,0,0,0,1327,1990
3672,612,8,3,0,246,0,1327,1991
3672,612,9,12,0,4,0,1327,1992
3672,612,28,0,0,66,0,1327,1994
3672,612,10,2,0,30,0,1327,1995
3672,612,26,3,0,225,0,1327,1996
3672,612,1,1,0,0,0,1327,1997
3672,612,3,7,0,22,0,1327,1999
3672,612,6,0,0,1,0,1327,2000
3672,612,3,22,3,110,0,1327,2001
3672,612,14,26,5,157,2,1327,2005
3672,612,4,2,0,5,0,1327,2006
3672,612,1,1,0,0,0,1327,2007
3672,612,1,0,0,0,0,1327,2008
3672,612,6,2,1,25,0,1327,2009
3672,612,3,4,2,1,0,1327,2010
3672,612,3,1,0,5,0,1327,2011
3672,612,5,4,0,3,0,1327,2012
3672,612,24,1,0,7,0,1327,2013
3672,612,61,13,0,21,0,1327,2014
3672,612,56,2,0,12,2,1327,2015
3672,613,1,0,0,0,0,1327,1990
3672,613,1,0,0,0,0,1327,1992
3672,613,1,0,0,1,0,1327,1994
3672,613,1,1,0,0,0,1327,1995
3672,613,3,1,0,0,0,1327,1996
3672,613,1,0,0,0,0,1327,2001
3672,613,1,0,0,0,0,1327,2008
3672,613,2,0,0,0,0,1327,2011
3672,613,2,0,0,0,0,1327,2013
3672,613,1,0,0,0,0,1327,2015
3672,619,2,0,0,0,0,1327,2013
3672,619,2,0,0,1,0,1327,2014
3672,620,1,0,0,0,0,1327,1981
3672,620,1,1,0,0,0,1327,1997
3672,624,1,0,0,3,0,1327,1994
3672,624,1,0,0,1,0,1327,1995
3672,624,6,1,0,2,0,1327,1996
3672,624,3,0,0,0,0,1327,1997
3672,624,1,1,0,2,0,1327,1999
3672,624,2,0,0,0,0,1327,2001
3672,667,2,1,0,0,0,1327,1997
3672,667,1,0,0,0,0,1327,2012
3672,668,1,0,0,0,0,1327,1980
3672,668,1,0,0,0,0,1327,1992
3672,668,1,0,0,0,0,1327,2013
3672,678,1,0,0,0,0,1327,1976
3672,678,2,0,0,7,0,1327,1979
3672,678,6,2,0,50,0,1327,1980
3672,678,3,0,0,0,0,1327,1982
3672,678,5,0,0,0,0,1327,1983
3672,678,5,0,0,2,0,1327,1984
3672,678,3,0,0,0,0,1327,1985
3672,678,1,1,0,0,0,1327,1986
3672,678,3,0,0,1,0,1327,1987
3672,678,2,1,0,0,0,1327,1988
3672,678,23,0,0,0,0,1327,1989
3672,678,4,0,0,2,0,1327,1990
3672,678,5,0,0,1,0,1327,1991
3672,678,4,1,0,0,0,1327,1992
3672,678,1,0,0,0,0,1327,1994
3672,678,3,0,0,0,0,1327,1997
3672,678,2,0,0,0,0,1327,2007
3672,694,5,1,0,3,0,1327,1980
3672,694,1,0,0,1,0,1327,1981
3672,694,3,0,0,0,0,1327,1983
3672,694,1,0,0,0,0,1327,1984
3672,694,1,1,0,0,0,1327,1986
3672,694,1,0,0,0,0,1327,1988
3672,694,3,2,0,2,0,1327,1990
3672,694,5,1,0,3,0,1327,1991
3672,694,3,1,0,2,0,1327,1992
3672,694,2,2,0,1,0,1327,1994
3672,694,5,1,0,30,0,1327,1995
3672,694,2,1,0,3,0,1327,1996
3672,694,5,3,0,2,0,1327,1997
3672,694,1,1,0,0,0,1327,1999
3672,694,1,0,0,0,0,1327,2002
3672,715,1,4,0,2,0,1327,2008
3672,728,1,1,0,0,0,1327,1992
3672,728,1,2,0,0,0,1327,1996
3672,728,1,1,0,0,0,1327,2008
3672,728,1,0,0,2,0,1327,2012
3672,728,3,1,0,1,0,1327,2013
3672,728,3,2,0,3,0,1327,2014
3672,728,5,1,1,1,0,1327,2015
3672,736,2,1,0,0,0,1327,1970
3672,736,1,1,0,7,0,1327,1972
3672,736,1,0,0,0,0,1327,1980
3672,736,1,0,0,1,0,1327,1986
3672,736,1,0,0,1,0,1327,1992
3672,736,1,0,0,0,0,1327,1995
3672,736,1,0,0,0,0,1327,2013
3672,768,1,0,0,0,0,1327,1973
3672,768,1,0,0,1,0,1327,1977
3672,768,3,0,0,1,0,1327,1981
3672,768,2,0,0,0,0,1327,1983
3672,768,1,0,0,0,0,1327,1984
3672,768,1,0,0,0,0,1327,1985
3672,768,2,0,0,0,0,1327,1999
3672,768,2,0,0,0,0,1327,2000
3672,768,1,14,1,18,0,1327,2001
3672,768,1,0,0,0,0,1327,2003
3672,784,1,0,0,0,0,1327,1973
3672,784,3,0,0,0,0,1327,1978
3672,784,6,3,0,0,0,1327,1979
3672,784,4,0,0,0,0,1327,1980
3672,784,3,5,0,1,0,1327,1981
3672,784,2,1,0,0,0,1327,1982
3672,784,7,3,0,3,1,1327,1983
3672,784,31,0,0,10,0,1327,1984
3672,784,31,5,0,37,0,1327,1985
3672,784,15,5,0,35,0,1327,1986
3672,784,24,1,0,4,0,1327,1987
3672,784,28,0,0,17,0,1327,1988
3672,784,19,0,0,1,0,1327,1989
3672,784,17,1,0,3,0,1327,1990
3672,784,18,1,0,1,0,1327,1991
3672,784,19,3,0,0,0,1327,1992
3672,784,3,0,0,0,0,1327,1994
3672,784,4,0,0,0,0,1327,1995
3672,784,3,0,0,1,0,1327,1996
3672,784,1,0,0,0,0,1327,1997
3672,784,1,0,0,0,0,1327,1998
3672,784,1,0,0,0,0,1327,2000
3672,784,1,0,0,1,0,1327,2006
3672,784,3,0,0,0,0,1327,2009
3672,784,1,0,0,0,0,1327,2011
3672,784,1,0,0,0,0,1327,2014
3672,785,1,0,0,0,0,1327,1994
3672,785,1,0,0,0,0,1327,1995
3672,785,3,0,0,4,0,1327,1996
3672,785,3,22,0,1,0,1327,1997
3672,785,1,0,0,0,0,1327,2001
3672,785,1,1,1,1,0,1327,2006
3672,785,2,3,2,2,1,1327,2008
3672,785,1,0,0,0,0,1327,2011
3672,785,1,4,1,14,0,1327,2012
3672,785,1,5,1,3,0,1327,2013
3672,785,3,52,29,6,0,1327,2014
3672,798,1,0,0,0,0,1327,1995
3672,798,1,12,10,0,0,1327,2001
3672,798,3,6,0,0,0,1327,2010
3672,798,1,3,0,3,0,1327,2011
3672,798,1,5,0,0,0,1327,2012
3672,813,1,0,0,0,0,1327,1991
3672,813,1,3,0,0,0,1327,2008
3672,813,1,0,0,0,0,1327,2011
3672,813,3,16,0,0,0,1327,2014
3672,813,2,5,1,0,0,1327,2015
3672,818,1,0,0,0,0,1327,1984
3672,818,1,3,0,1,0,1327,1991
3672,818,3,9,0,56,0,1327,1992
3672,818,2,1,0,4,0,1327,1994
3672,818,1,0,0,1,0,1327,1995
3672,818,1,8,0,0,0,1327,1997
3672,818,1,0,0,0,0,1327,1998
3672,818,1,4,0,0,0,1327,2000
3672,818,2,0,0,0,0,1327,2002
3672,818,1,1,0,2,1,1327,2009
3672,818,5,28,7,3,0,1327,2011
3672,818,1,0,0,0,0,1327,2012
3672,818,1,0,0,0,0,1327,2013
3672,818,2,2,0,1,0,1327,2014
3672,818,3,6,0,2,0,1327,2015
3672,819,1,0,0,3,0,1327,1994
3672,819,1,0,0,0,0,1327,1996
3672,820,1,0,0,0,0,1327,1970
3672,820,1,0,0,0,0,1327,1976
3672,820,5,0,0,0,0,1327,1977
3672,820,36,6,0,6,0,1327,1978
3672,820,18,13,0,5,0,1327,1979
3672,820,30,16,0,2,0,1327,1980
3672,820,11,5,0,2,0,1327,1981
3672,820,22,6,0,50,0,1327,1982
3672,820,22,27,0,3,0,1327,1983
3672,820,18,46,0,54,0,1327,1984
3672,820,31,117,35,12,0,1327,1985
3672,820,43,42,0,9,0,1327,1986
3672,820,67,69,8,34,0,1327,1987
3672,820,85,70,1,24,0,1327,1988
3672,820,101,72,1,22,0,1327,1989
3672,820,60,51,0,10,0,1327,1990
3672,820,46,56,0,19,0,1327,1991
3672,820,32,16,0,32,0,1327,1992
3672,820,32,12,0,15,0,1327,1994
3672,820,11,3,0,5,0,1327,1995
3672,820,42,56,1,18,0,1327,1996
3672,820,136,89,0,47,0,1327,1997
3672,820,15,5,0,2,0,1327,1998
3672,820,10,16,0,13,0,1327,1999
3672,820,14,41,1,27,0,1327,2000
3672,820,30,23,0,6,0,1327,2001
3672,820,27,45,1,93,0,1327,2002
3672,820,11,27,0,87,0,1327,2003
3672,820,5,5,0,2,0,1327,2004
3672,820,6,14,0,22,0,1327,2005
3672,820,9,19,0,11,0,1327,2006
3672,820,7,5,0,4,0,1327,2007
3672,820,15,14,0,36,0,1327,2008
3672,820,26,14,0,42,0,1327,2009
3672,820,20,21,0,63,0,1327,2010
3672,820,10,8,0,18,0,1327,2011
3672,820,3,5,0,43,0,1327,2012
3672,820,5,10,0,38,0,1327,2013
3672,820,9,3,0,12,0,1327,2014
3672,820,4,15,0,3,0,1327,2015
3672,831,1,0,0,0,0,1327,1994
3672,831,3,0,0,2,0,1327,1997
3672,959,3,0,0,0,0,1327,1976
3672,959,1,0,0,0,0,1327,1984
3672,959,2,0,0,0,0,1327,1985
3672,959,2,0,0,0,0,1327,1987
3672,959,1,0,0,5,0,1327,1988
3672,959,1,1,0,2,0,1327,1989
3672,959,1,0,0,0,0,1327,1992
3672,976,1,0,0,1,0,1327,1975
3672,976,4,0,0,0,0,1327,1987
3672,976,2,1,0,1,0,1327,1989
3672,976,1,0,0,0,0,1327,1990
3672,976,2,0,0,0,0,1327,1991
3672,976,3,0,0,0,0,1327,1992
3672,976,1,0,0,0,0,1327,1994
3672,976,3,0,0,2,0,1327,1996
3672,976,1,0,0,0,0,1327,2007
3672,976,1,0,0,0,0,1327,2012
3672,976,1,0,0,0,0,1327,2013
3672,981,1,0,0,0,0,1327,1989
3672,981,1,0,0,1,0,1327,1992
3672,981,1,0,0,0,0,1327,1995
3672,981,3,0,0,0,0,1327,1997
3672,981,2,0,0,0,0,1327,2014
3672,981,1,0,0,0,0,1327,2015
3672,1027,9,0,0,0,0,1327,1970
3672,1027,3,0,0,0,0,1327,1971
3672,1027,2,0,0,1,0,1327,1972
3672,1027,2,0,0,0,0,1327,1973
3672,1027,10,1,0,1,0,1327,1974
3672,1027,5,1,0,0,0,1327,1975
3672,1027,8,1,0,1,0,1327,1976
3672,1027,9,4,0,0,0,1327,1977
3672,1027,1,0,0,0,0,1327,1979
3672,1027,2,0,0,0,0,1327,1980
3672,1027,5,2,0,0,0,1327,1981
3672,1027,1,0,0,0,0,1327,1984
3672,1027,1,1,1,0,0,1327,1985
3672,1027,4,1,0,2,0,1327,1986
3672,1027,2,0,0,1,0,1327,1987
3672,1027,1,0,0,0,0,1327,1988
3672,1027,2,0,0,0,0,1327,1989
3672,1027,1,0,0,1,0,1327,1990
3672,1027,11,6,0,13,0,1327,1991
3672,1027,14,5,0,5,0,1327,1992
3672,1027,6,0,0,15,0,1327,1994
3672,1027,9,0,0,1,0,1327,1995
3672,1027,2,0,0,0,0,1327,1999
3672,1027,1,0,0,0,0,1327,2000
3672,1027,1,0,0,0,0,1327,2001
3672,1027,1,0,0,0,0,1327,2003
3672,1027,1,0,0,0,0,1327,2009
3672,1027,1,0,0,0,0,1327,2010
3672,1027,1,0,0,0,0,1327,2014
3672,1027,4,0,0,0,0,1327,2015
3672,1047,1,0,0,0,0,1327,1988
3672,1047,1,0,0,0,0,1327,1992
3672,1053,1,0,0,0,0,1327,1987
3672,1053,1,1,0,0,0,1327,1992
3672,1055,1,0,0,0,0,1327,1971
3672,1055,1,0,0,0,0,1327,1973
3672,1055,2,5,0,3,0,1327,1982
3672,1055,2,0,0,4,0,1327,1987
3672,1055,1,0,0,0,0,1327,1988
3672,1055,1,0,0,0,0,1327,1990
3672,1055,2,0,0,0,0,1327,1991
3672,1055,3,1,0,1,0,1327,1992
3672,1055,3,2,0,18,0,1327,1994
3672,1055,2,0,0,0,0,1327,1997
3672,1055,1,0,0,0,0,1327,2013
3672,1068,1,0,0,1,0,1327,1978
3672,1068,1,3,0,1,0,1327,1990
3672,1068,1,0,0,0,0,1327,1991
3672,1068,15,6,0,38,0,1327,1992
3672,1068,37,53,2,67,0,1327,1994
3672,1068,24,25,0,29,0,1327,1995
3672,1068,11,19,0,51,0,1327,1996
3672,1068,8,17,0,4,0,1327,1997
3672,1068,4,13,0,1,0,1327,1998
