category,nattacks,nkilled,nkilledter,nwounded,nwoundedter,subcategory,subtype,type
3668,2.0,0.0,0.0,0.0,0.0,2012,1327,3672
3668,1.0,0.0,0.0,0.0,0.0,2012,2585,3672
3668,4.0,2.0,0.0,1.0,0.0,2012,2644,3672
3668,2.0,0.0,0.0,0.0,0.0,2012,2763,3672
3668,1.0,1.0,0.0,0.0,0.0,2012,3290,3672
3668,1.0,0.0,0.0,11.0,0.0,2012,3350,3672
3668,1.0,0.0,0.0,0.0,0.0,2033,98,3672
3668,1.0,0.0,0.0,0.0,0.0,2033,725,3672
3668,4.0,0.0,0.0,0.0,0.0,2033,1327,3672
3668,1.0,0.0,0.0,0.0,0.0,2033,1713,3672
3668,1.0,0.0,0.0,0.0,0.0,2033,2585,3672
3668,2.0,0.0,0.0,0.0,0.0,2033,2644,3672
3668,1.0,0.0,0.0,1.0,0.0,2033,3269,3672
3668,1.0,0.0,0.0,0.0,0.0,2056,98,3672
3668,1.0,2.0,0.0,0.0,0.0,2056,725,3672
3668,1.0,1.0,0.0,0.0,0.0,2056,1089,3672
3668,2.0,1.0,1.0,3.0,0.0,2056,1326,3672
3668,1.0,0.0,0.0,0.0,0.0,2056,1327,3672
3668,4.0,36.0,6.0,24.0,0.0,2056,2104,3672
3668,1.0,0.0,0.0,1.0,0.0,2056,2352,3672
3668,2.0,1.0,0.0,0.0,0.0,2056,2585,3672
3668,1.0,2.0,0.0,0.0,0.0,2056,3350,3672
3668,2.0,0.0,0.0,1.0,0.0,2057,1327,3672
3668,2.0,0.0,0.0,6.0,0.0,2084,98,3672
3668,112.0,99.0,3.0,185.0,0.0,2084,725,3672
3668,6.0,1.0,0.0,2.0,0.0,2084,1089,3672
3668,21.0,2.0,0.0,2.0,0.0,2084,1326,3672
3668,79.0,82.0,1.0,46.0,0.0,2084,1327,3672
3668,40.0,25.0,0.0,14.0,0.0,2084,1713,3672
3668,1.0,1.0,0.0,0.0,0.0,2084,2032,3672
3668,19.0,29.0,7.0,44.0,0.0,2084,2104,3672
3668,5.0,1.0,0.0,0.0,0.0,2084,2352,3672
3668,1.0,8.0,0.0,6.0,0.0,2084,2447,3672
3668,61.0,119.0,0.0,103.0,0.0,2084,2585,3672
3668,105.0,361.0,0.0,184.0,0.0,2084,2644,3672
3668,4.0,1.0,0.0,3.0,0.0,2084,2763,3672
3668,2.0,2.0,0.0,0.0,0.0,2084,3350,3672
3668,18.0,0.0,0.0,75.0,0.0,2084,3351,3672
3668,5.0,0.0,0.0,0.0,0.0,2084,3525,3672
3668,11.0,8.0,0.0,4.0,0.0,2084,3553,3672
3668,1.0,0.0,0.0,0.0,0.0,2131,725,3672
3668,1.0,0.0,0.0,0.0,0.0,2131,1326,3672
3668,3.0,1.0,0.0,0.0,0.0,2131,1327,3672
3668,1.0,0.0,0.0,0.0,0.0,2131,1713,3672
3668,7.0,8.0,0.0,27.0,0.0,2131,2585,3672
3668,3.0,2.0,0.0,51.0,0.0,2131,2644,3672
3668,2.0,0.0,0.0,0.0,0.0,2131,3351,3672
3668,1.0,0.0,0.0,0.0,0.0,2131,3525,3672
3668,3.0,0.0,0.0,0.0,0.0,2137,1713,3672
3668,1.0,1.0,0.0,0.0,0.0,2137,2644,3672
3668,1.0,0.0,0.0,0.0,0.0,2137,2763,3672
3668,10.0,41.0,10.0,119.0,0.0,2146,725,3672
3668,3.0,2.0,2.0,13.0,0.0,2146,1089,3672
3668,4.0,0.0,0.0,1.0,0.0,2146,1326,3672
3668,3.0,3.0,0.0,0.0,0.0,2146,1327,3672
3668,5.0,210.0,0.0,0.0,0.0,2146,2104,3672
3668,2.0,3.0,3.0,21.0,0.0,2146,2585,3672
3668,4.0,25.0,2.0,44.0,0.0,2146,2644,3672
3668,1.0,1.0,1.0,0.0,0.0,2146,3350,3672
3668,1.0,2.0,0.0,0.0,0.0,2176,98,3672
3668,19.0,282.0,5.0,30.0,0.0,2176,725,3672
3668,3.0,1.0,0.0,0.0,0.0,2176,1089,3672
3668,2.0,70.0,0.0,19.0,0.0,2176,1206,3672
3668,1.0,0.0,0.0,0.0,0.0,2176,1326,3672
3668,14.0,104.0,0.0,119.0,0.0,2176,1327,3672
3668,2.0,2.0,0.0,1.0,0.0,2176,1713,3672
3668,2.0,0.0,0.0,0.0,0.0,2176,2032,3672
3668,34.0,335.0,2.0,153.0,0.0,2176,2104,3672
3668,3.0,1.0,0.0,1.0,0.0,2176,2352,3672
3668,6.0,27.0,1.0,26.0,3.0,2176,2585,3672
3668,82.0,1136.0,0.0,542.0,0.0,2176,2644,3672
3668,6.0,3.0,0.0,2.0,0.0,2176,2763,3672
3668,46.0,514.0,0.0,406.0,0.0,2176,3351,3672
3668,19.0,20.0,0.0,0.0,0.0,2176,3525,3672
3668,5.0,11.0,0.0,3.0,0.0,2176,3553,3672
3668,2.0,0.0,0.0,0.0,0.0,2227,98,3672
3668,37.0,56.0,1.0,134.0,0.0,2227,725,3672
3668,2.0,12.0,0.0,133.0,0.0,2227,1089,3672
3668,1.0,0.0,0.0,0.0,0.0,2227,1326,3672
3668,28.0,28.0,0.0,44.0,0.0,2227,1327,3672
3668,2.0,0.0,0.0,0.0,0.0,2227,1713,3672
3668,8.0,17.0,0.0,24.0,0.0,2227,2032,3672
3668,32.0,220.0,9.0,147.0,0.0,2227,2104,3672
3668,2.0,1.0,0.0,6.0,0.0,2227,2352,3672
3668,1.0,0.0,0.0,0.0,0.0,2227,2447,3672
3668,15.0,89.0,1.0,79.0,0.0,2227,2585,3672
3668,64.0,158.0,0.0,534.0,0.0,2227,2644,3672
3668,43.0,57.0,1.0,75.0,0.0,2227,2763,3672
3668,2.0,1.0,0.0,3.0,0.0,2227,3269,3672
3668,6.0,15.0,0.0,9.0,0.0,2227,3290,3672
3668,2.0,0.0,0.0,1.0,0.0,2227,3350,3672
3668,41.0,60.0,0.0,131.0,0.0,2227,3351,3672
3668,14.0,6.0,0.0,17.0,0.0,2227,3525,3672
3668,1.0,0.0,0.0,2.0,0.0,2237,98,3672
3668,26.0,35.0,0.0,183.0,0.0,2237,725,3672
3668,4.0,2.0,0.0,0.0,0.0,2237,1089,3672
3668,1.0,0.0,0.0,0.0,0.0,2237,1206,3672
3668,4.0,1.0,0.0,0.0,0.0,2237,1326,3672
3668,19.0,8.0,0.0,18.0,0.0,2237,1327,3672
3668,4.0,13.0,5.0,25.0,0.0,2237,1713,3672
3668,7.0,63.0,0.0,21.0,0.0,2237,2104,3672
3668,1.0,0.0,0.0,0.0,0.0,2237,2352,3672
3668,7.0,9.0,3.0,3.0,0.0,2237,2585,3672
3668,46.0,66.0,0.0,110.0,0.0,2237,2644,3672
3668,1.0,0.0,0.0,0.0,0.0,2237,3269,3672
3668,1.0,3.0,0.0,4.0,0.0,2237,3350,3672
3668,7.0,6.0,0.0,20.0,0.0,2237,3351,3672
3668,4.0,0.0,0.0,2.0,0.0,2237,3525,3672
3668,2.0,0.0,0.0,5.0,0.0,2237,3553,3672
3668,13.0,28.0,0.0,2.0,0.0,2328,98,3672
3668,77.0,20.0,7.0,106.0,0.0,2328,725,3672
3668,40.0,6.0,0.0,33.0,0.0,2328,1089,3672
3668,3.0,0.0,0.0,0.0,0.0,2328,1206,3672
3668,7.0,2.0,0.0,2.0,0.0,2328,1326,3672
3668,219.0,774.0,521.0,572.0,200.0,2328,1327,3672
3668,16.0,3.0,0.0,11.0,0.0,2328,1713,3672
3668,24.0,464.0,84.0,159.0,0.0,2328,2104,3672
3668,6.0,0.0,0.0,4.0,0.0,2328,2352,3672
3668,96.0,427.0,89.0,349.0,15.0,2328,2585,3672
3668,209.0,130.0,2.0,373.0,0.0,2328,2644,3672
3668,15.0,8.0,0.0,50.0,0.0,2328,2763,3672
3668,8.0,1.0,0.0,2.0,0.0,2328,3269,3672
3668,5.0,5.0,3.0,7.0,7.0,2328,3290,3672
3668,2.0,0.0,0.0,4.0,0.0,2328,3350,3672
3668,66.0,53.0,0.0,292.0,0.0,2328,3351,3672
3668,2.0,0.0,0.0,2.0,0.0,2328,3525,3672
3668,74.0,19.0,3.0,31.0,0.0,2328,3553,3672
3668,6.0,1.0,1.0,4.0,0.0,2333,98,3672
3668,30.0,3.0,0.0,4.0,0.0,2333,725,3672
3668,1.0,0.0,0.0,0.0,0.0,2333,1089,3672
3668,25.0,1.0,0.0,9.0,1.0,2333,1326,3672
3668,20.0,11.0,1.0,23.0,0.0,2333,1327,3672
3668,1.0,0.0,0.0,0.0,0.0,2333,1713,3672
3668,5.0,3.0,0.0,3.0,0.0,2333,2104,3672
3668,2.0,0.0,0.0,0.0,0.0,2333,2352,3672
3668,2.0,0.0,0.0,3.0,0.0,2333,2585,3672
3668,10.0,3.0,0.0,4.0,1.0,2333,2644,3672
3668,6.0,0.0,0.0,0.0,0.0,2333,2763,3672
3668,1.0,0.0,0.0,0.0,0.0,2333,3269,3672
3668,3.0,0.0,0.0,0.0,0.0,2333,3351,3672
3668,3.0,0.0,0.0,0.0,0.0,2333,3525,3672
3668,7.0,0.0,0.0,0.0,0.0,2335,725,3672
3668,3.0,0.0,0.0,11.0,0.0,2335,1089,3672
3668,4.0,2.0,0.0,0.0,0.0,2335,1327,3672
3668,1.0,0.0,0.0,0.0,0.0,2335,1713,3672
3668,1.0,0.0,0.0,0.0,0.0,2335,2104,3672
3668,6.0,21.0,0.0,9.0,0.0,2335,2585,3672
3668,6.0,1.0,0.0,2.0,0.0,2335,2644,3672
3668,2.0,10.0,0.0,0.0,0.0,2335,3553,3672
3668,1.0,0.0,0.0,0.0,0.0,2337,1713,3672
3668,2.0,0.0,0.0,0.0,0.0,2350,725,3672
3668,4.0,0.0,0.0,0.0,0.0,2350,1326,3672
3668,5.0,0.0,0.0,0.0,0.0,2350,1327,3672
3668,1.0,0.0,0.0,0.0,0.0,2350,2585,3672
3668,6.0,0.0,0.0,2.0,0.0,2350,2644,3672
3668,8.0,11.0,0.0,5.0,0.0,2354,98,3672
3668,180.0,306.0,24.0,136.0,1.0,2354,725,3672
3668,13.0,11.0,0.0,17.0,0.0,2354,1089,3672
3668,3.0,1.0,0.0,0.0,0.0,2354,1206,3672
3668,14.0,0.0,0.0,0.0,0.0,2354,1326,3672
3668,179.0,232.0,14.0,138.0,1.0,2354,1327,3672
3668,26.0,13.0,0.0,4.0,0.0,2354,1713,3672
3668,25.0,9.0,0.0,35.0,0.0,2354,2032,3672
3668,691.0,5370.0,15.0,624.0,0.0,2354,2104,3672
3668,4.0,5.0,0.0,0.0,0.0,2354,2352,3672
3668,5.0,22.0,0.0,1.0,0.0,2354,2447,3672
3668,52.0,71.0,2.0,41.0,3.0,2354,2585,3672
3668,188.0,1064.0,0.0,207.0,0.0,2354,2644,3672
3668,16.0,4.0,0.0,0.0,0.0,2354,2763,3672
3668,7.0,0.0,0.0,0.0,0.0,2354,3269,3672
3668,10.0,9.0,0.0,13.0,0.0,2354,3290,3672
3668,43.0,37.0,0.0,71.0,0.0,2354,3351,3672
3668,63.0,71.0,0.0,24.0,0.0,2354,3525,3672
3668,10.0,13.0,0.0,49.0,0.0,2354,3553,3672
3668,1.0,171.0,0.0,0.0,0.0,2361,98,3672
3668,5.0,3.0,1.0,16.0,0.0,2361,725,3672
3668,3.0,0.0,0.0,0.0,0.0,2361,1326,3672
3668,9.0,19.0,0.0,10.0,0.0,2361,1327,3672
3668,2.0,1.0,0.0,0.0,0.0,2361,1713,3672
3668,26.0,408.0,172.0,108.0,1.0,2361,2104,3672
3668,3.0,4.0,0.0,0.0,0.0,2361,2352,3672
3668,1.0,11.0,2.0,6.0,0.0,2361,2447,3672
3668,11.0,36.0,7.0,20.0,0.0,2361,2585,3672
3668,45.0,476.0,237.0,79.0,0.0,2361,2644,3672
3668,1.0,0.0,0.0,0.0,0.0,2361,3269,3672
3668,2.0,1.0,0.0,4.0,0.0,2361,3350,3672
3668,3.0,2.0,0.0,8.0,0.0,2361,3351,3672
3668,2.0,0.0,0.0,1.0,0.0,2366,98,3672
3668,239.0,766.0,128.0,534.0,6.0,2366,725,3672
3668,114.0,360.0,38.0,205.0,3.0,2366,1089,3672
3668,9.0,28.0,1.0,82.0,0.0,2366,1326,3672
3668,318.0,605.0,103.0,186.0,3.0,2366,1327,3672
3668,23.0,35.0,2.0,48.0,1.0,2366,1713,3672
3668,17.0,53.0,0.0,12.0,3.0,2366,2032,3672
3668,217.0,1692.0,1012.0,307.0,11.0,2366,2104,3672
3668,3.0,5.0,1.0,1.0,0.0,2366,2352,3672
3668,5.0,40.0,0.0,20.0,0.0,2366,2447,3672
3668,296.0,1141.0,317.0,410.0,14.0,2366,2585,3672
3668,1173.0,11602.0,1675.0,4266.0,33.0,2366,2644,3672
3668,190.0,1068.0,85.0,1300.0,0.0,2366,2763,3672
3668,36.0,19.0,0.0,1.0,1.0,2366,3269,3672
3668,14.0,297.0,8.0,40.0,0.0,2366,3290,3672
3668,51.0,387.0,20.0,599.0,1.0,2366,3351,3672
3668,52.0,212.0,7.0,13.0,5.0,2366,3525,3672
3668,27.0,30.0,1.0,21.0,0.0,2366,3553,3672
3668,1.0,3.0,0.0,4.0,0.0,2378,1327,3672
3668,2.0,0.0,0.0,1.0,0.0,2380,1326,3672
3668,2.0,1.0,0.0,0.0,0.0,2380,1327,3672
3668,3.0,0.0,0.0,0.0,0.0,2384,98,3672
3668,1.0,0.0,0.0,0.0,0.0,2384,725,3672
3668,6.0,0.0,0.0,5.0,0.0,2384,1326,3672
3668,1.0,8.0,0.0,15.0,0.0,2384,1327,3672
3668,1.0,1.0,0.0,6.0,0.0,2384,2585,3672
3668,4.0,70.0,0.0,61.0,0.0,2384,2644,3672
3668,1.0,0.0,0.0,0.0,0.0,2384,2763,3672
3668,1.0,0.0,0.0,1.0,0.0,2384,3290,3672
3668,58.0,72.0,11.0,268.0,0.0,2456,98,3672
3668,1074.0,1300.0,42.0,3685.0,10.0,2456,725,3672
3668,895.0,421.0,25.0,843.0,4.0,2456,1089,3672
3668,23.0,16.0,1.0,21.0,0.0,2456,1206,3672
3668,96.0,126.0,12.0,321.0,0.0,2456,1326,3672
3668,1037.0,1710.0,93.0,2989.0,9.0,2456,1327,3672
3668,149.0,74.0,2.0,127.0,0.0,2456,1713,3672
3668,15.0,7.0,0.0,53.0,0.0,2456,2032,3672
3668,1429.0,3722.0,1613.0,3987.0,321.0,2456,2104,3672
3668,79.0,68.0,0.0,38.0,0.0,2456,2352,3672
3668,23.0,66.0,1.0,79.0,0.0,2456,2447,3672
3668,1621.0,2553.0,325.0,4239.0,26.0,2456,2585,3672
3668,3105.0,6282.0,161.0,11356.0,27.0,2456,2644,3672
3668,493.0,2153.0,66.0,4134.0,4.0,2456,2763,3672
3668,45.0,4.0,1.0,35.0,0.0,2456,3269,3672
3668,319.0,760.0,164.0,653.0,31.0,2456,3290,3672
3668,10.0,22.0,4.0,39.0,0.0,2456,3350,3672
3668,631.0,1087.0,23.0,3653.0,6.0,2456,3351,3672
3668,593.0,31.0,1.0,100.0,2.0,2456,3525,3672
3668,388.0,569.0,27.0,832.0,6.0,2456,3553,3672
3668,8.0,21.0,0.0,2.0,0.0,2476,98,3672
3668,29.0,2.0,0.0,3.0,0.0,2476,725,3672
3668,3.0,0.0,0.0,0.0,0.0,2476,1089,3672
3668,1.0,0.0,0.0,0.0,0.0,2476,1206,3672
3668,8.0,0.0,0.0,0.0,0.0,2476,1326,3672
3668,28.0,3.0,1.0,12.0,0.0,2476,1327,3672
3668,4.0,0.0,0.0,0.0,0.0,2476,1713,3672
3668,10.0,6.0,0.0,55.0,0.0,2476,2104,3672
3668,1.0,0.0,0.0,0.0,0.0,2476,2352,3672
3668,8.0,1.0,0.0,5.0,0.0,2476,2585,3672
3668,14.0,5.0,0.0,5.0,0.0,2476,2644,3672
3668,1.0,0.0,0.0,0.0,0.0,2476,3351,3672
3668,8.0,0.0,0.0,0.0,0.0,2476,3525,3672
3668,1.0,0.0,0.0,0.0,0.0,2476,3553,3672
3668,1.0,0.0,0.0,0.0,0.0,2479,98,3672
3668,12.0,6.0,0.0,8.0,0.0,2479,725,3672
3668,2.0,0.0,0.0,1.0,0.0,2479,1089,3672
3668,1.0,0.0,0.0,0.0,0.0,2479,1206,3672
3668,3.0,0.0,0.0,0.0,0.0,2479,1326,3672
3668,19.0,22.0,0.0,31.0,0.0,2479,1327,3672
3668,1.0,0.0,0.0,1.0,0.0,2479,1713,3672
3668,10.0,26.0,3.0,14.0,1.0,2479,2104,3672
3668,1.0,0.0,0.0,0.0,0.0,2479,2352,3672
3668,12.0,14.0,0.0,14.0,0.0,2479,2585,3672
3668,8.0,10.0,0.0,10.0,0.0,2479,2644,3672
3668,1.0,0.0,0.0,0.0,0.0,2479,2763,3672
3668,1.0,0.0,0.0,0.0,0.0,2479,3269,3672
3668,4.0,0.0,0.0,9.0,0.0,2479,3351,3672
3668,3.0,0.0,0.0,0.0,0.0,2479,3525,3672
3668,20.0,17.0,2.0,1.0,0.0,2480,725,3672
3668,1.0,1.0,0.0,0.0,0.0,2480,1089,3672
3668,3.0,2.0,0.0,1.0,0.0,2480,1326,3672
3668,9.0,6.0,0.0,15.0,0.0,2480,1327,3672
3668,2.0,0.0,0.0,0.0,0.0,2480,1713,3672
3668,6.0,2.0,0.0,2.0,0.0,2480,2104,3672
3668,17.0,11.0,1.0,22.0,1.0,2480,2585,3672
3668,10.0,3.0,0.0,1.0,0.0,2480,2644,3672
3668,1.0,0.0,0.0,0.0,0.0,2480,3290,3672
3668,14.0,0.0,0.0,24.0,0.0,2480,3351,3672
3668,3.0,0.0,0.0,0.0,0.0,2480,3525,3672
3668,1.0,15.0,0.0,0.0,0.0,2548,725,3672
3668,1.0,0.0,0.0,0.0,0.0,2548,3351,3672
3668,37.0,4.0,0.0,17.0,0.0,2569,98,3672
3668,1146.0,316.0,4.0,514.0,4.0,2569,725,3672
3668,150.0,70.0,0.0,47.0,0.0,2569,1089,3672
3668,49.0,11.0,1.0,1.0,0.0,2569,1206,3672
3668,117.0,20.0,1.0,110.0,0.0,2569,1326,3672
3668,980.0,748.0,1.0,609.0,0.0,2569,1327,3672
3668,147.0,31.0,0.0,32.0,0.0,2569,1713,3672
3668,8.0,12.0,0.0,0.0,0.0,2569,2032,3672
3668,456.0,3329.0,22.0,595.0,0.0,2569,2104,3672
3668,13.0,11.0,0.0,3.0,0.0,2569,2352,3672
3668,727.0,1887.0,70.0,924.0,4.0,2569,2585,3672
3668,955.0,4298.0,13.0,734.0,1.0,2569,2644,3672
3668,39.0,80.0,0.0,74.0,0.0,2569,2763,3672
3668,58.0,8.0,1.0,21.0,0.0,2569,3269,3672
3668,29.0,204.0,0.0,15.0,0.0,2569,3290,3672
3668,16.0,15.0,1.0,48.0,0.0,2569,3350,3672
3668,256.0,140.0,20.0,109.0,0.0,2569,3351,3672
3668,591.0,29.0,0.0,9.0,0.0,2569,3525,3672
3668,23.0,46.0,6.0,334.0,3.0,2575,98,3672
3668,809.0,591.0,22.0,1897.0,5.0,2575,725,3672
3668,124.0,39.0,1.0,134.0,1.0,2575,1089,3672
3668,16.0,24.0,15.0,1.0,0.0,2575,1206,3672
3668,29.0,4.0,1.0,6.0,1.0,2575,1326,3672
3668,947.0,965.0,54.0,1109.0,6.0,2575,1327,3672
3668,85.0,61.0,0.0,28.0,0.0,2575,1713,3672
3668,20.0,199.0,1.0,235.0,0.0,2575,2032,3672
3668,1121.0,2427.0,403.0,2044.0,208.0,2575,2104,3672
3668,20.0,13.0,3.0,13.0,0.0,2575,2352,3672
3668,4.0,0.0,0.0,6.0,0.0,2575,2447,3672
3668,430.0,726.0,58.0,750.0,14.0,2575,2585,3672
3668,893.0,1496.0,99.0,2819.0,12.0,2575,2644,3672
3668,97.0,115.0,4.0,487.0,1.0,2575,2763,3672
3668,79.0,1.0,1.0,6.0,0.0,2575,3269,3672
3668,53.0,98.0,14.0,76.0,0.0,2575,3290,3672
3668,13.0,7.0,0.0,0.0,0.0,2575,3350,3672
3668,175.0,192.0,10.0,835.0,0.0,2575,3351,3672
3668,152.0,14.0,0.0,5.0,0.0,2575,3525,3672
3668,1.0,1.0,0.0,1.0,0.0,2575,3553,3672
3668,1.0,0.0,0.0,0.0,0.0,2583,98,3672
3668,11.0,2.0,0.0,6.0,0.0,2583,725,3672
3668,3.0,0.0,0.0,0.0,0.0,2583,1326,3672
3668,4.0,2.0,0.0,0.0,0.0,2583,1327,3672
3668,3.0,1.0,0.0,0.0,0.0,2583,1713,3672
3668,1.0,0.0,0.0,0.0,0.0,2583,2585,3672
3668,6.0,2.0,0.0,19.0,0.0,2583,2644,3672
3668,1.0,0.0,0.0,0.0,0.0,2583,2763,3672
3668,1.0,0.0,0.0,4.0,0.0,2583,3350,3672
3668,1.0,0.0,0.0,0.0,0.0,2583,3351,3672
3668,1.0,0.0,0.0,1.0,0.0,2583,3553,3672
3668,5.0,0.0,0.0,0.0,0.0,2633,98,3672
3668,25.0,5.0,1.0,3.0,0.0,2633,725,3672
3668,2.0,0.0,0.0,0.0,0.0,2633,1089,3672
3668,15.0,11.0,5.0,15.0,0.0,2633,1326,3672
3668,26.0,1.0,0.0,20.0,0.0,2633,1327,3672
3668,3.0,0.0,0.0,0.0,0.0,2633,1713,3672
3668,12.0,0.0,0.0,9.0,0.0,2633,2104,3672
3668,13.0,6.0,0.0,11.0,0.0,2633,2585,3672
3668,24.0,7.0,0.0,35.0,0.0,2633,2644,3672
3668,1.0,0.0,0.0,0.0,0.0,2633,2763,3672
3668,1.0,1.0,0.0,1.0,0.0,2633,3290,3672
3668,1.0,0.0,0.0,0.0,0.0,2633,3350,3672
3668,2.0,0.0,0.0,0.0,0.0,2633,3351,3672
3668,1.0,0.0,0.0,0.0,0.0,2633,3525,3672
3668,2.0,1.0,0.0,0.0,0.0,2633,3553,3672
3668,1.0,0.0,0.0,0.0,0.0,2702,98,3672
3668,2.0,1.0,0.0,1.0,0.0,2702,1326,3672
3668,1.0,0.0,0.0,0.0,0.0,2702,1327,3672
3668,1.0,1.0,1.0,0.0,0.0,2702,2104,3672
3668,1.0,2.0,1.0,12.0,0.0,2702,2644,3672
3668,2.0,0.0,0.0,0.0,0.0,2766,725,3672
3668,1.0,0.0,0.0,0.0,0.0,2766,1326,3672
3668,2.0,0.0,0.0,3.0,0.0,2766,1327,3672
3668,1.0,5.0,0.0,0.0,0.0,2766,2104,3672
3668,1.0,1.0,0.0,2.0,0.0,2766,2352,3672
3668,5.0,16.0,0.0,1.0,0.0,2766,2585,3672
3668,3.0,65.0,0.0,5.0,0.0,2766,2644,3672
3668,2.0,46.0,0.0,0.0,0.0,2766,2763,3672
3668,1.0,1.0,0.0,0.0,0.0,2766,3350,3672
3668,3.0,17.0,0.0,42.0,0.0,2766,3351,3672
3668,4.0,102.0,0.0,0.0,0.0,2870,98,3672
3668,10.0,5.0,2.0,17.0,0.0,2870,725,3672
3668,11.0,9.0,0.0,19.0,0.0,2870,1327,3672
3668,1.0,2.0,0.0,0.0,0.0,2870,1713,3672
3668,1.0,0.0,0.0,0.0,0.0,2870,2104,3672
3668,1.0,2.0,0.0,0.0,0.0,2870,2352,3672
3668,1.0,0.0,0.0,0.0,0.0,2870,2585,3672
3668,9.0,4.0,0.0,3.0,0.0,2870,2644,3672
3668,10.0,16.0,0.0,0.0,0.0,2870,2763,3672
3668,7.0,17.0,0.0,78.0,0.0,2870,3351,3672
3668,3.0,1.0,0.0,0.0,0.0,2870,3525,3672
3668,1.0,0.0,0.0,1.0,0.0,2907,725,3672
3668,2.0,2.0,0.0,3.0,0.0,2907,1326,3672
3668,2.0,2.0,0.0,5.0,0.0,2907,2644,3672
3668,12.0,130.0,4.0,168.0,0.0,2916,98,3672
3668,193.0,269.0,44.0,312.0,1.0,2916,725,3672
3668,25.0,361.0,30.0,754.0,2.0,2916,1089,3672
3668,1.0,0.0,0.0,1.0,0.0,2916,1206,3672
3668,11.0,2.0,0.0,3.0,0.0,2916,1326,3672
3668,387.0,519.0,44.0,998.0,16.0,2916,1327,3672
3668,30.0,25.0,3.0,12.0,0.0,2916,1713,3672
3668,204.0,761.0,31.0,884.0,10.0,2916,2104,3672
3668,20.0,8.0,0.0,17.0,0.0,2916,2352,3672
3668,1.0,0.0,0.0,3.0,0.0,2916,2447,3672
3668,570.0,820.0,117.0,1245.0,8.0,2916,2585,3672
3668,264.0,779.0,16.0,1392.0,3.0,2916,2644,3672
3668,94.0,79.0,7.0,57.0,0.0,2916,2763,3672
3668,12.0,2.0,0.0,0.0,0.0,2916,3269,3672
3668,3.0,0.0,0.0,3.0,0.0,2916,3290,3672
3668,4.0,6.0,1.0,24.0,0.0,2916,3350,3672
3668,151.0,331.0,22.0,1323.0,5.0,2916,3351,3672
3668,43.0,31.0,0.0,44.0,1.0,2916,3525,3672
3668,2.0,2.0,0.0,1.0,0.0,2916,3553,3672
3668,13.0,213.0,0.0,82.0,0.0,2922,725,3672
3668,2.0,18.0,0.0,15.0,0.0,2922,1089,3672
3668,8.0,10.0,0.0,4.0,0.0,2922,1326,3672
3668,29.0,63.0,0.0,3.0,0.0,2922,1327,3672
3668,3.0,50.0,0.0,0.0,0.0,2922,2104,3672
3668,5.0,10.0,0.0,5.0,0.0,2922,2352,3672
3668,6.0,486.0,0.0,306.0,0.0,2922,2447,3672
3668,6.0,344.0,0.0,0.0,0.0,2922,2585,3672
3668,50.0,1781.0,6.0,357.0,0.0,2922,2644,3672
3668,11.0,125.0,0.0,0.0,0.0,2922,2763,3672
3668,12.0,18.0,0.0,137.0,0.0,2922,3351,3672
3668,2.0,0.0,0.0,0.0,0.0,2922,3525,3672
3668,9.0,62.0,0.0,32.0,0.0,2958,98,3672
3668,15.0,53.0,10.0,66.0,1.0,2958,725,3672
3668,3.0,2.0,0.0,3.0,0.0,2958,1089,3672
3668,3.0,9.0,4.0,5.0,1.0,2958,1326,3672
3668,6.0,13.0,4.0,91.0,7.0,2958,1327,3672
3668,1.0,1.0,0.0,1.0,0.0,2958,1713,3672
3668,36.0,81.0,26.0,493.0,1.0,2958,2104,3672
3668,55.0,106.0,39.0,207.0,6.0,2958,2585,3672
3668,39.0,68.0,6.0,211.0,0.0,2958,2644,3672
3668,14.0,75.0,5.0,275.0,0.0,2958,2763,3672
3668,1.0,3.0,0.0,1.0,0.0,2958,3350,3672
3668,3.0,4.0,2.0,8.0,0.0,2958,3525,3672
3668,1.0,0.0,0.0,0.0,0.0,2990,98,3672
3668,6.0,15.0,2.0,1.0,0.0,2990,725,3672
3668,1.0,1.0,0.0,0.0,0.0,2990,1089,3672
3668,1.0,0.0,0.0,0.0,0.0,2990,1326,3672
3668,15.0,18.0,0.0,20.0,0.0,2990,1327,3672
3668,20.0,33.0,2.0,58.0,0.0,2990,2104,3672
3668,7.0,16.0,0.0,24.0,0.0,2990,2585,3672
3668,19.0,101.0,0.0,58.0,0.0,2990,2644,3672
3668,1.0,2.0,0.0,50.0,0.0,2990,2763,3672
3668,1.0,0.0,0.0,0.0,0.0,2990,3290,3672
3668,1.0,5.0,0.0,4.0,0.0,2990,3350,3672
3668,9.0,15.0,0.0,40.0,0.0,2990,3351,3672
3668,1.0,0.0,0.0,0.0,0.0,2990,3525,3672
3668,3.0,2.0,1.0,0.0,0.0,3000,1326,3672
3668,1.0,0.0,0.0,0.0,0.0,3000,1327,3672
3668,5.0,0.0,0.0,7.0,0.0,3000,2585,3672
3668,2.0,1.0,0.0,1.0,0.0,3000,2644,3672
3668,1.0,0.0,0.0,1.0,0.0,3001,1326,3672
3668,4.0,1.0,0.0,0.0,0.0,3001,1327,3672
3668,1.0,0.0,0.0,4.0,2.0,3001,2104,3672
3668,4.0,1.0,0.0,0.0,0.0,3001,2585,3672
3668,1.0,1.0,0.0,0.0,0.0,3001,2644,3672
