category,id,nattacks,nkilled,nkilledter,nwounded,nwoundedter,subcategory,year
Target Type,ARG,1,0,0,0,0,Abortion Related,1983
Target Type,CAN,1,0,0,0,0,Abortion Related,1992
Target Type,CAN,1,0,0,1,0,Abortion Related,1994
Target Type,CAN,1,0,0,1,0,Abortion Related,1995
Target Type,CAN,1,0,0,1,0,Abortion Related,1997
Target Type,CAN,1,0,0,1,0,Abortion Related,2000
Target Type,DEU,3,0,0,1,0,Abortion Related,1980
Target Type,GBR,1,0,0,1,0,Abortion Related,1994
Target Type,USA,3,0,0,0,0,Abortion Related,1977
Target Type,USA,5,0,0,1,0,Abortion Related,1978
Target Type,USA,1,0,0,1,0,Abortion Related,1979
Target Type,USA,7,0,0,0,0,Abortion Related,1982
Target Type,USA,2,0,0,0,0,Abortion Related,1983
Target Type,USA,27,0,0,0,0,Abortion Related,1984
Target Type,USA,14,0,0,2,0,Abortion Related,1985
Target Type,USA,13,0,0,2,0,Abortion Related,1986
Target Type,USA,10,0,0,0,0,Abortion Related,1987
Target Type,USA,6,0,0,0,0,Abortion Related,1988
Target Type,USA,8,0,0,0,0,Abortion Related,1989
Target Type,USA,7,0,0,0,0,Abortion Related,1990
Target Type,USA,12,0,0,4,0,Abortion Related,1991
Target Type,USA,17,0,0,3,0,Abortion Related,1992
Target Type,USA,15,4,0,6,0,Abortion Related,1994
Target Type,USA,21,0,0,4,1,Abortion Related,1995
Target Type,USA,11,0,0,1,0,Abortion Related,1996
Target Type,USA,16,0,0,6,0,Abortion Related,1997
Target Type,USA,9,2,0,1,0,Abortion Related,1998
Target Type,USA,9,0,0,0,0,Abortion Related,1999
Target Type,USA,5,0,0,0,0,Abortion Related,2000
Target Type,USA,2,0,0,0,0,Abortion Related,2001
Target Type,USA,2,0,0,0,0,Abortion Related,2003
Target Type,USA,1,0,0,0,0,Abortion Related,2004
Target Type,USA,3,0,0,0,0,Abortion Related,2005
Target Type,USA,3,0,0,0,0,Abortion Related,2007
Target Type,USA,2,0,0,0,0,Abortion Related,2008
Target Type,USA,1,1,0,0,0,Abortion Related,2009
Target Type,USA,4,0,0,0,0,Abortion Related,2012
Target Type,USA,2,0,0,0,0,Abortion Related,2013
Target Type,USA,5,3,0,9,0,Abortion Related,2015
Target Type,AFG,1,0,0,1,0,Airports & Aircraft,1973
Target Type,AFG,1,29,0,0,0,Airports & Aircraft,1988
Target Type,AFG,2,0,0,0,0,Airports & Aircraft,1992
Target Type,AFG,3,0,0,0,0,Airports & Aircraft,1995
Target Type,AFG,1,0,0,0,0,Airports & Aircraft,2000
Target Type,AFG,2,0,0,0,0,Airports & Aircraft,2002
Target Type,AFG,1,0,0,0,0,Airports & Aircraft,2003
Target Type,AFG,1,0,0,0,0,Airports & Aircraft,2004
Target Type,AFG,2,0,0,0,0,Airports & Aircraft,2005
Target Type,AFG,1,4,0,2,0,Airports & Aircraft,2006
Target Type,AFG,5,0,0,1,0,Airports & Aircraft,2008
Target Type,AFG,9,15,2,19,0,Airports & Aircraft,2009
Target Type,AFG,6,6,6,3,0,Airports & Aircraft,2010
Target Type,AFG,6,10,10,0,0,Airports & Aircraft,2011
Target Type,AFG,8,21,4,26,0,Airports & Aircraft,2012
Target Type,AFG,4,9,7,10,0,Airports & Aircraft,2013
Target Type,AFG,5,6,6,1,1,Airports & Aircraft,2014
Target Type,AFG,2,0,0,0,0,Airports & Aircraft,2015
Target Type,AGO,1,36,0,0,0,Airports & Aircraft,1986
Target Type,AGO,1,0,0,2,0,Airports & Aircraft,1990
Target Type,AGO,2,9,0,0,0,Airports & Aircraft,1991
Target Type,AGO,2,4,0,0,0,Airports & Aircraft,1992
Target Type,AGO,2,1,0,0,0,Airports & Aircraft,1999
Target Type,AGO,2,24,0,0,0,Airports & Aircraft,2001
Target Type,ARE,1,1,0,2,0,Airports & Aircraft,1974
Target Type,ARE,1,111,0,0,0,Airports & Aircraft,1983
Target Type,ARE,1,0,0,0,0,Airports & Aircraft,1985
Target Type,ARE,1,0,0,0,0,Airports & Aircraft,1995
Target Type,ARE,1,0,0,0,0,Airports & Aircraft,2010
Target Type,ARG,2,0,0,0,0,Airports & Aircraft,1973
Target Type,ARG,1,0,0,0,0,Airports & Aircraft,1978
Target Type,ARG,1,0,0,0,0,Airports & Aircraft,1994
Target Type,ARG,1,0,0,0,0,Airports & Aircraft,2009
Target Type,ARG,2,0,0,0,0,Airports & Aircraft,2010
Target Type,AUS,1,0,0,0,0,Airports & Aircraft,1974
Target Type,AUS,1,1,0,1,0,Airports & Aircraft,1992
Target Type,AUT,1,4,0,5,0,Airports & Aircraft,1972
Target Type,AUT,2,0,0,0,0,Airports & Aircraft,1982
Target Type,AUT,1,0,0,0,0,Airports & Aircraft,1984
Target Type,AUT,1,4,1,38,2,Airports & Aircraft,1985
Target Type,AUT,2,0,0,0,0,Airports & Aircraft,1986
Target Type,AUT,1,0,0,0,0,Airports & Aircraft,1987
Target Type,AUT,1,0,0,0,0,Airports & Aircraft,1992
Target Type,AUT,1,0,0,0,0,Airports & Aircraft,1995
Target Type,AUT,1,0,0,0,0,Airports & Aircraft,1997
Target Type,AZE,1,0,0,10,0,Airports & Aircraft,1992
Target Type,BDI,1,0,0,2,0,Airports & Aircraft,2000
Target Type,BEL,3,0,0,1,0,Airports & Aircraft,1974
Target Type,BEL,2,0,0,24,0,Airports & Aircraft,1979
Target Type,BEL,3,0,0,0,0,Airports & Aircraft,1980
Target Type,BEL,2,0,0,1,0,Airports & Aircraft,1983
Target Type,BEL,2,0,0,0,0,Airports & Aircraft,1991
Target Type,BEL,1,0,0,0,0,Airports & Aircraft,1992
Target Type,BEL,1,0,0,0,0,Airports & Aircraft,2003
Target Type,BGD,1,0,0,0,0,Airports & Aircraft,1989
Target Type,BGD,1,0,0,0,0,Airports & Aircraft,1992
Target Type,BGD,1,0,0,0,0,Airports & Aircraft,2015
Target Type,BGR,1,0,0,0,0,Airports & Aircraft,1984
Target Type,BGR,1,0,0,0,0,Airports & Aircraft,1991
Target Type,BGR,1,0,0,1,0,Airports & Aircraft,1996
Target Type,BHR,1,0,0,0,0,Airports & Aircraft,1979
Target Type,BOL,1,0,0,0,0,Airports & Aircraft,1983
Target Type,BOL,1,0,0,0,0,Airports & Aircraft,1986
Target Type,BOL,3,0,0,0,0,Airports & Aircraft,1991
Target Type,BRA,1,0,0,0,0,Airports & Aircraft,1970
Target Type,BRA,1,0,0,15,0,Airports & Aircraft,1973
Target Type,BRA,1,0,0,0,0,Airports & Aircraft,1982
Target Type,BRA,1,0,0,0,0,Airports & Aircraft,1991
Target Type,BRA,2,1,0,0,0,Airports & Aircraft,1997
Target Type,BRB,2,73,0,0,0,Airports & Aircraft,1976
Target Type,CAN,1,329,0,0,0,Airports & Aircraft,1985
Target Type,CHE,3,47,0,0,0,Airports & Aircraft,1970
Target Type,CHE,1,0,0,0,0,Airports & Aircraft,1977
Target Type,CHE,1,0,0,0,0,Airports & Aircraft,1978
Target Type,CHE,2,0,0,0,0,Airports & Aircraft,1980
Target Type,CHE,3,0,0,6,0,Airports & Aircraft,1981
Target Type,CHE,1,1,0,0,0,Airports & Aircraft,1987
Target Type,CHE,1,0,0,5,0,Airports & Aircraft,1988
Target Type,CHE,1,0,0,0,0,Airports & Aircraft,2001
Target Type,CHL,1,0,0,1,0,Airports & Aircraft,1976
Target Type,CHL,1,0,0,0,0,Airports & Aircraft,1977
Target Type,CHL,2,0,0,0,0,Airports & Aircraft,1983
Target Type,CHL,1,0,0,0,0,Airports & Aircraft,1985
Target Type,CHN,2,0,0,1,0,Airports & Aircraft,1989
Target Type,CHN,3,0,0,0,0,Airports & Aircraft,1994
Target Type,CHN,1,0,0,0,0,Airports & Aircraft,1995
Target Type,CHN,1,0,0,0,0,Airports & Aircraft,1996
Target Type,CHN,1,0,0,0,0,Airports & Aircraft,1997
Target Type,CHN,1,0,0,1,0,Airports & Aircraft,2000
Target Type,CHN,1,0,0,0,0,Airports & Aircraft,2002
Target Type,CHN,1,0,0,10,0,Airports & Aircraft,2012
Target Type,CHN,1,0,0,1,0,Airports & Aircraft,2014
Target Type,CHN,1,0,0,2,0,Airports & Aircraft,2015
Target Type,COD,1,1,0,0,0,Airports & Aircraft,1992
Target Type,COD,1,1,0,1,0,Airports & Aircraft,1997
Target Type,COD,1,0,0,0,0,Airports & Aircraft,1998
Target Type,COD,1,1,0,0,0,Airports & Aircraft,2002
Target Type,COD,3,5,2,1,0,Airports & Aircraft,2010
Target Type,COD,1,3,0,0,0,Airports & Aircraft,2012
Target Type,COD,1,16,16,1,0,Airports & Aircraft,2013
Target Type,COD,1,7,3,9,3,Airports & Aircraft,2015
Target Type,COL,1,0,0,0,0,Airports & Aircraft,1973
Target Type,COL,2,0,0,0,0,Airports & Aircraft,1977
Target Type,COL,2,0,0,0,0,Airports & Aircraft,1978
Target Type,COL,1,0,0,0,0,Airports & Aircraft,1979
Target Type,COL,1,0,0,0,0,Airports & Aircraft,1980
Target Type,COL,3,0,0,0,0,Airports & Aircraft,1981
Target Type,COL,2,0,0,0,0,Airports & Aircraft,1982
Target Type,COL,1,0,0,0,0,Airports & Aircraft,1983
Target Type,COL,1,2,0,11,0,Airports & Aircraft,1984
Target Type,COL,3,0,0,0,0,Airports & Aircraft,1985
Target Type,COL,1,0,0,0,0,Airports & Aircraft,1986
Target Type,COL,2,0,0,0,0,Airports & Aircraft,1988
Target Type,COL,8,110,0,15,0,Airports & Aircraft,1989
Target Type,COL,1,0,0,0,0,Airports & Aircraft,1990
Target Type,COL,5,0,0,2,0,Airports & Aircraft,1991
Target Type,COL,9,1,0,0,0,Airports & Aircraft,1992
Target Type,COL,3,0,0,0,0,Airports & Aircraft,1994
Target Type,COL,1,1,0,0,0,Airports & Aircraft,1996
Target Type,COL,4,1,0,1,0,Airports & Aircraft,1997
Target Type,COL,2,0,0,9,0,Airports & Aircraft,1998
Target Type,COL,2,0,0,0,0,Airports & Aircraft,1999
Target Type,COL,2,0,0,0,0,Airports & Aircraft,2001
Target Type,COL,2,0,0,16,0,Airports & Aircraft,2002
Target Type,COL,1,0,0,1,0,Airports & Aircraft,2009
Target Type,COL,1,0,0,0,0,Airports & Aircraft,2010
Target Type,COL,2,1,0,0,0,Airports & Aircraft,2012
Target Type,COL,2,0,0,0,0,Airports & Aircraft,2013
Target Type,CRI,1,0,0,3,0,Airports & Aircraft,1976
Target Type,CRI,2,0,0,0,0,Airports & Aircraft,1977
Target Type,CRI,1,0,0,0,0,Airports & Aircraft,1981
Target Type,CRI,1,0,0,0,0,Airports & Aircraft,1982
Target Type,CUB,1,0,0,0,0,Airports & Aircraft,1992
Target Type,CUB,2,0,0,0,0,Airports & Aircraft,1997
Target Type,CUB,1,1,0,0,0,Airports & Aircraft,2007
Target Type,CYP,1,1,1,0,0,Airports & Aircraft,1973
Target Type,CYP,2,0,0,0,0,Airports & Aircraft,1979
Target Type,CYP,2,3,3,4,0,Airports & Aircraft,1984
Target Type,CYP,4,1,0,0,0,Airports & Aircraft,1985
Target Type,CYP,1,0,0,0,0,Airports & Aircraft,1989
Target Type,CYP,1,0,0,0,0,Airports & Aircraft,1991
Target Type,CZE,2,0,0,0,0,Airports & Aircraft,1989
Target Type,DEU,3,1,0,0,0,Airports & Aircraft,1970
Target Type,DEU,1,1,1,0,0,Airports & Aircraft,1972
Target Type,DEU,1,0,0,0,0,Airports & Aircraft,1974
Target Type,DEU,1,0,0,0,0,Airports & Aircraft,1975
Target Type,DEU,1,0,0,0,0,Airports & Aircraft,1976
Target Type,DEU,1,0,0,0,0,Airports & Aircraft,1977
Target Type,DEU,1,0,0,0,0,Airports & Aircraft,1978
Target Type,DEU,4,0,0,0,0,Airports & Aircraft,1979
Target Type,DEU,2,0,0,7,0,Airports & Aircraft,1982
Target Type,DEU,2,0,0,2,0,Airports & Aircraft,1984
Target Type,DEU,2,3,0,42,0,Airports & Aircraft,1985
Target Type,DEU,1,0,0,0,0,Airports & Aircraft,1986
Target Type,DEU,1,0,0,0,0,Airports & Aircraft,1987
Target Type,DEU,2,0,0,0,0,Airports & Aircraft,1991
Target Type,DEU,3,0,0,0,0,Airports & Aircraft,1992
Target Type,DJI,1,0,0,0,0,Airports & Aircraft,1992
Target Type,DNK,1,0,0,2,0,Airports & Aircraft,1979
Target Type,DNK,5,0,0,5,0,Airports & Aircraft,1981
Target Type,DNK,1,1,0,3,0,Airports & Aircraft,1985
Target Type,DNK,1,0,0,0,0,Airports & Aircraft,1991
Target Type,DNK,1,0,0,0,0,Airports & Aircraft,1992
Target Type,DNK,1,0,0,0,0,Airports & Aircraft,1995
Target Type,DZA,7,0,0,0,0,Airports & Aircraft,1991
Target Type,DZA,5,9,0,100,0,Airports & Aircraft,1992
Target Type,DZA,3,3,0,0,0,Airports & Aircraft,1994
Target Type,DZA,1,0,0,0,0,Airports & Aircraft,1996
Target Type,DZA,1,0,0,0,0,Airports & Aircraft,2007
Target Type,ECU,1,0,0,0,0,Airports & Aircraft,1991
Target Type,EGY,1,0,0,2,0,Airports & Aircraft,1970
Target Type,EGY,1,0,0,0,0,Airports & Aircraft,1972
Target Type,EGY,3,2,0,3,0,Airports & Aircraft,1981
Target Type,EGY,1,0,0,0,0,Airports & Aircraft,1996
Target Type,EGY,1,1,0,6,0,Airports & Aircraft,2013
Target Type,EGY,1,0,0,0,0,Airports & Aircraft,2014
Target Type,EGY,2,224,0,0,0,Airports & Aircraft,2015
Target Type,ESP,2,0,0,0,0,Airports & Aircraft,1971
Target Type,ESP,2,0,0,0,0,Airports & Aircraft,1973
Target Type,ESP,1,0,0,0,0,Airports & Aircraft,1974
Target Type,ESP,1,0,0,0,0,Airports & Aircraft,1975
Target Type,ESP,1,0,0,0,0,Airports & Aircraft,1976
Target Type,ESP,4,4,3,11,1,Airports & Aircraft,1977
Target Type,ESP,5,0,0,0,0,Airports & Aircraft,1978
Target Type,ESP,9,2,0,9,0,Airports & Aircraft,1979
Target Type,ESP,7,0,0,25,0,Airports & Aircraft,1980
Target Type,ESP,1,0,0,3,0,Airports & Aircraft,1981
Target Type,ESP,2,0,0,0,0,Airports & Aircraft,1982
Target Type,ESP,2,1,0,29,0,Airports & Aircraft,1985
Target Type,ESP,1,0,0,13,0,Airports & Aircraft,1986
Target Type,ESP,1,0,0,0,0,Airports & Aircraft,1992
Target Type,ESP,1,0,0,0,0,Airports & Aircraft,1995
Target Type,ESP,2,0,0,35,0,Airports & Aircraft,1996
Target Type,ESP,1,0,0,0,0,Airports & Aircraft,1997
Target Type,ESP,2,0,0,0,0,Airports & Aircraft,2001
Target Type,ESP,1,0,0,0,0,Airports & Aircraft,2003
Target Type,ESP,1,0,0,0,0,Airports & Aircraft,2005
Target Type,ETH,1,0,0,0,0,Airports & Aircraft,1971
Target Type,ETH,1,3,2,0,0,Airports & Aircraft,1977
Target Type,ETH,1,0,0,0,0,Airports & Aircraft,1979
Target Type,ETH,1,0,0,0,0,Airports & Aircraft,1990
Target Type,ETH,2,0,0,0,0,Airports & Aircraft,1991
Target Type,ETH,1,0,0,0,0,Airports & Aircraft,1992
Target Type,ETH,1,0,0,0,0,Airports & Aircraft,1994
Target Type,ETH,1,0,0,0,0,Airports & Aircraft,1995
Target Type,ETH,1,123,1,0,0,Airports & Aircraft,1996
Target Type,ETH,1,0,0,0,0,Airports & Aircraft,2013
Target Type,FRA,3,0,0,0,0,Airports & Aircraft,1972
Target Type,FRA,1,0,0,0,0,Airports & Aircraft,1973
Target Type,FRA,3,0,0,0,0,Airports & Aircraft,1974
Target Type,FRA,4,0,0,23,0,Airports & Aircraft,1975
Target Type,FRA,5,0,0,0,0,Airports & Aircraft,1976
Target Type,FRA,1,0,0,0,0,Airports & Aircraft,1977
Target Type,FRA,1,5,3,3,0,Airports & Aircraft,1978
Target Type,FRA,8,0,0,6,0,Airports & Aircraft,1979
Target Type,FRA,3,0,0,7,0,Airports & Aircraft,1980
Target Type,FRA,9,1,0,7,0,Airports & Aircraft,1981
Target Type,FRA,2,0,0,0,0,Airports & Aircraft,1982
Target Type,FRA,7,8,0,58,0,Airports & Aircraft,1983
Target Type,FRA,3,0,0,1,0,Airports & Aircraft,1984
Target Type,FRA,1,0,0,0,0,Airports & Aircraft,1987
Target Type,FRA,2,1,0,0,0,Airports & Aircraft,1992
Target Type,FRA,2,0,0,0,0,Airports & Aircraft,1996
Target Type,FRA,4,0,0,0,0,Airports & Aircraft,1997
Target Type,FRA,1,0,0,0,0,Airports & Aircraft,1999
Target Type,FRA,1,0,0,1,0,Airports & Aircraft,2001
Target Type,FRA,1,0,0,0,0,Airports & Aircraft,2006
Target Type,GBR,1,0,0,0,0,Airports & Aircraft,1970
Target Type,GBR,1,0,0,3,0,Airports & Aircraft,1974
Target Type,GBR,1,0,0,0,0,Airports & Aircraft,1976
Target Type,GBR,1,0,0,0,0,Airports & Aircraft,1977
Target Type,GBR,1,0,0,0,0,Airports & Aircraft,1978
Target Type,GBR,1,0,0,1,0,Airports & Aircraft,1979
Target Type,GBR,1,0,0,0,0,Airports & Aircraft,1980
Target Type,GBR,1,0,0,22,0,Airports & Aircraft,1984
Target Type,GBR,2,0,0,1,0,Airports & Aircraft,1986
Target Type,GBR,1,270,0,0,0,Airports & Aircraft,1988
Target Type,GBR,3,0,0,0,0,Airports & Aircraft,1989
Target Type,GBR,3,0,0,0,0,Airports & Aircraft,1990
Target Type,GBR,3,0,0,0,0,Airports & Aircraft,1991
Target Type,GBR,2,0,0,0,0,Airports & Aircraft,1992
Target Type,GBR,3,0,0,0,0,Airports & Aircraft,1994
Target Type,GBR,1,0,0,0,0,Airports & Aircraft,2001
Target Type,GBR,1,1,1,2,1,Airports & Aircraft,2007
Target Type,GBR,1,0,0,0,0,Airports & Aircraft,2010
Target Type,GEO,1,2,0,8,0,Airports & Aircraft,2008
Target Type,GHA,1,0,0,0,0,Airports & Aircraft,1992
Target Type,GLP,2,1,0,1,0,Airports & Aircraft,1980
Target Type,GLP,1,0,0,0,0,Airports & Aircraft,1983
Target Type,GRC,1,0,0,0,0,Airports & Aircraft,1970
Target Type,GRC,1,5,0,55,0,Airports & Aircraft,1973
Target Type,GRC,1,88,0,0,0,Airports & Aircraft,1974
Target Type,GRC,1,13,7,0,0,Airports & Aircraft,1976
Target Type,GRC,1,1,1,0,0,Airports & Aircraft,1982
Target Type,GRC,1,0,0,0,0,Airports & Aircraft,1983
Target Type,GRC,1,0,0,0,0,Airports & Aircraft,1984
Target Type,GRC,7,61,1,40,2,Airports & Aircraft,1985
Target Type,GRC,2,4,0,9,0,Airports & Aircraft,1986
Target Type,GRC,3,7,0,7,0,Airports & Aircraft,1991
Target Type,GRC,1,0,0,0,0,Airports & Aircraft,1994
Target Type,GRC,1,0,0,0,0,Airports & Aircraft,1995
Target Type,GRC,1,0,0,0,0,Airports & Aircraft,1996
Target Type,GRC,1,0,0,0,0,Airports & Aircraft,1997
Target Type,GRC,1,0,0,0,0,Airports & Aircraft,1998
Target Type,GTM,1,0,0,0,0,Airports & Aircraft,1978
Target Type,GTM,2,0,0,0,0,Airports & Aircraft,1980
Target Type,GTM,3,1,0,3,0,Airports & Aircraft,1981
Target Type,GTM,1,0,0,0,0,Airports & Aircraft,1982
Target Type,GTM,1,0,0,0,0,Airports & Aircraft,1983
Target Type,GTM,1,0,0,0,0,Airports & Aircraft,1984
Target Type,GTM,1,4,0,0,0,Airports & Aircraft,1985
Target Type,GTM,2,7,0,0,0,Airports & Aircraft,1986
Target Type,GTM,1,0,0,0,0,Airports & Aircraft,1988
Target Type,GTM,1,0,0,0,0,Airports & Aircraft,1990
Target Type,GTM,1,0,0,0,0,Airports & Aircraft,1994
Target Type,HND,1,0,0,0,0,Airports & Aircraft,1981
Target Type,HND,4,0,0,6,0,Airports & Aircraft,1982
Target Type,HND,2,0,0,0,0,Airports & Aircraft,1983
Target Type,HND,1,0,0,0,0,Airports & Aircraft,1984
Target Type,HTI,2,0,0,0,0,Airports & Aircraft,1974
Target Type,HTI,1,0,0,0,0,Airports & Aircraft,1989
Target Type,IDN,1,4,4,0,0,Airports & Aircraft,1981
Target Type,IDN,1,0,0,0,0,Airports & Aircraft,2000
Target Type,IDN,1,1,0,4,0,Airports & Aircraft,2012
Target Type,IND,1,0,0,0,0,Airports & Aircraft,1972
Target Type,IND,1,0,0,0,0,Airports & Aircraft,1976
Target Type,IND,1,0,0,0,0,Airports & Aircraft,1977
Target Type,IND,1,0,0,0,0,Airports & Aircraft,1981
Target Type,IND,1,1,1,1,0,Airports & Aircraft,1982
Target Type,IND,3,0,0,1,0,Airports & Aircraft,1983
Target Type,IND,2,31,0,19,0,Airports & Aircraft,1984
Target Type,IND,2,0,0,0,0,Airports & Aircraft,1987
Target Type,IND,1,0,0,1,0,Airports & Aircraft,1988
Target Type,IND,2,11,0,0,0,Airports & Aircraft,1989
Target Type,IND,1,0,0,0,0,Airports & Aircraft,1990
Target Type,IND,2,0,0,13,0,Airports & Aircraft,1991
Target Type,IND,1,0,0,0,0,Airports & Aircraft,1992
Target Type,IND,1,0,0,0,0,Airports & Aircraft,1994
Target Type,IND,1,1,0,1,0,Airports & Aircraft,1995
Target Type,IND,1,0,0,0,0,Airports & Aircraft,1997
Target Type,IND,1,11,6,14,0,Airports & Aircraft,2001
Target Type,IND,1,0,0,1,0,Airports & Aircraft,2002
Target Type,IND,1,0,0,0,0,Airports & Aircraft,2010
Target Type,IRL,1,1,0,0,0,Airports & Aircraft,1975
Target Type,IRL,1,0,0,0,0,Airports & Aircraft,1981
Target Type,IRL,1,0,0,0,0,Airports & Aircraft,1982
Target Type,IRN,3,0,0,1,0,Airports & Aircraft,1970
Target Type,IRN,1,0,0,0,0,Airports & Aircraft,1973
Target Type,IRN,1,0,0,0,0,Airports & Aircraft,1976
Target Type,IRN,1,1,0,0,0,Airports & Aircraft,1978
Target Type,IRN,2,0,0,0,0,Airports & Aircraft,1979
Target Type,IRN,1,0,0,0,0,Airports & Aircraft,1980
Target Type,IRN,3,0,0,0,0,Airports & Aircraft,1981
Target Type,IRN,3,0,0,1,0,Airports & Aircraft,1983
Target Type,IRN,1,4,0,0,0,Airports & Aircraft,1990
Target Type,IRN,1,0,0,1,0,Airports & Aircraft,1995
Target Type,IRN,1,0,0,0,0,Airports & Aircraft,1999
Target Type,IRN,1,0,0,0,0,Airports & Aircraft,2000
Target Type,IRN,1,0,0,0,0,Airports & Aircraft,2005
Target Type,IRN,1,0,0,0,0,Airports & Aircraft,2009
Target Type,IRQ,1,0,0,1,1,Airports & Aircraft,1975
Target Type,IRQ,1,10,0,285,0,Airports & Aircraft,1976
Target Type,IRQ,1,0,0,0,0,Airports & Aircraft,1980
Target Type,IRQ,2,1,0,0,0,Airports & Aircraft,1983
Target Type,IRQ,1,1,0,4,0,Airports & Aircraft,1988
Target Type,IRQ,1,2,1,7,0,Airports & Aircraft,2004
Target Type,IRQ,2,14,2,0,0,Airports & Aircraft,2006
Target Type,IRQ,1,4,0,9,0,Airports & Aircraft,2007
Target Type,IRQ,4,0,0,0,0,Airports & Aircraft,2008
Target Type,IRQ,2,1,0,0,0,Airports & Aircraft,2009
Target Type,IRQ,5,0,0,0,0,Airports & Aircraft,2011
Target Type,IRQ,1,0,0,0,0,Airports & Aircraft,2013
Target Type,IRQ,4,0,0,0,0,Airports & Aircraft,2014
Target Type,IRQ,4,0,0,2,0,Airports & Aircraft,2015
Target Type,ISR,1,1,1,0,0,Airports & Aircraft,1970
Target Type,ISR,1,26,0,72,0,Airports & Aircraft,1972
Target Type,ISR,1,0,0,0,0,Airports & Aircraft,1982
Target Type,ISR,1,0,0,0,0,Airports & Aircraft,1986
Target Type,ISR,1,0,0,0,0,Airports & Aircraft,2002
Target Type,ISR,1,0,0,0,0,Airports & Aircraft,2014
Target Type,ITA,2,0,0,0,0,Airports & Aircraft,1970
Target Type,ITA,2,0,0,0,0,Airports & Aircraft,1971
Target Type,ITA,1,0,0,4,0,Airports & Aircraft,1972
Target Type,ITA,4,62,0,50,0,Airports & Aircraft,1973
Target Type,ITA,5,0,0,0,0,Airports & Aircraft,1976
Target Type,ITA,5,0,0,0,0,Airports & Aircraft,1977
Target Type,ITA,1,0,0,0,0,Airports & Aircraft,1978
Target Type,ITA,7,0,0,16,0,Airports & Aircraft,1979
Target Type,ITA,10,12,0,30,0,Airports & Aircraft,1980
Target Type,ITA,4,0,0,4,0,Airports & Aircraft,1981
Target Type,ITA,1,0,0,0,0,Airports & Aircraft,1982
Target Type,ITA,5,16,3,118,0,Airports & Aircraft,1985
Target Type,ITA,4,0,0,0,0,Airports & Aircraft,1991
Target Type,ITA,1,0,0,0,0,Airports & Aircraft,1992
Target Type,ITA,1,0,0,0,0,Airports & Aircraft,1999
Target Type,ITA,1,0,0,0,0,Airports & Aircraft,2002
Target Type,ITA,1,0,0,0,0,Airports & Aircraft,2003
Target Type,JAM,1,0,0,0,0,Airports & Aircraft,1976
Target Type,JOR,1,0,0,0,0,Airports & Aircraft,1971
Target Type,JPN,1,0,0,0,0,Airports & Aircraft,1970
Target Type,JPN,1,0,0,0,0,Airports & Aircraft,1974
Target Type,JPN,10,0,0,50,0,Airports & Aircraft,1978
Target Type,JPN,3,0,0,0,0,Airports & Aircraft,1979
Target Type,JPN,2,2,0,1,0,Airports & Aircraft,1983
Target Type,JPN,3,0,0,0,0,Airports & Aircraft,1984
Target Type,JPN,7,2,0,7,0,Airports & Aircraft,1985
Target Type,JPN,1,0,0,1,0,Airports & Aircraft,1987
Target Type,JPN,1,0,0,0,0,Airports & Aircraft,1988
Target Type,JPN,1,0,0,0,0,Airports & Aircraft,1989
Target Type,JPN,4,0,0,0,0,Airports & Aircraft,1990
Target Type,JPN,1,0,0,0,0,Airports & Aircraft,1991
Target Type,JPN,2,0,0,0,0,Airports & Aircraft,1992
Target Type,JPN,2,0,0,0,0,Airports & Aircraft,1995
Target Type,JPN,1,0,0,1,0,Airports & Aircraft,1998
Target Type,JPN,2,0,0,0,0,Airports & Aircraft,1999
Target Type,KEN,1,0,0,0,0,Airports & Aircraft,1976
Target Type,KEN,1,4,0,0,0,Airports & Aircraft,1978
Target Type,KEN,1,0,0,0,0,Airports & Aircraft,2002
Target Type,KEN,2,0,0,0,0,Airports & Aircraft,2014
Target Type,KHM,1,1,0,0,0,Airports & Aircraft,1994
Target Type,KOR,1,5,0,19,0,Airports & Aircraft,1986
Target Type,KWT,1,0,0,0,0,Airports & Aircraft,1976
Target Type,KWT,1,0,0,0,0,Airports & Aircraft,1980
Target Type,KWT,1,1,0,0,0,Airports & Aircraft,1983
Target Type,KWT,1,4,0,2,0,Airports & Aircraft,1984
Target Type,KWT,1,0,0,0,0,Airports & Aircraft,1987
Target Type,KWT,2,2,0,1,0,Airports & Aircraft,1988
Target Type,LAO,2,1,0,4,0,Airports & Aircraft,2000
Target Type,LBN,1,0,0,0,0,Airports & Aircraft,1971
Target Type,LBN,2,0,0,0,0,Airports & Aircraft,1972
Target Type,LBN,1,0,0,0,0,Airports & Aircraft,1973
Target Type,LBN,2,0,0,0,0,Airports & Aircraft,1974
Target Type,LBN,4,6,0,28,0,Airports & Aircraft,1975
Target Type,LBN,1,0,0,1,0,Airports & Aircraft,1978
Target Type,LBN,4,0,0,0,0,Airports & Aircraft,1979
Target Type,LBN,13,0,0,0,0,Airports & Aircraft,1980
Target Type,LBN,7,0,0,0,0,Airports & Aircraft,1981
Target Type,LBN,5,0,0,3,0,Airports & Aircraft,1982
Target Type,LBN,3,0,0,3,0,Airports & Aircraft,1983
Target Type,LBN,4,0,0,0,0,Airports & Aircraft,1985
Target Type,LBN,1,0,0,0,0,Airports & Aircraft,1986
Target Type,LBN,4,5,0,70,0,Airports & Aircraft,1987
Target Type,LBN,1,0,0,0,0,Airports & Aircraft,1988
