lon,lat,k,type
-80.2019685039,16.5537795276,5,3438
33.6973394495,25.9941743119,5,3438
132.931940299,16.2834328358,5,3438
5.98711111111,48.7122962963,5,3438
74.388968254,27.9306746032,5,3438
74.388968254,27.9306746032,6,3438
33.6973394495,25.9941743119,6,3438
-65.32,-15.7177272727,6,3438
5.98711111111,48.7122962963,6,3438
132.931940299,16.2834328358,6,3438
-88.0912048193,33.6615662651,6,3438
-80.4393939394,6.25948051948,2,1450
43.9402034884,28.4311046512,2,1450
-80.4393939394,6.25948051948,3,1450
90.7860550459,21.91,3,1450
22.2117021277,31.455787234,3,1450
-83.5434513274,15.422359882,4,1450
22.2117021277,31.455787234,4,1450
90.7860550459,21.91,4,1450
-71.8843089431,-18.9943089431,4,1450
7.06333333333,38.2029365079,5,1450
-83.5434513274,15.422359882,5,1450
52.3055932203,25.9425988701,5,1450
121.155121951,9.14365853659,5,1450
-71.8843089431,-18.9943089431,5,1450
3.89175257732,43.8669072165,6,1450
-83.5434513274,15.422359882,6,1450
35.0887681159,22.7320289855,6,1450
123.529736842,8.02710526316,6,1450
-71.8843089431,-18.9943089431,6,1450
73.2612676056,29.3402816901,6,1450
-79.2085442234,3.82993440542,2,2644
48.4008267469,27.6235345084,2,2644
82.5102944662,24.1461947306,3,2644
-79.5242662697,3.76847937048,3,2644
28.9271638851,29.5858468954,3,2644
36.7612715302,25.3203963557,4,2644
-79.5242662697,3.76847937048,4,2644
1.28077482977,44.6452218831,4,2644
82.515005015,24.1453578919,4,2644
82.8133688009,24.0089165433,5,2644
-79.5242662697,3.76847937048,5,2644
41.0958804594,33.5810683835,5,2644
1.4547778587,45.7896309784,5,2644
23.3682847475,0.419646017699,5,2644
74.9351011594,28.1014889748,6,2644
-79.5242662697,3.76847937048,6,2644
23.3682847475,0.419646017699,6,2644
1.43326446281,45.8051895965,6,2644
113.260968188,8.09831258645,6,2644
40.7898289242,33.5830661376,6,2644
-78.0036692506,6.39658914729,2,1326
35.9311323764,29.4740948963,2,1326
88.9606100218,22.6762091503,3,1326
-78.0036692506,6.39658914729,3,1326
24.0519082479,30.9969009273,3,1326
43.1038792453,24.0172,4,1326
-78.0036692506,6.39658914729,4,1326
115.43142132,9.35604060914,4,1326
10.40836714,40.826673428,4,1326
10.2507210031,41.3678996865,5,1326
-78.0036692506,6.39658914729,5,1326
47.8067877412,34.0514074915,5,1326
32.6587103594,5.26325581395,5,1326
115.43142132,9.35604060914,5,1326
32.6587103594,5.26325581395,6,1326
-82.4114829659,20.3653507014,6,1326
9.4339912759,41.3779716467,6,1326
115.43142132,9.35604060914,6,1326
46.9888707926,34.3591422367,6,1326
-70.0054909091,-18.9503636364,6,1326
46.0195304034,28.7770138471,2,1713
-78.3598907104,0.655464480874,2,1713
87.6538847584,22.6317843866,3,1713
-78.4835706462,0.599759036145,3,1713
25.9883111111,31.7110133333,3,1713
103.920142349,14.3875800712,4,1713
-78.4835706462,0.599759036145,4,1713
9.66670454545,38.275530303,4,1713
49.2846135831,27.6327868852,4,1713
-84.0326989619,13.4033737024,5,1713
49.3051113716,27.6165767878,5,1713
103.920142349,14.3875800712,5,1713
9.70854442344,38.2815500945,5,1713
-68.9092537313,-21.4912537313,5,1713
7.9888125,38.8244583333,6,1713
-84.0326989619,13.4033737024,6,1713
39.3556832298,26.3802173913,6,1713
-68.9092537313,-21.4912537313,6,1713
117.848404908,11.7830674847,6,1713
74.4831382979,27.4083776596,6,1713
50.5443562208,29.7853828177,2,2585
-77.8099621603,1.01658066735,2,2585
-78.1397163611,0.900051885161,3,2585
78.3697537379,26.3884319638,3,2585
28.3524439127,32.4688922126,3,2585
78.3776458019,26.3843388638,4,2585
39.5513570115,28.1425569549,4,2585
-78.1397163611,0.900051885161,4,2585
1.68955817875,42.7854300169,4,2585
39.6307554672,28.1885444476,5,2585
-78.1397163611,0.900051885161,5,2585
114.262946679,9.06642656688,5,2585
72.800838897,29.0759825835,5,2585
1.76326749247,42.5600234349,5,2585
26.1452571927,-6.70198779425,6,2585
72.8031078531,29.0729046306,6,2585
-78.1397163611,0.900051885161,6,2585
41.2129615637,34.2704500657,6,2585
114.262946679,9.06642656688,6,2585
1.25606797853,44.6259320215,6,2585
-79.9138103693,-0.754691051136,2,3525
52.8329014845,21.7702878992,2,3525
-79.9364191829,-0.759428063943,3,3525
83.1733567134,23.5562725451,3,3525
28.0785154976,20.3089477977,3,3525
83.1733567134,23.5562725451,4,3525
-83.857067583,11.91895189,4,3525
28.0785154976,20.3089477977,4,3525
-73.5328157156,-21.4670533209,4,3525
-83.857067583,11.91895189,5,3525
12.4384417808,9.62164383562,5,3525
55.6603764706,30.0876,5,3525
-73.5328157156,-21.4670533209,5,3525
107.397917808,12.1293150685,5,3525
-83.857067583,11.91895189,6,3525
55.9407030016,29.925300158,6,3525
107.542892562,12.0903305785,6,3525
-73.5328157156,-21.4670533209,6,3525
4.70161157025,42.5051239669,6,3525
18.2279886686,-11.7635410765,6,3525
-82.4666258226,8.14748581802,2,2104
51.0991784914,27.9226311254,2,2104
31.7402449788,30.7139151581,3,2104
-82.800022805,8.12536145952,3,2104
84.8433670566,22.9701074929,3,2104
-82.800022805,8.12536145952,4,2104
48.9218072289,29.5383562221,4,2104
104.394827707,11.0395991561,4,2104
4.26335051546,38.4161008837,4,2104
-82.800022805,8.12536145952,5,2104
3.11295641932,39.3627012171,5,2104
72.4318048887,28.2271322567,5,2104
40.2555045013,28.1364375073,5,2104
117.352329708,9.20493989697,5,2104
72.4205517993,28.2262093784,6,2104
-82.800022805,8.12536145952,6,2104
38.6797701149,36.2853372656,6,2104
-0.913282208589,44.126605317,6,2104
117.352329708,9.20493989697,6,2104
38.7916449189,5.77185053381,6,2104
54.225994513,27.0734444444,2,1327
-78.0054348344,1.70697402907,2,1327
-78.6005821506,1.570757758,3,1327
28.1281494225,29.8754706316,3,1327
86.5569160753,23.4863884604,3,1327
52.110716211,27.393199846,4,1327
-78.6005821506,1.570757758,4,1327
101.093627283,15.8914269406,4,1327
8.9450075188,37.9733443609,4,1327
117.809223772,10.4384839297,5,1327
40.5763584385,24.4832866719,5,1327
-78.6005821506,1.570757758,5,1327
7.49949738903,38.7396475196,5,1327
75.8882419855,27.978237849,5,1327
117.809223772,10.4384839297,6,1327
-78.6005821506,1.570757758,6,1327
40.9093913659,34.1167681057,6,1327
5.33862598589,43.2978289747,6,1327
28.6721299397,-3.87423978567,6,1327
75.9043995859,27.9526045549,6,1327
41.7965805169,31.9401192843,2,98
-77.8455513308,8.45433460076,2,98
21.6140858726,33.9873268698,3,98
-78.0763740458,8.43026717557,3,98
92.7179649123,26.6935789474,3,98
49.8085042735,24.0899145299,4,98
-78.0763740458,8.43026717557,4,98
8.93798076923,43.4383413462,4,98
121.962682927,22.7812195122,4,98
-78.0763740458,8.43026717557,5,98
38.214789644,20.6330097087,5,98
125.665545455,22.3184545455,5,98
71.7058988764,29.9237640449,5,98
8.86526829268,43.8767317073,5,98
5.23449404762,44.9870535714,6,98
-78.0763740458,8.43026717557,6,98
71.7296067416,29.7178089888,6,98
35.5853125,1.615859375,6,98
125.665545455,22.3184545455,6,98
35.7850980392,35.6048627451,6,98
43.1854697987,30.8960463697,2,725
-79.1426174995,2.38371168493,2,725
20.0549943246,35.8785278093,3,725
-79.1426174995,2.38371168493,3,725
90.5540167364,20.6924988377,3,725
-79.1426174995,2.38371168493,4,725
49.6629530836,27.3508929247,4,725
104.932824128,13.5756756757,4,725
6.79613313104,42.8358505595,4,725
48.323653744,28.2336979996,5,725
-72.7425060096,-10.1993359375,5,725
104.921382146,13.5763586531,5,725
5.15346302709,42.9706213078,5,725
-89.5073722628,22.761513382,5,725
-83.5908988431,16.0830228419,6,725
35.3463702128,26.9766829787,6,725
75.6041731123,27.6212338858,6,725
116.161991178,9.02002520479,6,725
2.55609002433,45.988350365,6,725
-71.6897564612,-20.5687624254,6,725
61.4101542336,27.4282215927,2,1089
-83.3143654114,7.39186889819,2,1089
81.1643482637,26.5578862607,3,1089
-83.6004341737,7.36648459384,3,1089
28.3158507963,28.8426152557,3,1089
74.1770496894,30.9663291925,4,1089
-83.6004341737,7.36648459384,4,1089
28.2160774411,28.8231313131,4,1089
110.231989529,8.06829842932,4,1089
-93.6893055556,24.9955555556,5,1089
74.1770496894,30.9663291925,5,1089
28.2160774411,28.8231313131,5,1089
-73.3405649718,-10.5613841808,5,1089
110.231989529,8.06829842932,5,1089
7.70285714286,32.317044335,6,1089
71.9941981468,32.2597006415,6,1089
-93.6893055556,24.9955555556,6,1089
103.194691781,12.8598630137,6,1089
38.9497458704,27.0502160102,6,1089
-73.3405649718,-10.5613841808,6,1089
60.398984375,21.3464322917,2,3553
-81.9106666667,2.31493333333,2,3553
31.9845075125,17.8285809683,3,3553
-81.9106666667,2.31493333333,3,3553
78.5636286019,23.5953041622,3,3553
78.5636286019,23.5953041622,4,3553
33.9577252252,30.7990765766,4,3553
-81.9106666667,2.31493333333,4,3553
26.3321935484,-19.3256129032,4,3553
-81.9106666667,2.31493333333,5,3553
68.9546979866,27.6239821029,5,3553
26.3321935484,-19.3256129032,5,3553
33.9577252252,30.7990765766,5,3553
87.3293265306,19.9201632653,5,3553
68.9546979866,27.6239821029,6,3553
9.33113402062,31.6822680412,6,3553
-81.9106666667,2.31493333333,6,3553
29.060962963,-23.0873333333,6,3553
39.0473297003,29.2177929155,6,3553
87.3293265306,19.9201632653,6,3553
52.2364940963,26.47447472,2,2763
-78.4193421053,0.13257518797,2,2763
30.7934908537,29.0088871951,3,2763
-78.6600943396,0.0920188679245,3,2763
83.6995587135,22.7206133134,3,2763
30.7465173116,29.009913442,4,2763
-78.6600943396,0.0920188679245,4,2763
115.699237805,6.11783536585,4,2763
73.2205231984,28.1192793682,4,2763
115.699237805,6.11783536585,5,2763
40.9031770833,27.7155282738,5,2763
-78.6600943396,0.0920188679245,5,2763
73.29728444,28.1177502478,5,2763
9.01878205128,31.7945833333,5,2763
8.28578005115,44.8820971867,6,2763
115.699237805,6.11783536585,6,2763
73.29728444,28.1177502478,6,2763
-78.6600943396,0.0920188679245,6,2763
41.9748412698,33.5801499118,6,2763
22.0369751693,3.29729119639,6,2763
-25.3272437673,29.2720914127,2,3514
62.5675628307,28.7605092593,2,3514
77.7696379594,27.0769171695,3,3514
-78.9475918367,6.67020408163,3,3514
28.8952026222,34.0350476758,3,3514
77.7696379594,27.0769171695,4,3514
3.47701171875,40.8488867188,4,3514
-78.9475918367,6.67020408163,4,3514
40.056535163,31.0430360206,4,3514
96.0980412371,17.8576116838,5,3514
3.47701171875,40.8488867188,5,3514
-78.9475918367,6.67020408163,5,3514
40.056535163,31.0430360206,5,3514
69.1740451249,31.4005560032,5,3514
68.9467132293,31.5304847987,6,3514
-78.9475918367,6.67020408163,6,3514
40.056535163,31.0430360206,6,3514
3.47701171875,40.8488867188,6,3514
87.5462416107,22.1402013423,6,3514
117.81591195,6.86761006289,6,3514
57.8188983231,25.656586712,2,3351
-76.7745623708,-2.32256374914,2,3351
27.687140975,27.9761264822,3,3351
-77.5972625698,-2.54826815642,3,3351
85.2264981655,23.4185161027,3,3351
28.1225069483,38.8266981656,4,3351
-77.5972625698,-2.54826815642,4,3351
85.2365415987,23.4048898858,4,3351
26.1207306889,-12.7155741127,4,3351
-77.5972625698,-2.54826815642,5,3351
26.1207306889,-12.7155741127,5,3351
78.1626333992,25.689333004,5,3351
28.0908235949,38.8218196995,5,3351
118.400023256,12.7441860465,5,3351
-77.5972625698,-2.54826815642,6,3351
78.1839713155,25.6720029674,6,3351
39.8137670683,36.0759759036,6,3351
118.400023256,12.7441860465,6,3351
1.98071917808,43.2668493151,6,3351
27.5709131403,-14.3072605791,6,3351
38.0270029674,29.7114243323,2,3350
-81.1125396825,6.89888888889,2,3350
91.6691139241,21.7682278481,3,3350
21.6017054264,32.1436434109,3,3350
-81.1125396825,6.89888888889,3,3350
35.8435616438,25.2930136986,4,3350
-81.1125396825,6.89888888889,4,3350
92.4776623377,21.5116883117,4,3350
4.04526315789,40.9085087719,4,3350
35.5005555556,25.2047916667,5,3350
-81.1125396825,6.89888888889,5,3350
116.5990625,9.985,5,3350
4.04526315789,40.9085087719,5,3350
74.6955319149,29.7908510638,5,3350
33.7368,33.5645,6,3350
116.5990625,9.985,6,3350
-81.1125396825,6.89888888889,6,3350
3.89681415929,40.9066371681,6,3350
39.0937777778,6.98133333333,6,3350
74.6955319149,29.7908510638,6,3350
51.0801933702,22.6163950276,2,2352
-78.9059130435,8.99817391304,2,2352
31.2756723716,18.6247677262,3,2352
-79.4581578947,8.91833333333,3,2352
76.5011392405,27.7684810127,3,2352
35.3295258621,3.33974137931,4,2352
-79.4581578947,8.91833333333,4,2352
76.5807619048,27.7433015873,4,2352
26.1051685393,38.642752809,4,2352
17.9794964029,37.1561151079,5,2352
64.7260777385,34.011024735,5,2352
-79.4581578947,8.91833333333,5,2352
36.7189285714,3.10808035714,5,2352
100.309367089,11.4726582278,5,2352
-79.4581578947,8.91833333333,6,2352
70.9622181818,30.4697818182,6,2352
36.7189285714,3.10808035714,6,2352
5.21871794872,36.4048717949,6,2352
39.1297247706,38.1132110092,6,2352
116.775897436,8.28333333333,6,2352
64.6398251192,24.6489348172,2,3269
-81.1511525424,3.11498305085,2,3269
90.0191687042,20.8058435208,3,3269
-81.1511525424,3.11498305085,3,3269
17.4573181818,31.7935909091,3,3269
114.411148649,10.1577702703,4,3269
-81.1511525424,3.11498305085,4,3269
71.1393225806,27.7902580645,4,3269
9.7801754386,31.4961988304,4,3269
-84.8513106796,12.4483495146,5,3269
114.411148649,10.1577702703,5,3269
9.7801754386,31.4961988304,5,3269
71.1393225806,27.7902580645,5,3269
-72.586741573,-18.4880898876,5,3269
114.411148649,10.1577702703,6,3269
-72.586741573,-18.4880898876,6,3269
