category,nattacks,nkilled,nkilledter,nwounded,nwoundedter,subcategory,year
3668,6,4,0,2,0,1086,1995
3668,4,2,0,2,1,1086,1996
3668,3,1,0,0,0,1086,1997
3668,3,0,0,1,0,1086,1998
3668,2,0,0,0,0,1086,1999
3668,4,0,0,1,0,1086,2000
3668,5,0,0,0,0,1086,2001
3668,2,0,0,3,0,1086,2002
3668,4,0,0,4,0,1086,2003
3668,2,0,0,0,0,1086,2004
3668,2,0,0,3,0,1086,2008
3668,1,0,0,0,0,1086,2009
3668,1,0,0,0,0,1086,2011
3668,1,0,0,0,0,1086,2012
3668,2,1,0,0,0,1086,2013
3668,1,0,0,0,0,1086,2015
3668,1,0,0,2,0,1095,1970
3668,1,1,0,0,0,1095,1971
3668,1,0,0,0,0,1095,1972
3668,1,1,0,0,0,1095,1977
3668,1,1,0,4,0,1095,1979
3668,5,1,0,10,0,1095,1980
3668,9,67,0,89,1,1095,1981
3668,1,0,0,3,0,1095,1982
3668,2,2,0,2,0,1095,1985
3668,4,12,0,21,0,1095,1986
3668,7,1,0,12,0,1095,1987
3668,9,1,0,17,0,1095,1988
3668,7,1,0,1,0,1095,1989
3668,13,21,0,32,0,1095,1990
3668,9,8,0,8,0,1095,1991
3668,76,45,0,114,0,1095,1992
3668,137,165,9,142,1,1095,1994
3668,100,132,3,134,0,1095,1995
3668,50,96,0,62,0,1095,1996
3668,22,165,0,47,0,1095,1997
3668,3,9,2,15,1,1095,1998
3668,1,1,0,1,1,1095,1999
3668,2,38,1,171,0,1095,2004
3668,2,92,4,117,0,1095,2005
3668,5,19,0,100,0,1095,2006
3668,1,0,0,0,0,1095,2008
3668,2,1,0,25,0,1095,2009
3668,2,0,0,0,0,1095,2010
3668,18,28,2,109,0,1095,2011
3668,49,44,7,84,0,1095,2012
3668,310,238,40,611,2,1095,2013
3668,342,336,74,546,8,1095,2014
3668,579,790,217,999,36,1095,2015
3668,2,0,0,0,0,1105,1972
3668,1,0,0,0,0,1105,1973
3668,3,0,0,3,0,1105,1974
3668,3,2,0,0,0,1105,1975
3668,13,3,0,1,0,1105,1976
3668,6,4,0,0,0,1105,1977
3668,86,30,0,33,4,1105,1978
3668,310,228,15,93,0,1105,1979
3668,670,2305,11,277,2,1105,1980
3668,627,1486,8,345,3,1105,1981
3668,491,1491,5,184,0,1105,1982
3668,344,1576,5,421,0,1105,1983
3668,232,1032,0,403,0,1105,1984
3668,378,896,15,244,0,1105,1985
3668,158,280,0,151,0,1105,1986
3668,184,405,0,297,0,1105,1987
3668,321,332,0,354,0,1105,1988
3668,333,339,0,555,0,1105,1989
3668,142,288,0,216,0,1105,1990
3668,423,388,0,896,0,1105,1991
3668,28,22,0,30,0,1105,1992
3668,21,22,2,32,1,1105,1994
3668,9,3,0,16,0,1105,1995
3668,7,26,0,59,0,1105,1996
3668,2,1,0,9,0,1105,1997
3668,1,1,0,3,0,1116,2009
3668,1,0,0,0,0,1118,1995
3668,1,6,0,0,0,1118,1996
3668,1,0,0,0,0,1118,2007
3668,1,2,0,8,0,1118,2009
3668,1,17,0,20,0,1118,2010
3668,1,17,0,5,0,1118,2011
3668,2,0,0,1,0,1126,1992
3668,3,0,0,0,0,1126,1994
3668,2,0,0,0,0,1126,1995
3668,1,1,0,10,0,1126,1996
3668,1,0,0,0,0,1126,1999
3668,1,1,0,0,0,1126,2001
3668,1,1,1,0,0,1126,2011
3668,2,0,0,0,0,1126,2015
3668,1,0,0,0,0,1128,1971
3668,1,0,0,0,0,1128,1973
3668,2,2,0,0,0,1128,1974
3668,3,0,0,0,0,1128,1975
3668,2,0,0,0,0,1128,1976
3668,4,5,2,0,0,1128,1977
3668,1,25,0,0,0,1128,1978
3668,2,0,0,0,0,1128,1979
3668,1,0,0,0,0,1128,1983
3668,1,200,0,200,0,1128,1984
3668,1,0,0,0,0,1128,1985
3668,1,40,0,0,0,1128,1986
3668,1,0,0,0,0,1128,1987
3668,1,0,0,0,0,1128,1988
3668,1,1,0,0,0,1128,1989
3668,10,17,0,0,0,1128,1990
3668,5,161,0,0,0,1128,1991
3668,9,203,0,322,0,1128,1992
3668,4,6,0,1,0,1128,1994
3668,5,5,0,4,0,1128,1995
3668,7,133,1,27,0,1128,1996
3668,6,8,0,135,0,1128,1997
3668,2,2,0,2,0,1128,1999
3668,1,3,0,0,0,1128,2000
3668,3,1,0,37,0,1128,2002
3668,1,2,0,9,0,1128,2003
3668,2,1,0,16,0,1128,2004
3668,5,7,0,36,0,1128,2005
3668,11,12,0,56,0,1128,2006
3668,5,204,0,52,0,1128,2007
3668,8,27,0,82,0,1128,2008
3668,2,13,0,0,0,1128,2009
3668,2,8,0,20,0,1128,2010
3668,3,2,0,3,0,1128,2011
3668,3,25,0,8,0,1128,2012
3668,5,16,2,0,0,1128,2013
3668,2,9,0,6,0,1128,2014
3668,7,48,2,43,0,1128,2015
3668,1,0,0,0,0,1151,1983
3668,3,0,0,1,0,1192,1987
3668,2,0,0,0,0,1192,1989
3668,3,0,0,0,0,1192,1991
3668,1,1,0,0,0,1192,1992
3668,3,0,0,0,0,1192,1999
3668,4,7,5,17,5,1192,2000
3668,1,0,0,0,0,1192,2001
3668,1,0,0,1,0,1196,1986
3668,1,0,0,0,0,1196,1992
3668,1,0,0,0,0,1196,1994
3668,1,0,0,1,0,1196,1995
3668,1,9,1,0,0,1196,2007
3668,1,0,0,1,0,1196,2008
3668,9,0,0,1,0,1196,2015
3668,9,1,0,0,0,1229,1972
3668,14,5,0,20,0,1229,1973
3668,29,3,0,32,0,1229,1974
3668,39,3,0,25,0,1229,1975
3668,57,7,0,10,0,1229,1976
3668,51,3,0,7,0,1229,1977
3668,58,21,3,17,0,1229,1978
3668,211,11,0,41,0,1229,1979
3668,94,20,2,74,0,1229,1980
3668,66,8,0,78,2,1229,1981
3668,62,17,0,143,0,1229,1982
3668,121,19,2,179,0,1229,1983
3668,145,15,0,57,0,1229,1984
3668,107,17,0,83,0,1229,1985
3668,95,25,5,306,0,1229,1986
3668,87,5,0,8,0,1229,1987
3668,54,6,0,19,0,1229,1988
3668,25,3,0,2,0,1229,1989
3668,30,3,0,3,0,1229,1990
3668,131,6,0,5,0,1229,1991
3668,126,9,0,12,0,1229,1992
3668,96,7,1,22,0,1229,1994
3668,71,19,0,177,0,1229,1995
3668,270,18,0,114,0,1229,1996
3668,122,0,0,4,0,1229,1997
3668,12,1,0,0,0,1229,1998
3668,46,0,0,2,0,1229,1999
3668,28,4,0,1,0,1229,2000
3668,21,0,0,16,0,1229,2001
3668,32,0,0,4,0,1229,2002
3668,34,0,0,21,0,1229,2003
3668,11,0,0,10,0,1229,2004
3668,33,0,0,11,0,1229,2005
3668,34,1,1,3,0,1229,2006
3668,16,3,0,8,0,1229,2007
3668,13,0,0,1,0,1229,2008
3668,9,0,0,11,0,1229,2009
3668,3,0,0,0,0,1229,2010
3668,8,0,0,4,0,1229,2011
3668,65,8,0,8,1,1229,2012
3668,12,0,0,5,0,1229,2013
3668,14,1,1,15,0,1229,2014
3668,36,161,10,159,0,1229,2015
3668,3,1,0,0,0,1254,1983
3668,2,0,0,1,0,1254,1996
3668,2,0,0,12,0,1254,1997
3668,3,0,0,13,0,1257,1995
3668,1,2,0,0,0,1285,1979
3668,1,0,0,0,0,1285,1994
3668,1,0,0,1,0,1285,1996
3668,1,4,0,0,0,1285,1997
3668,1,13,0,0,0,1288,1994
3668,1,0,0,0,0,1288,1995
3668,1,0,0,2,0,1288,2000
3668,3,2,0,8,0,1302,1991
3668,38,109,0,50,0,1302,1992
3668,18,29,0,45,0,1302,1994
3668,17,14,0,23,0,1302,1995
3668,3,2,0,10,0,1302,1996
3668,6,35,0,3,0,1302,1997
3668,12,32,0,47,0,1302,1998
3668,7,5,0,26,0,1302,1999
3668,7,3,0,5,0,1302,2000
3668,4,6,1,9,1,1302,2001
3668,2,1,0,15,0,1302,2002
3668,6,0,0,1,0,1302,2003
3668,3,0,0,1,0,1302,2004
3668,6,8,4,32,0,1302,2005
3668,3,5,0,4,0,1302,2006
3668,33,13,0,62,0,1302,2008
3668,25,5,0,21,0,1302,2009
3668,7,4,0,14,0,1302,2010
3668,3,1,0,1,0,1302,2011
3668,3,1,0,2,0,1302,2012
3668,2,2,0,0,0,1302,2013
3668,2,0,0,1,0,1302,2014
3668,1,0,0,0,0,1302,2015
3668,1,0,0,0,0,1309,1990
3668,64,10,0,35,0,1309,1991
3668,154,17,0,217,0,1309,1992
3668,79,2,0,85,0,1309,1994
3668,132,10,1,26,0,1309,1995
3668,52,1,0,5,0,1309,1996
3668,12,0,0,27,0,1309,1997
3668,3,0,0,0,0,1309,1998
3668,12,3,3,47,16,1309,1999
3668,8,1,0,28,0,1309,2000
3668,8,3,0,6,0,1309,2001
3668,3,0,0,2,0,1309,2002
3668,2,0,0,0,0,1309,2003
3668,3,1,0,25,0,1309,2004
3668,3,2,0,0,0,1309,2005
3668,4,2,0,0,0,1309,2006
3668,3,1,0,1,0,1309,2007
3668,3,0,0,2,0,1309,2008
3668,4,0,0,0,0,1309,2009
3668,1,0,0,0,0,1309,2010
3668,8,2,0,2,0,1309,2011
3668,5,0,0,0,0,1309,2012
3668,13,0,0,0,0,1309,2014
3668,50,6,1,51,0,1309,2015
3668,1,0,0,0,0,1311,1987
3668,8,0,0,1,0,1311,1992
3668,3,6,0,0,0,1311,1994
3668,2,3,0,0,0,1311,1996
3668,1,1,0,3,0,1311,1997
3668,1,0,0,3,0,1311,2014
3668,1,3,0,0,0,1314,1988
3668,3,2,2,0,0,1336,1970
3668,1,0,0,0,0,1336,1971
3668,2,0,0,0,0,1336,1972
3668,11,5,0,55,0,1336,1973
3668,6,92,2,0,0,1336,1974
3668,4,1,0,0,0,1336,1975
3668,20,14,7,1,0,1336,1976
3668,46,0,0,1,0,1336,1977
3668,39,0,0,4,0,1336,1978
3668,9,1,0,5,0,1336,1979
3668,15,5,0,2,0,1336,1980
3668,19,2,0,71,0,1336,1981
3668,19,2,1,0,0,1336,1982
3668,11,4,0,6,0,1336,1983
3668,28,5,0,89,0,1336,1984
3668,35,64,1,170,2,1336,1985
3668,41,6,0,14,0,1336,1986
3668,26,2,0,37,0,1336,1987
3668,38,14,0,104,0,1336,1988
3668,49,3,1,5,0,1336,1989
3668,55,2,0,10,0,1336,1990
3668,57,15,0,23,0,1336,1991
3668,35,2,0,34,0,1336,1992
3668,42,3,0,19,0,1336,1994
3668,7,0,0,0,0,1336,1995
3668,20,0,0,3,0,1336,1996
3668,21,1,0,3,0,1336,1997
3668,28,0,0,2,0,1336,1998
3668,35,1,0,4,0,1336,1999
3668,28,1,0,0,0,1336,2000
3668,14,0,0,3,0,1336,2001
3668,11,0,0,2,0,1336,2002
3668,12,0,0,2,0,1336,2003
3668,4,0,0,3,0,1336,2004
3668,6,0,0,5,2,1336,2005
3668,23,0,0,2,0,1336,2006
3668,15,0,0,3,0,1336,2007
3668,53,0,0,3,0,1336,2008
3668,115,1,0,10,0,1336,2009
3668,49,4,0,5,0,1336,2010
3668,10,0,0,5,0,1336,2011
3668,22,0,0,3,1,1336,2012
3668,53,2,0,7,0,1336,2013
3668,26,0,0,4,0,1336,2014
3668,31,1,0,2,0,1336,2015
3668,3,8,0,20,0,1342,1980
3668,1,0,0,1,0,1342,1983
3668,9,1,0,2,0,1361,1980
3668,1,0,0,0,0,1361,1981
3668,11,0,0,20,0,1361,1983
3668,9,4,0,5,0,1361,1984
3668,6,2,0,17,0,1361,1985
3668,1,0,0,0,0,1361,1986
3668,1,0,0,0,0,1361,1988
3668,1,1,0,0,0,1361,1991
3668,3,2,0,0,0,1368,1970
3668,1,0,0,0,0,1368,1974
3668,5,23,0,1,0,1368,1975
3668,10,8,0,8,0,1368,1976
3668,7,5,0,0,0,1368,1977
3668,26,35,1,18,0,1368,1978
3668,58,53,0,19,0,1368,1979
3668,269,509,19,140,0,1368,1980
3668,389,1356,5,262,0,1368,1981
3668,346,1520,2,152,0,1368,1982
3668,115,528,6,176,0,1368,1983
3668,70,169,3,34,0,1368,1984
3668,59,124,0,17,0,1368,1985
3668,28,54,0,14,0,1368,1986
3668,54,206,0,38,0,1368,1987
3668,27,127,0,35,0,1368,1988
3668,73,41,0,70,0,1368,1989
3668,79,63,0,14,0,1368,1990
3668,76,67,0,22,0,1368,1991
3668,45,19,0,52,0,1368,1992
3668,79,21,0,38,0,1368,1994
3668,64,39,0,10,0,1368,1995
3668,24,13,0,3,0,1368,1996
3668,24,22,0,19,0,1368,1997
3668,1,3,0,0,0,1368,1999
3668,1,2,0,0,0,1368,2000
3668,2,1,0,1,0,1368,2001
3668,3,1,0,5,0,1368,2003
3668,2,3,0,0,0,1368,2004
3668,4,5,0,0,0,1368,2006
3668,1,2,0,1,0,1368,2012
3668,5,4,0,3,0,1368,2013
3668,2,1,0,1,0,1384,1980
3668,2,0,0,0,0,1384,1992
3668,2,2,0,20,0,1384,1994
3668,1,2,0,0,0,1384,1996
3668,12,206,36,32,0,1384,2000
3668,1,0,0,0,0,1384,2005
3668,2,0,0,0,0,1384,2013
3668,2,1,0,4,1,1384,2015
3668,1,0,0,0,0,1385,2001
3668,1,1,1,0,0,1385,2003
3668,4,0,0,12,0,1385,2005
3668,1,11,0,12,0,1385,2006
3668,1,1,0,0,0,1385,2009
3668,1,1,0,0,0,1385,2012
3668,1,5,0,0,0,1393,1978
3668,2,1,0,0,0,1393,1979
3668,1,1,0,1,0,1393,1980
3668,1,1,0,0,0,1393,1981
3668,5,0,0,3,0,1393,1990
3668,4,0,0,1,0,1393,1992
3668,1,0,0,0,0,1393,1997
3668,2,0,0,1,0,1393,1998
3668,1,0,0,0,0,1393,2001
3668,1,4,0,6,0,1393,2002
3668,1,0,0,0,0,1393,2003
3668,2,6,0,0,0,1393,2006
3668,3,23,0,12,0,1393,2008
3668,1,0,0,0,0,1402,1973
3668,2,0,0,0,0,1402,1974
3668,6,5,0,9,0,1402,1983
3668,10,4,0,6,0,1402,1987
3668,6,3,0,0,0,1402,1988
3668,3,0,0,9,0,1402,1989
3668,3,13,0,106,0,1402,1990
3668,17,137,0,1,0,1402,1991
3668,27,18,0,7,0,1402,1992
3668,27,87,0,50,0,1402,1994
3668,33,16,0,39,0,1402,1995
3668,27,14,0,7,0,1402,1996
3668,16,9,0,11,0,1402,1997
3668,1,0,0,0,0,1402,1998
3668,5,3,0,3,1,1402,1999
3668,9,5,0,13,0,1402,2000
3668,5,0,0,2,0,1402,2001
3668,2,0,0,1,0,1402,2002
3668,5,4,0,1,0,1402,2003
3668,2,7,0,30,0,1402,2004
3668,1,1,0,0,0,1402,2005
3668,1,2,0,1,0,1402,2006
3668,2,1,0,1,0,1402,2007
3668,1,0,0,0,0,1445,1973
3668,6,1,0,12,0,1445,1979
3668,15,6,0,8,0,1445,1980
3668,17,7,0,14,0,1445,1981
3668,34,24,0,12,0,1445,1982
3668,29,75,0,6,0,1445,1983
3668,12,5,0,1,0,1445,1984
3668,9,7,0,8,0,1445,1985
3668,8,10,0,4,0,1445,1986
3668,19,21,0,12,0,1445,1987
3668,21,32,0,11,0,1445,1988
3668,29,9,1,22,1,1445,1989
3668,13,3,0,13,0,1445,1990
3668,21,18,0,21,0,1445,1991
3668,12,5,0,5,0,1445,1992
3668,6,10,0,26,0,1445,1994
3668,12,8,0,2,0,1445,1995
3668,18,11,0,29,0,1445,1996
3668,21,6,0,18,0,1445,1997
3668,1,0,0,0,0,1445,2002
3668,1,28,0,14,0,1445,2004
3668,8,2,0,1,0,1445,2009
3668,1,2,0,0,0,1445,2011
3668,2,5,0,0,0,1445,2013
3668,1,0,0,1,0,1445,2014
3668,1,0,0,2,0,1446,1980
3668,3,0,0,25,0,1446,1981
3668,1,0,0,0,0,1446,1989
3668,1,0,0,0,0,1446,1990
3668,1,0,0,2,0,1446,1991
3668,6,1,0,0,0,1446,1992
3668,4,3,0,4,0,1446,1994
3668,1,0,0,0,0,1446,1995
3668,3,0,0,5,0,1446,1996
3668,2,0,0,17,20,1446,2000
3668,1,0,0,0,0,1446,2001
3668,1,0,0,1,0,1446,2005
3668,1,0,0,46,0,1446,2008
3668,1,0,0,0,0,1461,1989
3668,3,0,0,3,0,1461,1991
3668,1,0,0,1,0,1461,1992
3668,2,0,0,0,0,1461,1994
3668,13,0,0,8,0,1461,1996
3668,17,3,0,2,0,1461,1997
3668,2,0,0,0,0,1461,1998
3668,1,1,0,1,0,1461,2001
3668,2,0,0,0,0,1461,2008
3668,1,2,0,0,0,1461,2009
3668,1,0,0,0,0,1461,2014
3668,1,0,0,0,0,1461,2015
3668,1,0,0,0,0,1470,1983
3668,1,0,0,0,0,1470,1986
3668,1,0,0,0,0,1470,2012
3668,1,0,0,0,0,1470,2014
3668,1,0,0,0,0,1490,1972
3668,1,4,0,0,0,1490,1975
3668,1,0,0,0,0,1490,1976
3668,1,0,0,0,0,1490,1977
3668,19,30,0,19,0,1490,1979
3668,9,16,0,13,0,1490,1980
3668,15,24,0,12,0,1490,1981
3668,13,64,7,102,0,1490,1982
3668,47,59,1,217,0,1490,1983
3668,151,190,1,315,0,1490,1984
3668,35,50,0,78,0,1490,1985
3668,95,338,0,163,0,1490,1986
3668,160,491,3,424,0,1490,1987
3668,324,844,0,1011,0,1490,1988
3668,296,772,0,710,0,1490,1989
3668,335,873,0,1035,0,1490,1990
3668,329,1055,1,1300,0,1490,1991
3668,225,1076,0,849,0,1490,1992
3668,104,360,0,405,0,1490,1994
3668,171,324,10,571,0,1490,1995
3668,210,562,5,936,0,1490,1996
3668,176,673,0,1315,0,1490,1997
3668,61,397,18,407,0,1490,1998
3668,111,463,33,591,3,1490,1999
3668,179,671,21,759,1,1490,2000
3668,234,658,50,1144,1,1490,2001
3668,181,592,29,1175,0,1490,2002
3668,196,472,19,1183,0,1490,2003
3668,108,334,13,949,0,1490,2004
3668,145,462,27,1215,0,1490,2005
3668,166,721,15,2138,1,1490,2006
3668,149,626,13,1187,0,1490,2007
3668,516,763,93,1559,6,1490,2008
3668,673,774,108,854,11,1490,2009
3668,661,812,42,659,25,1490,2010
3668,643,484,85,727,65,1490,2011
3668,611,264,15,649,3,1490,2012
3668,694,465,33,764,10,1490,2013
3668,859,489,60,775,26,1490,2014
3668,882,387,81,647,21,1490,2015
3668,1,1,0,1,0,1498,1977
3668,2,0,0,1,0,1498,1978
3668,1,4,4,0,0,1498,1981
3668,2,2,0,0,0,1498,1984
3668,1,7,0,14,0,1498,1985
3668,3,0,0,2,0,1498,1986
3668,2,85,0,27,0,1498,1989
3668,3,12,0,0,0,1498,1990
3668,6,21,0,0,0,1498,1991
3668,3,33,0,0,0,1498,1992
3668,5,1,0,6,0,1498,1994
3668,24,41,0,51,0,1498,1995
3668,62,14,0,188,0,1498,1996
3668,24,95,0,91,0,1498,1997
3668,3,9,0,5,0,1498,1998
3668,57,62,3,91,3,1498,1999
3668,99,143,35,332,2,1498,2000
3668,105,130,12,176,10,1498,2001
3668,42,241,5,535,0,1498,2002
3668,18,26,2,166,0,1498,2003
3668,16,41,1,236,0,1498,2004
3668,15,65,5,171,0,1498,2005
3668,10,6,2,6,1,1498,2006
3668,2,0,0,1,0,1498,2007
3668,13,0,0,0,0,1498,2008
3668,19,15,2,62,0,1498,2009
3668,4,0,0,6,0,1498,2010
3668,21,20,2,70,0,1498,2011
3668,39,15,0,19,0,1498,2012
3668,32,23,2,16,1,1498,2013
3668,33,19,6,30,1,1498,2014
3668,28,19,2,17,13,1498,2015
3668,5,0,0,1,0,1522,1970
3668,11,4,0,0,0,1522,1971
3668,15,1,0,3,0,1522,1972
3668,4,1,0,0,0,1522,1973
3668,11,1,0,0,0,1522,1974
3668,13,8,0,0,0,1522,1975
3668,3,4,0,0,0,1522,1976
3668,5,2,0,1,0,1522,1977
3668,27,447,0,60,0,1522,1978
3668,79,56,0,251,1,1522,1979
3668,66,55,0,381,0,1522,1980
3668,100,214,2,262,2,1522,1981
3668,25,135,1,985,0,1522,1982
3668,10,0,0,6,0,1522,1983
3668,13,29,1,355,0,1522,1984
3668,3,22,1,52,0,1522,1985
3668,6,39,0,144,0,1522,1986
3668,1,0,0,0,0,1522,1987
3668,6,18,0,7,0,1522,1988
3668,6,14,0,0,0,1522,1989
3668,11,10,0,2,0,1522,1990
3668,8,2,0,0,0,1522,1991
3668,16,9,0,5,0,1522,1992
3668,41,72,0,327,0,1522,1994
3668,8,0,0,11,0,1522,1995
3668,2,2,0,2,0,1522,1996
3668,2,4,0,102,0,1522,1997
3668,5,6,0,6,0,1522,1998
3668,8,4,3,16,0,1522,1999
3668,14,5,0,29,0,1522,2000
3668,4,0,0,0,0,1522,2001
3668,2,0,0,0,0,1522,2003
3668,5,13,0,191,0,1522,2005
3668,13,48,0,41,0,1522,2006
3668,8,24,2,5,2,1522,2007
3668,8,26,1,220,0,1522,2008
3668,15,97,12,83,0,1522,2009
3668,14,115,3,450,0,1522,2010
3668,12,17,0,13,0,1522,2011
3668,5,12,1,11,0,1522,2012
3668,11,39,1,17,0,1522,2013
3668,10,13,0,6,0,1522,2014
3668,9,38,3,11,0,1522,2015
3668,1,0,0,1,1,1528,1975
3668,2,12,0,285,0,1528,1976
3668,1,1,0,0,0,1528,1979
3668,6,8,4,9,0,1528,1980
3668,3,0,0,0,0,1528,1981
3668,4,96,0,138,0,1528,1982
3668,3,1,0,0,0,1528,1983
3668,1,0,0,1,0,1528,1984
3668,3,0,0,4,0,1528,1987
3668,3,3,0,4,0,1528,1988
3668,3,0,0,25,0,1528,1989
3668,3,1,0,2,0,1528,1991
3668,28,51,0,64,0,1528,1992
3668,16,75,0,193,0,1528,1994
3668,14,143,0,242,0,1528,1995
3668,11,10,0,14,0,1528,1996
3668,17,80,0,23,0,1528,1997
3668,7,19,0,16,0,1528,1998
3668,9,13,1,71,0,1528,1999
3668,8,8,1,19,0,1528,2000
3668,3,9,0,30,0,1528,2001
3668,5,10,3,4,1,1528,2002
3668,83,340,15,1246,1,1528,2003
3668,302,2116,111,4085,1,1528,2004
3668,600,3335,185,6006,3,1528,2005
3668,826,4581,144,8233,40,1528,2006
3668,1041,6637,356,13275,17,1528,2007
3668,1104,2863,184,6714,3,1528,2008
3668,1137,2583,63,9389,0,1528,2009
3668,1179,2070,65,6828,9,1528,2010
3668,1307,1864,63,5017,2,1528,2011
3668,1437,2657,121,6979,3,1528,2012
3668,2823,6924,468,15599,36,1528,2013
3668,3910,12931,1644,16623,82,1528,2014
3668,2735,8826,2245,13318,383,1528,2015
3668,1,1,0,0,0,1541,1970
3668,1,1,0,0,0,1541,1971
3668,5,6,0,0,0,1541,1972
3668,3,4,0,0,0,1541,1973
3668,3,34,0,0,0,1541,1974
3668,7,7,0,0,0,1541,1975
3668,5,5,0,0,0,1541,1976
3668,3,2,0,0,0,1541,1977
3668,3,1,0,0,0,1541,1978
3668,7,8,0,0,0,1541,1979
3668,7,12,0,8,0,1541,1980
3668,4,2,0,0,0,1541,1981
3668,4,2,1,1,0,1541,1982
3668,4,5,0,0,0,1541,1983
3668,1,1,0,0,0,1541,1984
3668,2,2,0,0,0,1541,1985
3668,2,0,0,0,0,1541,1986
3668,24,6,0,0,0,1541,1987
3668,3,3,0,0,0,1541,1989
3668,2,0,0,0,0,1541,1990
3668,16,3,0,0,0,1541,1991
3668,6,0,0,0,0,1541,1992
3668,10,4,0,2,0,1541,1994
3668,3,1,0,1,0,1541,1995
3668,1,1,0,0,0,1541,1996
3668,4,0,0,0,0,1541,1997
3668,3,1,1,2,0,1541,1998
3668,3,0,0,1,0,1541,1999
3668,2,0,0,2,0,1541,2001
3668,1,0,0,0,0,1541,2003
3668,1,1,0,0,0,1541,2006
3668,1,0,0,0,0,1541,2007
3668,5,0,0,0,0,1541,2008
3668,4,0,0,8,0,1541,2010
3668,4,1,1,0,0,1541,2011
3668,29,0,0,0,0,1541,2012
3668,26,0,0,1,0,1541,2013
3668,33,0,0,1,0,1541,2014
3668,29,0,0,0,0,1541,2015
3668,1,1,1,0,0,1603,1970
3668,1,1,0,11,0,1603,1971
3668,1,26,0,72,0,1603,1972
3668,1,2,0,18,0,1603,1973
3668,12,78,13,145,0,1603,1974
3668,2,24,0,62,0,1603,1975
3668,2,1,0,39,0,1603,1976
3668,6,5,0,24,0,1603,1977
3668,23,52,9,259,0,1603,1978
3668,128,59,9,330,2,1603,1979
3668,73,12,0,79,0,1603,1980
3668,35,3,0,28,0,1603,1981
3668,66,3,0,14,0,1603,1982
3668,30,16,0,72,0,1603,1983
3668,24,4,1,83,0,1603,1984
3668,21,12,0,46,0,1603,1985
3668,48,35,0,117,0,1603,1986
3668,23,11,0,62,0,1603,1987
3668,34,7,0,43,0,1603,1988
3668,85,26,0,48,0,1603,1989
3668,93,52,3,192,2,1603,1990
3668,58,29,1,48,1,1603,1991
3668,73,34,0,105,1,1603,1992
3668,54,60,1,197,0,1603,1994
3668,13,18,2,147,0,1603,1995
3668,19,73,0,226,0,1603,1996
3668,13,31,1,448,0,1603,1997
3668,14,19,2,120,1,1603,1998
3668,8,6,4,53,0,1603,1999
3668,14,9,0,119,0,1603,2000
3668,79,140,29,881,2,1603,2001
3668,75,327,65,1451,5,1603,2002
3668,38,154,22,467,0,1603,2003
3668,19,59,12,248,0,1603,2004
3668,42,44,10,247,0,1603,2005
3668,76,39,12,143,0,1603,2006
3668,50,17,12,27,0,1603,2007
3668,129,34,9,240,0,1603,2008
3668,36,1,1,40,0,1603,2009
3668,14,4,1,17,0,1603,2010
3668,51,21,1,77,0,1603,2011
3668,65,14,6,89,0,1603,2012
3668,37,2,0,8,0,1603,2013
3668,290,49,16,152,1,1603,2014
3668,57,20,12,118,15,1603,2015
3668,3,0,0,0,0,1615,1970
3668,3,0,0,0,0,1615,1971
3668,4,1,1,4,0,1615,1972
3668,15,62,0,51,0,1615,1973
3668,22,26,0,48,0,1615,1974
3668,7,0,0,0,0,1615,1975
3668,172,10,0,38,0,1615,1976
3668,308,25,0,57,0,1615,1977
3668,271,26,0,44,0,1615,1978
3668,208,24,1,138,0,1615,1979
3668,110,125,0,265,1,1615,1980
3668,69,24,0,38,0,1615,1981
3668,23,12,0,59,0,1615,1982
3668,7,2,0,3,0,1615,1983
3668,14,23,2,116,0,1615,1984
3668,11,19,3,157,0,1615,1985
3668,7,1,0,1,0,1615,1986
3668,14,3,0,0,0,1615,1987
3668,29,6,0,19,0,1615,1988
3668,14,0,0,1,0,1615,1989
3668,6,0,0,0,0,1615,1990
3668,31,0,0,6,0,1615,1991
3668,37,17,0,23,0,1615,1992
3668,18,2,0,8,0,1615,1994
3668,1,0,0,1,0,1615,1995
3668,8,0,0,1,0,1615,1996
3668,8,0,0,0,0,1615,1997
3668,6,0,0,14,0,1615,1998
3668,7,1,0,0,0,1615,1999
3668,8,0,0,3,1,1615,2000
3668,11,0,0,4,0,1615,2001
3668,6,1,0,0,0,1615,2002
3668,14,0,0,1,0,1615,2003
3668,3,1,1,0,0,1615,2004
3668,6,1,0,7,0,1615,2005
3668,4,0,0,2,0,1615,2006
3668,2,0,0,0,0,1615,2008
3668,4,0,0,2,1,1615,2009
3668,10,0,0,3,0,1615,2010
3668,3,0,0,2,0,1615,2011
3668,10,0,0,1,0,1615,2012
3668,7,0,0,4,0,1615,2013
3668,7,0,0,3,0,1615,2014
3668,5,0,0,1,0,1615,2015
3668,3,1,0,0,0,1619,1992
3668,1,4,1,0,0,1619,1994
3668,6,39,0,5,0,1619,1995
3668,1,0,0,0,0,1619,1996
3668,1,0,0,0,0,1619,1997
3668,2,4,0,6,0,1619,2000
3668,1,12,10,0,0,1619,2001
3668,1,3,0,0,0,1619,2002
3668,1,12,0,0,0,1619,2004
3668,1,41,0,64,0,1619,2005
3668,3,20,7,12,0,1619,2006
3668,1,0,0,2,0,1619,2007
