category,nattacks,nkilled,nkilledter,nwounded,nwoundedter,subcategory,year
3669,36,76,0,56,0,123,1996
3669,15,141,0,24,0,123,1997
3669,2,7,2,15,1,123,1998
3669,2,0,0,0,0,124,1994
3669,1,0,0,0,0,125,2001
3669,1,0,0,0,0,126,2003
3669,1,5,1,145,0,126,2004
3669,1,0,0,0,0,127,2015
3669,1,0,0,0,0,128,2013
3669,2,9,1,24,0,129,2002
3669,4,25,7,9,0,130,2014
3669,1,1,0,0,0,131,1992
3669,1,3,0,0,0,131,1996
3669,1,2,0,0,0,131,1999
3669,1,2,0,1,0,131,2004
3669,1,15,0,40,0,131,2005
3669,2,1,0,0,0,132,1994
3669,1,0,0,0,0,132,1995
3669,1,8,0,30,1,133,1981
3669,1,0,0,3,0,133,1982
3669,2,0,0,1,0,133,1989
3669,2,1,0,0,0,133,1991
3669,2,1,0,2,0,133,1992
3669,1,4,0,1,0,133,1994
3669,1,16,0,60,0,133,1995
3669,1,0,0,0,0,134,2014
3669,1,0,0,0,0,135,2009
3669,1,0,0,1,0,136,2007
3669,2,0,0,6,0,136,2009
3669,2,11,0,32,0,136,2010
3669,2,0,0,1,0,136,2012
3669,1,0,0,0,0,136,2014
3669,1,0,0,18,0,136,2015
3669,2,2,0,0,0,137,2000
3669,1,0,0,0,0,138,2014
3669,3,4,0,0,0,139,2002
3669,1,0,0,24,0,139,2008
3669,1,7,1,23,0,140,2002
3669,2,5,2,7,0,140,2003
3669,3,18,6,18,0,140,2004
3669,7,22,7,43,0,140,2005
3669,2,18,4,46,0,140,2006
3669,2,2,0,15,0,140,2007
3669,1,0,0,0,0,141,1986
3669,1,0,0,0,0,142,1996
3669,1,69,29,8,0,143,2013
3669,2,2,1,7,0,143,2014
3669,8,46,7,38,0,143,2015
3669,1,0,0,0,0,144,2008
3669,1,0,0,0,0,145,2014
3669,1,2,0,3,0,146,2012
3669,23,148,75,100,0,146,2014
3669,11,15,3,70,0,146,2015
3669,2,8,3,36,0,147,2005
3669,1,2,0,2,0,147,2013
3669,1,0,0,7,0,148,2002
3669,1,0,0,1,1,148,2009
3669,1,2,0,10,0,149,1999
3669,23,303,24,957,0,150,2012
3669,38,687,46,218,0,150,2013
3669,73,765,195,445,9,150,2014
3669,70,924,302,267,0,150,2015
3669,2,3,0,6,0,151,1992
3669,2,235,2,4085,0,151,1998
3669,2,19,2,38,0,151,2000
3669,5,2995,19,107,0,151,2001
3669,13,99,6,282,0,151,2002
3669,13,73,3,532,0,151,2003
3669,6,28,0,17,0,151,2004
3669,2,29,1,52,0,151,2005
3669,3,20,1,22,0,151,2006
3669,4,63,3,161,0,151,2007
3669,4,41,6,227,0,151,2008
3669,1,1,0,0,0,151,2011
3669,2,0,0,1,0,159,2006
3669,1,0,0,0,0,160,2005
3669,6,69,1,31,0,152,2004
3669,65,793,49,1625,2,152,2005
3669,5,99,5,74,0,152,2006
3669,41,869,83,2190,1,152,2007
3669,42,416,22,760,0,152,2008
3669,22,258,9,782,0,152,2009
3669,37,223,3,561,0,152,2010
3669,31,257,5,687,0,152,2011
3669,303,917,36,2570,1,152,2012
3669,80,414,17,935,0,152,2013
3669,1,0,0,1,0,153,2006
3669,6,54,12,126,0,154,2003
3669,1,8,1,90,7,154,2004
3669,1,12,0,0,0,158,2005
3669,1,9,1,0,0,158,2007
3669,8,20,6,30,0,158,2008
3669,2,8,2,5,0,158,2009
3669,4,33,4,31,2,155,2004
3669,1,4,2,8,0,155,2006
3669,3,6,1,3,1,155,2009
3669,48,178,18,120,1,155,2010
3669,74,408,106,263,39,155,2011
3669,197,959,206,739,16,155,2012
3669,140,369,70,452,17,155,2013
3669,285,859,193,810,38,155,2014
3669,132,360,53,313,0,155,2015
3669,1,2,0,1,1,156,2013
3669,1,1,0,1,0,156,2014
3669,5,3,0,3,0,156,2015
3669,67,248,26,534,1,157,2007
3669,44,159,11,205,3,157,2008
3669,31,154,3,75,1,157,2009
3669,15,35,4,68,0,157,2010
3669,16,43,3,55,0,157,2011
3669,9,4,0,5,0,157,2012
3669,15,45,27,36,3,157,2013
3669,14,29,1,30,0,157,2014
3669,15,48,0,39,0,157,2015
3669,5,2,0,0,0,161,2014
3669,1,2,2,1,0,162,2002
3669,1,1,0,0,0,163,1984
3669,1,0,0,0,0,163,1988
3669,1,0,0,0,0,164,2015
3669,3,0,0,0,0,165,1984
3669,1,1,0,4,0,166,2014
3669,6,135,1,40,0,167,2007
3669,26,112,9,110,0,167,2008
3669,57,240,72,385,1,167,2009
3669,70,205,13,242,0,167,2010
3669,161,293,23,617,2,167,2011
3669,231,700,214,847,20,167,2012
3669,318,736,165,855,28,167,2013
3669,862,1777,438,1040,6,167,2014
3669,385,1586,624,918,116,167,2015
3669,2,0,0,5,0,168,2005
3669,1,3,0,4,0,168,2009
3669,1,3,3,0,0,168,2010
3669,3,1,0,0,0,169,2015
3669,1,8,3,2,0,170,2003
3669,3,13,3,4,0,170,2013
3669,1,2,0,0,0,170,2014
3669,1,3,0,0,0,171,2004
3669,1,1,0,3,0,172,1997
3669,1,0,0,0,0,173,1996
3669,1,0,0,0,0,173,2013
3669,3,1,0,0,0,174,1991
3669,3,10,0,26,0,174,1992
3669,1,0,0,0,0,174,1994
3669,2,13,1,15,0,174,2001
3669,1,0,0,1,0,174,2002
3669,12,36,0,96,0,175,1998
3669,3,2,0,16,0,175,2013
3669,1,1,0,0,0,175,2014
3669,1,0,0,0,0,176,1997
3669,1,0,0,0,0,177,2000
3669,1,21,0,43,0,178,2014
3669,2,3,0,2,0,179,1981
3669,1,0,0,8,0,179,1982
3669,1,0,0,0,0,179,1983
3669,3,7,4,2,0,179,1991
3669,1,7,0,0,0,179,1992
3669,2,0,0,0,0,183,2001
3669,1,2,0,0,0,183,2002
3669,3,0,0,4,2,183,2003
3669,1,0,0,0,0,184,1990
3669,1,0,0,0,0,184,2000
3669,1,0,0,7,0,182,1992
3669,2,0,0,2,0,185,1981
3669,1,2,0,1,0,185,1984
3669,3,2,0,50,0,185,1999
3669,11,4,0,2,0,185,2000
3669,14,3,1,2,0,185,2001
3669,1,1,0,0,0,185,2002
3669,1,0,0,0,0,186,1994
3669,1,1,0,7,0,187,2007
3669,1,0,0,0,0,188,1987
3669,1,0,0,0,0,188,1990
3669,2,7,0,200,0,189,2015
3669,1,1,0,0,0,190,1994
3669,6,5,0,5,0,190,1995
3669,2,0,0,0,0,190,1998
3669,1,0,0,1,0,190,1999
3669,1,1,0,0,0,190,2008
3669,1,0,0,0,0,191,1986
3669,1,0,0,0,0,192,2009
3669,1,0,0,0,0,193,1983
3669,2,0,0,0,0,193,1984
3669,7,0,0,1,0,193,1985
3669,8,15,0,0,0,193,1986
3669,1,0,0,0,0,193,1987
3669,2,0,0,0,0,193,1988
3669,3,0,0,0,0,193,1991
3669,3,1,0,0,0,194,1995
3669,3,2,0,6,0,196,2015
3669,34,52,0,108,0,197,1998
3669,5,6,0,51,0,197,1999
3669,25,92,2,47,0,197,2000
3669,11,56,0,35,0,197,2001
3669,39,92,0,68,2,197,2002
3669,23,36,0,34,0,197,2003
3669,30,40,2,41,3,197,2004
3669,50,64,2,76,0,197,2005
3669,68,49,1,78,0,197,2006
3669,43,10,0,45,5,197,2007
3669,38,35,1,56,1,197,2008
3669,1,0,0,4,0,198,1995
3669,2,25,0,1,0,198,2000
3669,1,0,0,0,0,199,1992
3669,1,0,0,3,0,200,1991
3669,4,1,1,2,0,200,2009
3669,1,0,0,0,0,201,2005
3669,1,0,0,3,0,203,1991
3669,1,1,0,0,0,203,2009
3669,2,0,0,8,0,204,1983
3669,2,1,0,7,0,204,1986
3669,1,0,0,0,0,205,2008
3669,1,0,0,0,0,206,1996
3669,1,0,0,0,0,207,1991
3669,1,0,0,6,0,208,2002
3669,1,0,0,0,0,208,2012
3669,2,7,0,0,0,209,1992
3669,1,0,0,0,0,209,1997
3669,2,24,0,11,0,209,1999
3669,2,4,0,1,0,209,2000
3669,2,28,0,6,0,209,2003
3669,1,0,0,1,0,209,2009
3669,1,0,0,0,0,202,1989
3669,1,1,0,10,0,210,1995
3669,1,0,0,0,0,211,1989
3669,1,1,0,0,0,211,1992
3669,1,0,0,0,0,212,1991
3669,1,0,0,3,0,213,2014
3669,5,1,0,0,0,213,2015
3669,1,0,0,0,0,214,1980
3669,8,125,0,26,0,215,1997
3669,9,55,7,27,0,215,1998
3669,9,35,0,55,0,215,1999
3669,9,48,0,22,0,215,2000
3669,2,14,3,6,0,215,2001
3669,1,1,0,0,0,215,2008
3669,1,16,0,0,0,215,2010
3669,3,3,0,0,0,215,2012
3669,4,40,0,19,0,215,2013
3669,32,378,76,81,0,215,2014
3669,54,230,39,66,0,215,2015
3669,1,30,30,0,0,216,2000
3669,1,1,0,0,0,217,1984
3669,2,1,0,0,0,218,1980
3669,1,0,0,0,0,218,1984
3669,4,2,0,2,0,218,1985
3669,2,0,0,0,0,218,1986
3669,1,0,0,0,0,218,1987
3669,3,2,0,3,0,218,1988
3669,3,3,0,15,0,218,1989
3669,2,1,0,1,0,218,1990
3669,2,9,0,0,0,218,1991
3669,2,0,0,0,0,218,1999
3669,1,6,0,20,0,218,2008
3669,1,0,0,6,0,219,2013
3669,1,0,0,0,0,220,1983
3669,5,83,0,7,0,221,1986
3669,1,0,0,0,0,221,1988
3669,1,0,0,0,0,222,1978
3669,1,2,2,2,1,223,1973
3669,5,0,0,0,0,223,1975
3669,3,0,0,0,0,224,1970
3669,2,0,0,0,0,226,1974
3669,5,2,0,9,0,225,1989
3669,1,61,0,0,0,227,1991
3669,1,0,0,0,0,228,2007
3669,2,0,0,0,0,228,2010
3669,1,1,0,0,0,229,1984
3669,1,4,0,0,0,230,1975
3669,1,0,0,1,0,230,1978
3669,1,0,0,0,0,231,1984
3669,1,0,0,0,0,232,2009
3669,1,0,0,0,0,233,2014
3669,1,0,0,0,0,234,2014
3669,1,0,0,0,0,235,2015
3669,1,0,0,0,0,236,2015
3669,2,0,0,0,0,237,2000
3669,1,0,0,0,0,238,2001
3669,2,0,0,0,0,239,1989
3669,1,0,0,0,0,240,2001
3669,1,0,0,0,0,241,2000
3669,1,0,0,0,0,242,1983
3669,3,0,0,0,0,242,1986
3669,1,0,0,0,0,242,1987
3669,1,0,0,0,0,242,1989
3669,2,0,0,0,0,242,1990
3669,10,0,0,0,0,242,1992
3669,1,0,0,0,0,242,1994
3669,4,0,0,0,0,242,1995
3669,1,0,0,0,0,242,1996
3669,3,0,0,0,0,242,2000
3669,1,0,0,0,0,242,2008
3669,1,0,0,0,0,242,2009
3669,6,0,0,0,0,242,2011
3669,2,0,0,0,0,242,2012
3669,1,0,0,0,0,242,2013
3669,27,1,0,6,0,242,2014
3669,7,1,0,2,0,242,2015
3669,1,0,0,0,0,243,2000
3669,1,0,0,0,0,244,2010
3669,1,1,0,0,0,245,2007
3669,1,1,0,0,0,246,1997
3669,1,0,0,0,0,246,1999
3669,1,2,0,1,0,246,2000
3669,1,30,0,0,0,247,1985
3669,1,36,0,0,0,249,1986
3669,1,7,0,6,0,249,2001
3669,1,62,0,1,0,250,1985
3669,1,0,0,0,0,251,1983
3669,1,0,0,0,0,251,1988
3669,1,0,0,0,0,251,2013
3669,2,0,0,0,0,252,1999
3669,1,0,0,0,0,253,2013
3669,1,0,0,0,0,254,2010
3669,1,0,0,0,0,255,1988
3669,4,0,0,0,0,256,1987
3669,12,0,0,0,0,256,1988
3669,4,0,0,0,0,256,1989
3669,5,0,0,1,0,256,1990
3669,3,0,0,0,0,256,1991
3669,3,0,0,0,0,256,1992
3669,5,0,0,0,0,256,1995
3669,2,0,0,0,0,256,1996
3669,5,0,0,0,0,256,1997
3669,9,0,0,0,0,256,1998
3669,9,0,0,0,0,256,1999
3669,7,0,0,0,0,256,2000
3669,7,0,0,1,0,256,2001
3669,2,0,0,0,0,256,2002
3669,8,0,0,0,0,256,2003
3669,1,0,0,0,0,256,2004
3669,2,0,0,0,0,256,2005
3669,2,0,0,0,0,256,2006
3669,1,0,0,0,0,256,2007
3669,4,0,0,2,0,256,2008
3669,1,0,0,0,0,256,2009
3669,7,0,0,0,0,256,2010
3669,3,0,0,0,0,256,2011
3669,1,0,0,0,0,256,2013
3669,3,0,0,0,0,256,2014
3669,4,0,0,0,0,256,2015
3669,1,0,0,0,0,257,1987
3669,1,0,0,0,0,257,1990
3669,2,0,0,0,0,257,1991
3669,1,0,0,0,0,257,1992
3669,1,0,0,3,0,257,1994
3669,2,0,0,0,0,257,2000
3669,7,0,0,2,0,257,2001
3669,1,0,0,1,0,258,1982
3669,1,0,0,0,0,258,2010
3669,1,0,0,0,0,259,1997
3669,1,0,0,0,0,260,2004
3669,1,0,0,0,0,261,2009
3669,2,1,0,0,0,261,2010
3669,1,8,8,0,0,268,2015
3669,1,21,0,0,0,274,1994
3669,2,4,3,1,0,275,2012
3669,13,50,7,280,0,275,2013
3669,55,155,13,215,1,275,2014
3669,1,0,0,3,0,276,1999
3669,2,1,0,4,0,277,2008
3669,1,0,0,0,0,262,2004
3669,2,206,0,0,0,263,2015
3669,5,2,0,0,0,264,2012
3669,1,7,4,6,0,264,2013
3669,3,1,0,2,0,264,2014
3669,10,26,9,26,0,264,2015
3669,1,0,0,0,0,265,2015
3669,1,7,2,0,0,266,2002
3669,3,19,1,66,0,266,2003
3669,2,32,1,65,0,266,2005
3669,1,9,0,0,0,266,2006
3669,9,8,0,20,0,266,2007
3669,5,6,0,14,0,266,2008
3669,3,1,0,4,0,266,2009
3669,1,0,0,2,0,266,2012
3669,1,0,0,0,0,266,2013
3669,2,10,0,6,0,266,2014
3669,1,0,0,0,0,267,2004
3669,2,4,0,2,0,269,2012
3669,3,14,1,3,0,269,2013
3669,34,83,10,172,0,269,2014
3669,23,16,0,28,0,269,2015
3669,10,21,2,5,0,270,2013
3669,2,0,0,0,0,270,2014
3669,7,4,0,70,0,271,2015
3669,4,38,0,80,0,272,2004
3669,8,105,3,252,0,272,2005
3669,1,0,0,0,0,272,2011
3669,1,0,0,0,0,273,2006
3669,1,4,2,1,0,278,2011
3669,1,2,0,1,0,278,2012
3669,4,10,0,7,0,278,2013
3669,1,1,0,2,0,279,2013
3669,1,31,1,100,0,280,2010
3669,1,1,0,0,0,280,2011
3669,1,1,0,0,0,281,2013
3669,3,3,0,0,0,281,2014
3669,3,2,0,2,0,281,2015
3669,1,0,0,0,0,282,1995
3669,1,0,0,0,0,283,1978
3669,1,0,0,1,0,284,1982
3669,1,0,0,0,0,286,1981
3669,4,0,0,0,0,285,1977
3669,5,0,0,1,0,285,1978
3669,1,0,0,1,0,285,1979
3669,3,0,0,1,0,285,1980
3669,3,0,0,0,0,285,1982
3669,2,0,0,0,0,285,1983
3669,18,0,0,0,0,285,1984
3669,13,0,0,2,0,285,1985
3669,13,0,0,2,0,285,1986
3669,11,0,0,0,0,285,1987
3669,7,0,0,0,0,285,1988
3669,7,0,0,0,0,285,1989
3669,8,0,0,0,0,285,1990
3669,10,0,0,4,0,285,1991
3669,17,0,0,3,0,285,1992
3669,15,2,0,5,0,285,1994
3669,5,0,0,1,1,285,1995
3669,1,0,0,0,0,285,1996
3669,3,0,0,0,0,285,1997
3669,3,0,0,0,0,285,1998
3669,7,0,0,0,0,285,1999
3669,5,0,0,0,0,285,2000
3669,1,0,0,0,0,285,2001
3669,2,0,0,0,0,285,2003
3669,1,0,0,0,0,285,2004
3669,3,0,0,0,0,285,2005
3669,2,0,0,0,0,285,2007
3669,1,0,0,0,0,285,2008
3669,1,3,0,230,0,287,1986
3669,1,0,0,1,0,288,2007
3669,2,0,0,13,0,289,1984
3669,1,0,0,5,0,290,1987
3669,2,0,0,0,0,290,1988
3669,1,0,0,0,0,290,1989
3669,3,0,0,0,0,290,1990
3669,3,0,0,0,0,290,1996
3669,3,0,0,0,0,290,1997
3669,5,72,0,37,0,291,2013
3669,28,289,31,110,0,291,2014
3669,18,58,0,12,0,291,2015
3669,1,0,0,4,0,292,1996
3669,1,0,0,0,0,293,1999
3669,1,1,0,0,0,294,1988
3669,1,0,0,0,0,295,1988
3669,2,0,0,0,0,296,1976
3669,1,0,0,0,0,296,1977
3669,1,0,0,0,0,297,1978
3669,1,0,0,0,0,297,1987
3669,1,0,0,0,0,297,1994
3669,1,0,0,0,0,298,1984
3669,2,0,0,1,0,299,2013
3669,1,0,0,0,0,300,1989
3669,1,0,0,0,0,301,2000
3669,4,1,0,0,0,302,1980
3669,2,3,0,1,0,303,1980
3669,1,1,0,0,0,305,1981
3669,4,142,0,0,0,306,1989
3669,1,2,0,10,0,304,1984
3669,2,0,0,0,0,307,2008
3669,2,0,0,2,0,308,1990
3669,1,0,0,0,0,308,1998
3669,2,0,0,0,0,309,1995
3669,1,0,0,0,0,310,1994
3669,1,0,0,0,0,311,1980
3669,1,0,0,0,0,311,1981
3669,1,0,0,0,0,312,2013
3669,1,4,0,0,0,313,1991
3669,6,1,0,7,0,313,1992
3669,2,0,0,0,0,314,1977
3669,3,3,0,10,0,314,1981
3669,1,0,0,0,0,314,1986
3669,1,0,0,5,0,314,1991
3669,6,11,0,100,0,314,1992
3669,8,0,0,60,0,314,1995
3669,1,0,0,2,0,314,1996
3669,1,0,0,1,0,314,1997
3669,1,0,0,1,0,314,1999
3669,1,2,0,0,0,314,2010
3669,1,1,0,12,0,315,1979
3669,1,0,0,0,0,315,1982
3669,3,110,0,0,0,315,1983
3669,2,7,0,0,0,315,1984
3669,1,1,0,0,0,315,1991
3669,2,0,0,1,0,315,2004
3669,6,20,0,3,0,315,2005
3669,4,4,0,5,0,315,2006
3669,1,1,0,0,0,316,1981
3669,1,6,0,0,0,316,1982
3669,1,1,0,0,0,316,1983
3669,3,2,0,4,0,316,2000
3669,2,0,0,0,0,320,1981
3669,1,14,0,60,0,320,1983
3669,3,0,0,0,0,321,1995
3669,1,0,0,0,0,322,1999
3669,1,0,0,0,0,323,1978
3669,2,0,0,0,0,324,1986
3669,2,0,0,0,0,324,1987
3669,1,1,0,0,0,325,1989
3669,1,0,0,0,0,326,1978
3669,1,0,0,0,0,327,2001
3669,1,0,0,0,0,327,2003
3669,2,0,0,0,0,328,1978
3669,10,0,0,16,0,329,1992
3669,2,0,0,11,0,330,1994
3669,1,2,0,0,0,331,1979
3669,5,0,0,0,0,332,1990
3669,2,0,0,0,0,332,1992
3669,2,0,0,0,0,333,1995
3669,2,0,0,0,0,334,1983
3669,1,1,0,0,0,334,1991
3669,7,0,0,13,0,334,1995
3669,2,0,0,0,0,334,1996
3669,1,0,0,0,0,335,1996
3669,1,0,0,0,0,336,1999
3669,3,0,0,0,0,337,1994
3669,1,0,0,0,0,338,1984
3669,1,0,0,0,0,339,1984
3669,1,1,0,0,0,339,1986
3669,1,0,0,0,0,340,1979
3669,3,0,0,0,0,341,1999
3669,5,0,0,0,0,342,2006
3669,1,0,0,0,0,343,1999
3669,5,1,0,0,0,344,1975
3669,1,0,0,0,0,344,1976
3669,1,0,0,0,0,344,1977
3669,1,0,0,0,0,344,1978
3669,3,2,0,0,0,345,1983
3669,8,8,0,6,0,345,1984
3669,5,7,0,0,0,345,1985
3669,1,0,0,0,0,345,1986
3669,1,1,0,0,0,345,1987
3669,2,1,0,1,0,345,1989
3669,1,0,0,0,0,346,1991
3669,3,0,0,0,0,347,1976
3669,2,0,0,0,0,348,1999
3669,1,30,0,0,0,317,1992
3669,1,0,0,0,0,318,1992
3669,1,0,0,0,0,351,1982
3669,1,2,0,3,0,352,1987
3669,1,0,0,0,0,353,1988
3669,31,1,0,94,0,354,1980
3669,1,0,0,0,0,355,2010
3669,1,3,0,0,0,356,1986
3669,6,1,0,9,0,357,1974
3669,4,0,0,0,0,357,1975
3669,4,0,0,0,0,358,1987
3669,1,1,0,1,0,359,1980
3669,3,9,0,42,0,360,1979
3669,1,0,0,0,0,360,1980
3669,3,0,0,0,0,361,2014
3669,4,6,2,1,0,361,2015
3669,1,3,0,3,0,362,2011
3669,1,0,0,0,0,363,1984
3669,5,5,0,10,0,364,1981
3669,1,0,0,0,0,365,1978
3669,3,4,0,9,0,366,1986
3669,1,0,0,1,0,367,1986
3669,7,13,0,20,0,368,1979
3669,16,0,0,9,0,368,1980
3669,2,1,0,0,0,369,1985
3669,1,27,2,30,0,370,2011
3669,1,0,0,1,0,371,1982
3669,1,3,0,56,0,372,1981
3669,1,3,0,0,0,373,1986
3669,1,1,0,0,0,374,1985
3669,1,0,0,0,0,375,1980
3669,1,1,0,0,0,376,1989
3669,1,0,0,0,0,377,1970
3669,1,0,0,0,0,377,1974
3669,6,1,0,13,0,377,1979
3669,2,0,0,0,0,377,1980
3669,3,2,0,4,0,377,1981
3669,1,0,0,7,0,377,1985
3669,1,0,0,1,0,377,1996
3669,1,0,0,0,0,377,1997
3669,1,0,0,1,0,378,2015
3669,2,1,0,2,0,379,2015
3669,1,8,0,0,0,380,1991
3669,1,0,0,0,0,381,2009
3669,1,0,0,0,0,381,2011
3669,1,8,0,85,0,382,2005
3669,1,0,0,1,0,386,1983
3669,1,2,0,0,0,387,1974
3669,1,0,0,0,0,387,1975
3669,6,40,0,0,0,387,1976
3669,4,12,0,32,0,387,1977
3669,7,1,0,1,0,387,1978
3669,3,1,0,0,0,388,1970
3669,1,0,0,0,0,388,1973
3669,3,0,0,0,0,388,1974
3669,1,0,0,0,0,389,1970
3669,1,0,0,0,0,389,1975
3669,1,0,0,0,0,390,1978
3669,1,0,0,2,0,391,1999
3669,4,15,0,0,0,392,1994
3669,1,0,0,0,0,394,2000
3669,2,0,0,0,0,394,2001
3669,7,0,0,0,0,395,1999
3669,1,1,0,0,0,395,2001
3669,1,1,0,0,0,396,1979
3669,1,0,0,0,0,397,1978
3669,1,0,0,0,0,399,1977
3669,1,0,0,0,0,400,1986
3669,2,0,0,0,0,401,1977
3669,12,2,0,0,0,402,1970
3669,1,3,0,0,0,402,1971
3669,1,0,0,0,0,403,1982
3669,1,0,0,0,0,404,1977
3669,4,0,0,2,0,405,1976
3669,1,0,0,0,0,405,1978
3669,1,0,0,0,0,406,1986
3669,4,0,0,0,0,407,1977
3669,1,0,0,1,0,408,1976
3669,2,0,0,0,0,408,1977
3669,5,0,0,3,0,409,1991
3669,1,0,0,0,0,409,1992
3669,4,0,0,0,0,410,1977
3669,1,0,0,0,0,411,1978
3669,1,0,0,0,0,412,1977
3669,1,10,0,0,0,420,1999
3669,1,30,0,0,0,414,1992
3669,1,30,0,0,0,414,1995
3669,2,5,0,28,0,415,2014
3669,1,0,0,0,0,413,1995
3669,2,0,0,0,0,416,1970
3669,2,0,0,0,0,416,1971
3669,1,0,0,0,0,417,1976
3669,6,1,0,2,0,417,1978
3669,30,15,0,0,0,417,1979
3669,1,0,0,0,0,418,1979
3669,1,0,0,0,0,418,1981
3669,1,0,0,0,0,418,1982
3669,2,4,0,0,0,419,2001
3669,1,3,0,2,0,419,2002
3669,9,87,0,145,0,419,2005
3669,1,0,0,2,0,421,1991
3669,2,0,0,0,0,422,2013
3669,6,1,0,0,0,423,1980
3669,1,0,0,3,0,424,1977
3669,1,1,0,1,0,425,1980
3669,33,104,0,8,0,427,1994
3669,67,184,0,716,0,427,1995
3669,6,33,0,112,0,427,1996
3669,9,116,0,0,0,427,1997
3669,20,195,6,241,0,427,1998
3669,12,83,2,43,1,427,1999
3669,14,70,1,51,0,427,2000
3669,19,117,0,25,0,427,2001
3669,29,203,2,86,0,427,2002
3669,11,77,0,10,0,427,2003
3669,2,8,0,0,0,427,2004
3669,2,6,0,5,0,427,2005
3669,1,2,0,0,0,427,2006
3669,1,2,0,0,0,428,1992
3669,2,0,0,1,0,429,1978
3669,3,3,0,0,0,430,1978
3669,1,0,0,1,0,431,1975
3669,1,1,0,0,0,431,1976
3669,3,0,0,0,0,431,1977
3669,1,0,0,0,0,431,1978
3669,1,0,0,0,0,432,1977
3669,3,3,0,3,0,433,1981
3669,1,1,0,0,0,433,1982
3669,1,0,0,0,0,433,1984
3669,1,4,0,0,0,433,1992
3669,1,0,0,1,0,433,1994
3669,1,0,0,0,0,433,1995
3669,4,2,0,0,0,433,1996
3669,1,4,0,1,0,433,2000
3669,1,1,0,1,0,433,2001
3669,1,0,0,0,0,434,1989
3669,1,0,0,0,0,435,1978
3669,1,0,0,0,0,436,1978
3669,1,0,0,0,0,437,1977
3669,3,0,0,3,0,437,1978
3669,2,0,0,0,0,438,1973
3669,9,2,0,0,0,438,1974
3669,2,0,0,0,0,438,1975
3669,4,2,0,3,0,438,1976
3669,9,2,0,6,0,438,1977
3669,4,1,0,1,0,438,1978
3669,1,0,0,0,0,439,1977
3669,5,0,0,0,0,440,1977
3669,1,1,0,0,0,440,1983
3669,4,0,0,1,0,441,1978
3669,2,0,0,2,0,441,1979
3669,1,0,0,1,0,442,1979
3669,1,0,0,0,0,443,1977
3669,1,0,0,0,0,444,2008
3669,1,0,0,0,0,444,2009
3669,1,0,0,0,0,445,1977
3669,10,0,0,11,0,446,1970
3669,16,0,0,0,0,446,1971
3669,3,0,0,0,0,446,1972
3669,1,0,0,0,0,446,1973
3669,2,0,0,1,0,447,1978
3669,6,1,0,51,0,447,1979
3669,5,79,0,190,0,447,1980
3669,4,5,0,1,0,447,1981
3669,2,1,0,2,0,447,1982
3669,1,0,0,0,0,447,1988
3669,1,0,0,1,0,448,1977
3669,1,0,0,0,0,448,1978
3669,1,0,0,0,0,448,1979
3669,1,0,0,0,0,449,1989
3669,1,1,0,1,0,452,1983
3669,4,0,0,0,0,450,1977
3669,1,0,0,0,0,451,1977
3669,1,24,1,100,0,453,2003
3669,1,0,0,0,0,454,1978
3669,1,0,0,0,0,455,1978
3669,1,0,0,0,0,456,1977
3669,3,0,0,0,0,456,1978
3669,2,2,0,12,0,458,1990
3669,1,0,0,0,0,459,1973
3669,1,0,0,0,0,459,1976
3669,1,0,0,0,0,459,1981
3669,1,0,0,0,0,459,1983
3669,1,0,0,0,0,459,1990
3669,1,0,0,1,0,460,1981
3669,4,1,0,5,0,460,1990
3669,2,0,0,0,0,460,1991
3669,1,47,0,0,0,460,1992
3669,2,6,0,0,0,462,1990
3669,1,0,0,0,0,463,1980
3669,1,0,0,1,1,465,1982
3669,1,1,0,1,0,466,1985
3669,3,0,0,0,0,467,1975
3669,5,1,0,1,0,467,1976
3669,3,0,0,0,0,467,1977
3669,9,3,0,4,0,467,1978
3669,34,0,0,14,0,467,1979
3669,31,15,0,56,1,467,1980
3669,48,7,0,52,2,467,1981
3669,22,17,1,111,0,467,1982
3669,15,14,0,111,0,467,1983
3669,5,0,0,3,0,467,1984
3669,5,2,0,26,0,467,1985
3669,2,1,0,0,0,467,1986
3669,1,1,0,0,0,467,1988
3669,1,0,0,0,0,467,1991
3669,1,0,0,0,0,467,1997
3669,2,18,0,43,0,461,1990
3669,1,3,0,0,0,461,1991
3669,1,2,0,0,0,461,1992
3669,1,1,0,0,0,464,1990
3669,2,2,0,0,0,468,1973
3669,3,4,0,0,0,468,1978
3669,1,0,0,0,0,468,1983
3669,1,1,1,0,0,468,1984
3669,3,0,0,0,0,469,1975
3669,4,0,0,0,0,470,1982
3669,9,0,0,0,0,470,1984
3669,1,0,0,0,0,470,1985
3669,1,0,0,0,0,470,1989
3669,1,0,0,1,0,470,1994
3669,1,0,0,1,0,470,1995
3669,1,1,0,110,0,470,1996
3669,4,0,0,11,0,470,1997
3669,2,2,0,1,0,470,1998
3669,1,0,0,0,0,471,2006
3669,1,0,0,0,0,471,2007
3669,1,23,1,97,0,471,2011
3669,1,0,0,1,0,472,2008
3669,2,0,0,1,0,473,2002
3669,1,5,0,7,0,474,2014
3669,2,19,0,1,0,474,2015
3669,1,0,0,0,0,475,1989
3669,1,0,0,0,0,476,1994
3669,1,0,0,21,0,476,1997
3669,3,0,0,0,0,477,1998
3669,1,0,0,0,0,478,1992
