category,time,total,probability
Vehicle Theft,8,4275,0.035580524344569285
Vehicle Theft,9,4188,0.03485642946317104
Vehicle Theft,10,3918,0.03260923845193508
Vehicle Theft,11,3505,0.029171868497711195
Vehicle Theft,12,5143,0.04280482729920932
Vehicle Theft,13,3663,0.03048689138576779
Vehicle Theft,14,4335,0.036079900124843946
Vehicle Theft,15,5094,0.04239700374531835
Vehicle Theft,16,6049,0.050345401581356634
Vehicle Theft,17,8051,0.06700790678318769
Vehicle Theft,18,9807,0.08162297128589263
Vehicle Theft,19,8556,0.07121098626716604
Vehicle Theft,20,8984,0.0747732001664586
Vehicle Theft,21,8716,0.07254265501456512
Vehicle Theft,22,9182,0.07642114024136495
Vehicle Theft,23,8008,0.06665002080732418
Warrants,0,3830,0.04023405082306472
Warrants,1,2630,0.027628081896778123
Warrants,2,2158,0.022669734119105396
Warrants,3,1661,0.017448761988801697
Warrants,4,1266,0.013299297217232359
Warrants,5,908,0.009538516487556858
Warrants,6,1568,0.016471799397014486
Warrants,7,3029,0.03181956656476842
Warrants,8,3572,0.037523767503913105
Warrants,9,4166,0.04376372212242497
Warrants,10,4508,0.04735642326641665
Warrants,11,4818,0.050612965239040686
Warrants,12,5113,0.05371193260008614
Warrants,13,5453,0.05728362379586734
Warrants,14,5628,0.05912199426428414
Warrants,15,5508,0.05786139737165548
Warrants,16,6039,0.0634395386215373
Warrants,17,6200,0.06513083945248074
Warrants,18,5642,0.059269063901757485
Warrants,19,4902,0.05149538306388075
Warrants,20,3973,0.04173626212011387
Warrants,21,3807,0.03999243641864423
Warrants,22,4598,0.04830187093588814
Warrants,23,4216,0.04428897082768691
Weapon Laws,0,1032,0.0511955551145947
Weapon Laws,1,753,0.037354896319079275
Weapon Laws,2,674,0.03343585673181863
Weapon Laws,3,397,0.019694414128385754
Weapon Laws,4,292,0.014485564044051989
Weapon Laws,5,159,0.007887687270562556
Weapon Laws,6,231,0.01145947018553428
Weapon Laws,7,401,0.019892846512550848
Weapon Laws,8,551,0.027334060918741937
Weapon Laws,9,723,0.03586665343784105
Weapon Laws,10,732,0.03631312630221252
Weapon Laws,11,863,0.042811786883619404
Weapon Laws,12,991,0.04916162317690247
Weapon Laws,13,988,0.04901279888877865
Weapon Laws,14,1002,0.04970731223335648
Weapon Laws,15,1132,0.056156364718722096
Weapon Laws,16,1203,0.05967853953765254
Weapon Laws,17,1165,0.05779343188808413
Weapon Laws,18,1265,0.06275424149221152
Weapon Laws,19,1160,0.05754539140787777
Weapon Laws,20,1087,0.05392400039686477
Weapon Laws,21,1090,0.05407282468498859
Weapon Laws,22,1166,0.05784303998412541
Weapon Laws,23,1101,0.0546185137414426
