lon,lat
-122.466204667893,37.7725405391593
-122.403404791479,37.775420706711
-122.409660751795,37.7864394524764
-122.417955821717,37.7578801214437
-122.410699657634,37.7869881885308
-122.410699657634,37.7869881885308
-122.410699657634,37.7869881885308
-122.417817852676,37.7578884408086
-122.388379873919,37.7833104067015
-122.388379873919,37.7833104067015
-122.388379873919,37.7833104067015
-122.388379873919,37.7833104067015
-122.388379873919,37.7833104067015
-122.388379873919,37.7833104067015
-122.403404791479,37.775420706711
-122.403404791479,37.775420706711
-122.388379873919,37.7833104067015
-122.388379873919,37.7833104067015
-122.388379873919,37.7833104067015
-122.388379873919,37.7833104067015
-122.405941469147,37.7904631779771
-122.407114491118,37.7899019822508
-122.411747371924,37.7859988323798
-122.426508142005,37.7859342571796
-122.470190415901,37.7808757916602
-122.41799760821,37.7769551138436
-122.478349616026,37.7513339691629
-122.415781281593,37.7588312134679
-122.41796448376,37.7586968166489
-122.45886061567,37.7812550935484
-122.400916029025,37.7854574902997
-122.400916029025,37.7854574902997
-122.400916029025,37.7854574902997
-122.400916029025,37.7854574902997
-122.400916029025,37.7854574902997
-122.400916029025,37.7854574902997
-122.400916029025,37.7854574902997
-122.400916029025,37.7854574902997
-122.400916029025,37.7854574902997
-122.400916029025,37.7854574902997
-122.400916029025,37.7854574902997
-122.400916029025,37.7854574902997
-122.400916029025,37.7854574902997
-122.400916029025,37.7854574902997
-122.400916029025,37.7854574902997
-122.400916029025,37.7854574902997
-122.400916029025,37.7854574902997
-122.400916029025,37.7854574902997
-122.400916029025,37.7854574902997
-122.400916029025,37.7854574902997
-122.400916029025,37.7854574902997
-122.400916029025,37.7854574902997
-122.400916029025,37.7854574902997
-122.400916029025,37.7854574902997
-122.400916029025,37.7854574902997
-122.475484629626,37.7383655655476
-122.408231026261,37.787359494956
-122.418467747931,37.7879652569797
-122.418467747931,37.7879652569797
-122.417812558787,37.7571005796428
-122.417812558787,37.7571005796428
-122.415929849548,37.7604330003754
-122.415929849548,37.7604330003754
-122.418467747931,37.7879652569797
-122.418467747931,37.7879652569797
-122.415929849548,37.7604330003754
-122.414693065257,37.7588955947572
-122.418467747931,37.7879652569797
-122.415929849548,37.7604330003754
-122.418467747931,37.7879652569797
-122.418467747931,37.7879652569797
-122.415929849548,37.7604330003754
-122.415929849548,37.7604330003754
-122.418467747931,37.7879652569797
-122.418467747931,37.7879652569797
-122.418467747931,37.7879652569797
-122.418467747931,37.7879652569797
-122.418467747931,37.7879652569797
-122.418467747931,37.7879652569797
-122.419360352761,37.7618358012376
-122.419360352761,37.7618358012376
-122.418486296575,37.7634954373144
-122.415929849548,37.7604330003754
-122.415929849548,37.7604330003754
-122.415929849548,37.7604330003754
-122.415929849548,37.7604330003754
-122.415929849548,37.7604330003754
-122.415929849548,37.7604330003754
-122.415929849548,37.7604330003754
-122.418467747931,37.7879652569797
-122.409876622532,37.787148807979
-122.418467747931,37.7879652569797
-122.415929849548,37.7604330003754
-122.415929849548,37.7604330003754
-122.415929849548,37.7604330003754
-122.415929849548,37.7604330003754
-122.415929849548,37.7604330003754
-122.418368839165,37.7874861572271
-122.418467747931,37.7879652569797
-122.41827417166,37.7870372043685
-122.426635076963,37.7549624153696
-122.41733258259,37.7635718955893
-122.383433948755,37.7297381449981
-122.417812558787,37.7571005796428
-122.412502863675,37.7590272974496
-122.406775392392,37.7884982866148
-122.408403859899,37.7882933915158
-122.40546657618,37.7646048756593
-122.41796448376,37.7586968166489
-122.417903977564,37.7851670875517
-122.409876622532,37.787148807979
-122.412173946265,37.7629167766586
-122.411090794581,37.7617009781734
-122.403409085175,37.7531779938926
-122.417660640341,37.7555043420028
-122.414233849038,37.7540986882068
-122.395565262125,37.7626384173116
-122.385001533619,37.7330708173682
-122.441811628041,37.7990019436809
-122.469628050956,37.7817199969291
-122.504883710633,37.7530422085728
-122.481592052499,37.7427355500502
-122.490170246651,37.7424682353625
-122.408384275542,37.7878271137225
-122.409925328419,37.7877640990096
-122.408384275542,37.7878271137225
-122.413045094052,37.7589402059414
-122.412179604274,37.7622630616528
-122.405468775906,37.7639259195338
-122.418445946252,37.7882184507651
-122.392347671978,37.7890603555993
-122.409256096494,37.788239899778
-122.410519781929,37.752766726673
-122.434457353955,37.7609766090845
-122.405468775906,37.7639259195338
-122.405468775906,37.7639259195338
-122.40482801879,37.7897596938342
-122.410271349769,37.7895016291913
-122.410791677645,37.7836952269749
-122.41242272529,37.7648250318431
-122.424808639628,37.7983917580329
-122.412439198419,37.7877227389961
-122.50966215971,37.7630355540213
-122.50966215971,37.7630355540213
-122.50966215971,37.7630355540213
-122.50966215971,37.7630355540213
-122.50966215971,37.7630355540213
-122.50966215971,37.7630355540213
-122.50966215971,37.7630355540213
-122.50966215971,37.7630355540213
-122.50966215971,37.7630355540213
-122.400916029025,37.7854574902997
-122.400916029025,37.7854574902997
-122.404195424821,37.7912255174119
-122.413820070176,37.7857382950322
-122.413820070176,37.7857382950322
-122.406886503606,37.7887345763527
-122.406886503606,37.7887345763527
-122.406886503606,37.7887345763527
-122.406886503606,37.7887345763527
-122.406886503606,37.7887345763527
-122.406886503606,37.7887345763527
-122.406886503606,37.7887345763527
-122.406886503606,37.7887345763527
-122.406886503606,37.7887345763527
-122.410699657634,37.7869881885308
-122.406886503606,37.7887345763527
-122.406886503606,37.7887345763527
-122.406886503606,37.7887345763527
-122.406886503606,37.7887345763527
-122.406886503606,37.7887345763527
-122.406886503606,37.7887345763527
-122.406886503606,37.7887345763527
-122.406886503606,37.7887345763527
-122.406886503606,37.7887345763527
-122.406886503606,37.7887345763527
-122.406886503606,37.7887345763527
-122.406886503606,37.7887345763527
-122.406886503606,37.7887345763527
-122.406886503606,37.7887345763527
-122.406886503606,37.7887345763527
-122.406886503606,37.7887345763527
-122.406886503606,37.7887345763527
-122.38002876386,37.732037427785
-122.408384275542,37.7878271137225
-122.41275532583,37.7867259286124
-122.489090192226,37.7424057567334
-122.410111373792,37.7786320490341
-122.411800134753,37.7840890366868
-122.422254494749,37.7773983117477
-122.403404791479,37.775420706711
-122.410699657634,37.7869881885308
-122.410699657634,37.7869881885308
-122.410699657634,37.7869881885308
-122.410699657634,37.7869881885308
-122.410699657634,37.7869881885308
-122.410699657634,37.7869881885308
-122.410699657634,37.7869881885308
-122.410699657634,37.7869881885308
-122.410699657634,37.7869881885308
-122.410699657634,37.7869881885308
-122.400916029025,37.7854574902997
-122.400916029025,37.7854574902997
-122.400916029025,37.7854574902997
-122.400916029025,37.7854574902997
-122.400916029025,37.7854574902997
-122.410699657634,37.7869881885308
-122.410699657634,37.7869881885308
-122.410699657634,37.7869881885308
-122.410699657634,37.7869881885308
-122.410699657634,37.7869881885308
-122.410699657634,37.7869881885308
-122.410699657634,37.7869881885308
-122.410699657634,37.7869881885308
-122.410699657634,37.7869881885308
-122.410699657634,37.7869881885308
-122.410699657634,37.7869881885308
-122.410699657634,37.7869881885308
-122.410699657634,37.7869881885308
-122.410699657634,37.7869881885308
-122.410699657634,37.7869881885308
-122.410699657634,37.7869881885308
-122.410699657634,37.7869881885308
-122.419058868103,37.7594227506297
-122.419058868103,37.7594227506297
-122.418738265772,37.7546172382083
-122.423682814338,37.7962046209564
-122.408384275542,37.7878271137225
-122.408384275542,37.7878271137225
-122.408384275542,37.7878271137225
-122.400916029025,37.7854574902997
-122.400916029025,37.7854574902997
-122.436194484896,37.7227270383576
-122.418562097105,37.7841847091303
-122.417812558787,37.7571005796428
-122.418467747931,37.7879652569797
-122.418467747931,37.7879652569797
-122.418467747931,37.7879652569797
-122.41796448376,37.7586968166489
-122.41796448376,37.7586968166489
-122.417812558787,37.7571005796428
-122.419360352761,37.7618358012376
-122.417812558787,37.7571005796428
-122.417812558787,37.7571005796428
-122.417812558787,37.7571005796428
-122.415929849548,37.7604330003754
-122.415929849548,37.7604330003754
